見積書番号	購買依頼★	購買依頼明細	購買依頼_削除	購買発注★	購買発注_削除	仕入先	発注テキスト	金額	発注登録日	入庫日付	納入完了	入庫番号	TECO	CMPL	DLFL	タイプ	完成年	完成月	区分（出張・修理）	指図MRP管理者	受注/指図登録日	指図タイプ名称	指図or受注★	販売伝票★	品目コード	品目テキスト	数量	製品単価	受注金額	発注保管場所	納入日付	メモ	開始日	完成日	営業担当	件名	受注先	受注得意先発注番号
202330266001	0012550389	00020		4502413741		S01828	SIT20SGD/SKS200-300MSP	0	20250715	00000000						会社間取引	2025	08	出張		20230331		316814-20	0000316814	ZSS1	SIT20SGD/SKS200-300MSP	0	650000	650000	1910	20250828		00000000	00000000	坂村 健太	会津広域　ごみ焼却施設建設工事	1100299006	21E13299
202330257001	0012550391	00010		4502240587		S01828	SCA4F12-72-1946SVC	0	20230404	00000000						会社間取引	2025	10	出張		20230331		316817-20	0000316817	ZSS1	SCA4F12-72-1946SVC	0	400000	400000	1910	20251001		00000000	00000000	坂村 健太	福知山市汚泥処理施	1100634000	22-084-11805
202330269001	0012550400	00010		4502240589		S01828	SFST30SGB1-150MSP 他	0	20230404	00000000						会社間取引	2026	10	出張		20230331		316835-40	0000316835	ZSS1	SFST30SGB1-150MSP 他	0	600000	600000	1910	20261015		00000000	00000000	高木 俊樹	江戸川清掃工場	1101297000	4200654462
202480122001	0012684337	00010		4502378725		S01828	SFST20TGD-V4X2　羽曳野	0	20250116	00000000						会社間取引	2025	09	出張		20230403		316838-20	0000316838	ZSS1	SFST20TGD-V4X2　羽曳野	0	900000	900000	1910	20250926		00000000	00000000	若木 匠	羽曳野配電営業所	1102525000	241D000495
202430229001	0012709149	00010		4502403550		S01828	SFST20TGD-V4X2　難波	0	20250527	00000000						会社間取引	2025	11	出張		20230403		316840-20	0000316840	ZSS1	SFST20TGD-V4X2　難波	0	900000	900000	1910	20251127		00000000	00000000	若木 匠	難波配電営業所	1102525000	241D000709
202430230001	0012710137	00010		4502404849		S01828	SFST20TGD-V4X2　敷津	0	20250602	00000000						会社間取引	2025	11	出張		20230403		316842-20	0000316842	ZSS1	SFST20TGD-V4X2　敷津	0	800000	800000	1910	20251125		00000000	00000000	若木 匠	敷津変電所	1102525000	241D000565
2021C0002001	0012555490	00010		4502245481		S01828	SFT3SGD-V1 喜撰山試運転	0	20230420	00000000						会社間取引	2025	12	出張		20230419		317660-30	0000317660	ZSS1	SFT3SGD-V1 喜撰山試運転	0	800000	800000	1910	20251210		00000000	00000000	若木 匠	喜撰山発電所	1100323000	221B001723
202360118001	0012571233	00010		4502262672		S01828	SIT5SGD/SKS100-150MSP	0	20230627	00000000						会社間取引	2026	04	出張		20230626		320171-30	0000320171	ZSS1	SIT5SGD/SKS100-150MSP	0	1800000	1800000	1910	20260415		00000000	00000000	若木 匠	西遠浄化センター汚泥処理棟	1101886000	Z072-06-503
2024A0245001	0012669479	00010		4502363166	L	S01828	SDPH7-100-1000P 他　試運転	0	20241025	00000000						会社間取引	2025	03	出張		20230703		320450-30	0000320450	ZSS2	SDPH7-100-1000P 他　試運転	0	6482	6482	1910	20250310		00000000	00000000	植松 純一	JFEスチール研究所向け　水素還	1200017001	【貸】SPS-4829
202370039001	0012573289	00010		4502265014		S01828	SIT30SGD/SKS300-300MSP	0	20230706	00000000						会社間取引	2027	03	出張		20230705		320639-10	0000320639	ZSS1	SIT30SGD/SKS300-300MSP	0	1053000	1053000	1910	20270301		00000000	00000000	坂村 健太	宝塚市クリーンセンターCVCF蓄電	1100299007	23E10296
202370145001	0012575644	00010		4502267461		S01828	SFT10SGD-100FVHV1　試運転 東SSS 既設電池解線分	0	20230719	00000000						会社間取引	2025	05	出張		20230718		321023-30	0000321023	ZSS2	SFT10SGD-100FVHV1　試運転 東SSS 既設電池解線分	0	100000	100000	1910	20250531		00000000	00000000	杉本 友樹	ティーエムエアー4AS	1102336000	0004862961、000491621
202370242001	0012577185	00010		4502269008		S01828	SIT10SGD/SKS150-200MSP	0	20230725	00000000						会社間取引	2026	05	出張		20230724		321274-10	0000321274	ZSS1	SIT10SGD/SKS150-200MSP	0	600000	600000	1910	20260515		00000000	00000000	坂村 健太	志太広域事務組合　蓄電池接続試	1100795002	4500543774
202370275001	0012578054	00010		4502269858		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2025	09	出張		20230727		321436-10	0000321436	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20250930		00000000	00000000	板東 利治	【23台目】FST トリプルヒーター	1101535001	CW057129
202370276001	0012578056	00010		4502269859		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2025	10	出張		20230727		321438-10	0000321438	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20251014		00000000	00000000	板東 利治	【24台目】FST トリプルヒーター	1101535001	CW057130
202370278001	0012578062	00010		4502269860		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2025	10	出張		20230727		321439-10	0000321439	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20251028		00000000	00000000	板東 利治	【25台目】FST トリプルヒーター	1101535001	CW057131
202370279001	0012578063	00010		4502269861		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2025	12	出張		20230727		321440-10	0000321440	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20251209		00000000	00000000	板東 利治	【26台目】FST トリプルヒーター	1101535001	CW057132
202370280001	0012578064	00010		4502269862		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2026	01	出張		20230727		321441-10	0000321441	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20260114		00000000	00000000	板東 利治	【27台目】FST トリプルヒーター	1101535001	CW057133
202370281001	0012578100	00010		4502269863		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2026	02	出張		20230727		321443-10	0000321443	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20260211		00000000	00000000	板東 利治	【28台目】FST トリプルヒーター	1101535001	CW057134
202370282001	0012578101	00010		4502269865		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2026	03	出張		20230727		321444-10	0000321444	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20260325		00000000	00000000	板東 利治	【29台目】FST トリプルヒーター	1101535001	CW057135
202370283001	0012578103	00010		4502269866		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2026	04	出張		20230727		321445-10	0000321445	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20260401		00000000	00000000	板東 利治	【30台目】FST トリプルヒーター	1101535001	CW057136
202370284001	0012578104	00010		4502269867		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2026	04	出張		20230727		321446-10	0000321446	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20260429		00000000	00000000	板東 利治	【31台目】FST トリプルヒーター	1101535001	CW057137
202370285001	0012578105	00010		4502269868		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2026	05	出張		20230727		321448-10	0000321448	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20260506		00000000	00000000	板東 利治	【32台目】FST トリプルヒーター	1101535001	CW057138
202370286001	0012578106	00010		4502269869		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2026	06	出張		20230727		321449-10	0000321449	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20260603		00000000	00000000	板東 利治	【33台目】FST トリプルヒーター	1101535001	CW057139
202370287001	0012578109	00010		4502269870		S01828	SCAM4W12-42-6055PLX4	0	20230728	00000000						会社間取引	2026	06	出張		20230727		321451-10	0000321451	ZSS1	SCAM4W12-42-6055PLX4	0	1600000	1600000	1910	20260610		00000000	00000000	板東 利治	【34台目】FST トリプルヒーター	1101535001	CW057140
202380216001	0012583955	00010		4502276207		S01828	SCA4F12-120-4167SVC	0	20230831	00000000						会社間取引	2026	03	出張		20230830		322586-20	0000322586	ZSS1	SCA4F12-120-4167SVC	0	400000	400000	1910	20260313		00000000	00000000	坂村 健太	琵琶湖湖南中部浄化センター	1100634000	23-084-00613
202380232001	0012584543	00010		4502276904		S01828	工事AU20N-A7-11-11空自三沢	0	20230904	00000000						会社間取引	2025	08	出張		20230830		322599-30	0000322599	ZSS2	工事AU20N-A7-11-11空自三沢	0	4000000	4000000	1910	20250804		00000000	00000000	石田 陽一	空自三沢基地～三沢管制隊（仕30	1101516000	1387668-1GAG/GAG1007
202390315001	0012591620	00010		4502283927		S01828	SIT15SGD/SKS200-300MSP	0	20231002	00000000						会社間取引	2025	10	出張		20230929		323777-30	0000323777	ZSS1	SIT15SGD/SKS200-300MSP	0	650000	650000	1910	20251017		00000000	00000000	高木 俊樹	能代山本広域市町村圏組合 一般	1100186000	4200711146
2023A0123001	0012594736	00010		4502287243		S01828	SCB6WF24-225-3000LC 他	0	20231013	00000000						会社間取引	2025	10	出張		20231012		324235-30	0000324235	ZSS1	SCB6WF24-225-3000LC 他	0	550000	550000	1910	20251010		00000000	00000000	平岡 淳	100Nm3標準整流器　実証用	1100634003	0-0520486
2023A0283001	0012598629	00010		4502291101		S01828	SIT20SGD/SKS300-500MSP	0	20231101	00000000						会社間取引	2026	09	出張		20231031		324920-40	0000324920	ZSS1	SIT20SGD/SKS300-500MSP	0	900000	900000	1910	20260901		00000000	00000000	高木 俊樹	久喜市新ごみ処理施設（日立造船	1101297000	4200731366
202390299001	0012602414	00010		4502294734		S01828	SIT20SGD/SKS250-400MSP	0	20231120	00000000						会社間取引	2025	11	出張		20231117		325542-10	0000325542	ZSS1	SIT20SGD/SKS250-400MSP	0	950000	950000	1910	20251114		00000000	00000000	坂村 健太	函館市日乃出清掃工場　試運転	1100795002	4500551319
2023B0235001		00000						0	00000000	00000000						製造指図	2025	07	出張	S10	20231127	出張サービス	30031868	0000325747	ZSS	作業 KTA4F6-1200-1500SVCPR	1	100000	100000		20250718		20250628	20250804	山下 和明	MKW2-92709 NTC P4棟2F　E201、2	1101087000	【貸】YS-9348-2300015-0
2023B0322001	0012607121	00010		4502300390		S01828	SFST240TGD-V5　試運転	0	20231215	00000000						会社間取引	2025	10	出張		20231130		325890-20	0000325890	ZSS2	SFST240TGD-V5　試運転	0	1100000	1100000	1910	20251023		00000000	00000000	杉本 友樹	日本製鉄鹿島　1高炉	1101697021	【貸】KH00001471
202450293001	0012640938	00010		4502333151		S01828	SCB6WF7-24-26KCCL	0	20240530	00000000						会社間取引	2025	08	出張		20231225		326759-20	0000326759	ZSS1	SCB6WF7-24-26KCCL	0	300000	300000	1910	20250813		00000000	00000000	小山 祐一	第7電解B列整流器更新	1101348000	583160，574393
2023A0032001	0012611608	00010		4502304552		S01828	大阪出張サービス	0	20240112	00000000						会社間取引	2027	07	出張		20240111		327046-10	0000327046	ZSS1	大阪出張サービス	0	650000	650000	1910	20270731		00000000	00000000	坂村 健太	タクマ～湖北広域行政事務センタ	1100795002	4500554313
202420144001	0012618864	00010		4502326804		S01828	NEXCO上信　現場代理人費	0	20240426	00000000						会社間取引	2025	06	出張		20240125		327580-20	0000327580	ZSS2	NEXCO上信　現場代理人費	0	33875351	33875351	1910	20250620		00000000	00000000	坂本 英彰	NEXCO上信越自動車道　五里ヶ峯	1102203001	703020010020230030
202410179001	0012614543	00010		4502308173		S01828	OZ-INV 273kW　試運転	0	20240131	00000000						会社間取引	2025	04	出張		20240125		327593-10	0000327593	ZSS2	OZ-INV 273kW　試運転	0	10000	10000	1910	20250415		00000000	00000000	植松 純一	インド／チャンドラワル浄水場オ	1102348000	【Ｎ】20240124深田様
202410233001	0012615386	00010		4502308551		S01828	KC4WF7-30-10KC（1EGL）	0	20240201	00000000						会社間取引	2025	10	出張		20240131		327727-20	0000327727	ZSS1	KC4WF7-30-10KC（1EGL）	0	1000000	1000000	1910	20251002		00000000	00000000	西岡 義人	1EGL No.3裏面 No.4表面 整流器	1101301000	20240216-N1,2
202420114001	0012618272	00010		4502311660		S01828	SCB3WF7-35-20KC(T/B切替)	0	20240220	00000000						会社間取引	2025	09	出張		20240131		327744-20	0000327744	ZSS1	SCB3WF7-35-20KC(T/B切替)	0	700000	700000	1910	20250922		00000000	00000000	西岡 義人	2EGL No.7BOT めっき整流器更新	1101301000	20240219-N
202550042001	0012706088	00010		4502400473		S01828	SFST50TGB-100MSP 豊平川	0	20250513	00000000						会社間取引	2025	09	出張		20240131		327752-30	0000327752	ZSS1	SFST50TGB-100MSP 豊平川	0	1400000	1400000	1910	20250926		00000000	00000000	蔭山 聡	札幌市水道局　豊平川水道水源ﾊﾞ	1102486001	E23945001/002/A03/E2
202430003001	0012620985	00010		4502314148		S01828	SCA4F6-230-326V	0	20240304	00000000						会社間取引	2025	09	出張		20240301		328851-20	0000328851	ZSS1	SCA4F6-230-326V	0	700000	700000	1910	20250901		00000000	00000000	西岡 義人	1EGL CPE整流器	1101301000	20240216-N3
202430175001	0012624796	00010		4502317526		S01828	SRG-200TG-NAS	0	20240322	00000000						会社間取引	2025	07	出張		20240321		329523-10	0000329523	ZSS1	SRG-200TG-NAS	0	2500000	2500000	1910	20250722		00000000	00000000	高島 俊平	オホーツク工場	1102341001	002301870
202480059001	0012654973	00010		4502347502		S01828	SFST20TGB-50MSP	0	20240807	00000000						会社間取引	2025	10	出張		20240326		329660-30	0000329660	ZSS1	SFST20TGB-50MSP	0	600000	600000	1910	20251007		00000000	00000000	板東 利治	日本コークス工業CDQ2AB設備	1100556006	1682R4C026-02/04
202430226001	0012626662	00010		4502320776		S01828	SIT20SGD/SKS300-500MSPﾐﾅﾐ	0	20240402	00000000						会社間取引	2028	03	出張		20240329		329767-40	0000329767	ZSS1	SIT20SGD/SKS300-500MSPﾐﾅﾐ	0	1200000	1200000	1910	20280301		00000000	00000000	高木 俊樹	南工場立替工事（広島）	1101297000	4200787175
202430131001	0012628290	00010		4502321193		S01828	SIT30SGD/SKTKS30X15-800 他　3/20	0	20240403	00000000						会社間取引	2027	03	出張		20240402		329956-10	0000329956	ZSS1	SIT30SGD/SKTKS30X15-800 他　3/20	0	550000	550000	1910	20270331		00000000	00000000	若木 匠	2026年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430134001	0012628291	00010		4502321194		S01828	SIT30SGD/SKTKS30X15-800 他　4/20	0	20240403	00000000						会社間取引	2028	03	出張		20240402		329974-10	0000329974	ZSS1	SIT30SGD/SKTKS30X15-800 他　4/20	0	550000	550000	1910	20280331		00000000	00000000	若木 匠	2027年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430135001	0012628294	00010		4502321195		S01828	SIT30SGD/SKTKS30X15-800 他　5/20	0	20240403	00000000						会社間取引	2029	03	出張		20240402		329988-10	0000329988	ZSS1	SIT30SGD/SKTKS30X15-800 他　5/20	0	550000	550000	1910	20290330		00000000	00000000	若木 匠	2028年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430136001	0012628295	00010		4502321196		S01828	SIT30SGD/SKTKS30X15-800 他　6/20	0	20240403	00000000						会社間取引	2030	03	出張		20240402		329989-10	0000329989	ZSS1	SIT30SGD/SKTKS30X15-800 他　6/20	0	550000	550000	1910	20300329		00000000	00000000	若木 匠	2029年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430137001	0012628296	00010		4502321197		S01828	SIT30SGD/SKTKS30X15-800 他　7/20	0	20240403	00000000						会社間取引	2031	03	出張		20240402		329990-10	0000329990	ZSS1	SIT30SGD/SKTKS30X15-800 他　7/20	0	550000	550000	1910	20310331		00000000	00000000	若木 匠	2030年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430138001	0012628297	00010		4502321198		S01828	SIT30SGD/SKTKS30X15-800 他　8/20	0	20240403	00000000						会社間取引	2032	03	出張		20240402		329991-10	0000329991	ZSS1	SIT30SGD/SKTKS30X15-800 他　8/20	0	550000	550000	1910	20320331		00000000	00000000	若木 匠	2031年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430139001	0012628298	00010		4502321199		S01828	SIT30SGD/SKTKS30X15-800 他　9/20	0	20240403	00000000						会社間取引	2033	03	出張		20240402		329993-10	0000329993	ZSS1	SIT30SGD/SKTKS30X15-800 他　9/20	0	550000	550000	1910	20330331		00000000	00000000	若木 匠	2032年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430140001	0012628299	00010		4502321200		S01828	SIT30SGD/SKTKS30X15-800 他　10/20	0	20240403	00000000						会社間取引	2034	03	出張		20240402		329997-10	0000329997	ZSS1	SIT30SGD/SKTKS30X15-800 他　10/20	0	550000	550000	1910	20340331		00000000	00000000	若木 匠	2033年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430141001	0012628300	00010		4502321201		S01828	SIT30SGD/SKTKS30X15-800 他　11/20	0	20240403	00000000						会社間取引	2035	03	出張		20240402		329998-10	0000329998	ZSS1	SIT30SGD/SKTKS30X15-800 他　11/20	0	550000	550000	1910	20350330		00000000	00000000	若木 匠	2034年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430142001	0012628304	00010		4502321202		S01828	SIT30SGD/SKTKS30X15-800 他　12/20	0	20240403	00000000						会社間取引	2036	03	出張		20240402		329999-10	0000329999	ZSS1	SIT30SGD/SKTKS30X15-800 他　12/20	0	550000	550000	1910	20360331		00000000	00000000	若木 匠	2035年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430143001	0012628305	00010		4502321203		S01828	SIT30SGD/SKTKS30X15-800 他　13/20	0	20240403	00000000						会社間取引	2037	03	出張		20240402		330000-10	0000330000	ZSS1	SIT30SGD/SKTKS30X15-800 他　13/20	0	550000	550000	1910	20370331		00000000	00000000	若木 匠	2036年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430144001	0012628307	00010		4502321204		S01828	SIT30SGD/SKTKS30X15-800 他　14/20	0	20240403	00000000						会社間取引	2038	03	出張		20240402		330001-10	0000330001	ZSS1	SIT30SGD/SKTKS30X15-800 他　14/20	0	550000	550000	1910	20380331		00000000	00000000	若木 匠	2037年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430145001	0012628344	00010		4502321205		S01828	SIT30SGD/SKTKS30X15-800 他　15/20	0	20240403	00000000						会社間取引	2039	03	出張		20240402		330007-10	0000330007	ZSS1	SIT30SGD/SKTKS30X15-800 他　15/20	0	550000	550000	1910	20390331		00000000	00000000	若木 匠	2038年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430146001	0012628345	00010		4502321206		S01828	SIT30SGD/SKTKS30X15-800 他　16/20	0	20240403	00000000						会社間取引	2040	03	出張		20240402		330008-10	0000330008	ZSS1	SIT30SGD/SKTKS30X15-800 他　16/20	0	550000	550000	1910	20400330		00000000	00000000	若木 匠	2039年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430147001	0012628346	00010		4502321207		S01828	SIT30SGD/SKTKS30X15-800 他　17/20	0	20240403	00000000						会社間取引	2041	03	出張		20240402		330009-10	0000330009	ZSS1	SIT30SGD/SKTKS30X15-800 他　17/20	0	550000	550000	1910	20410329		00000000	00000000	若木 匠	2040年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430148001	0012628348	00010		4502321208		S01828	SIT30SGD/SKTKS30X15-800 他　18/20	0	20240403	00000000						会社間取引	2042	03	出張		20240402		330010-10	0000330010	ZSS1	SIT30SGD/SKTKS30X15-800 他　18/20	0	550000	550000	1910	20420331		00000000	00000000	若木 匠	2041年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430149001	0012628350	00010		4502321209		S01828	SIT30SGD/SKTKS30X15-800 他　19/20	0	20240403	00000000						会社間取引	2043	03	出張		20240402		330011-10	0000330011	ZSS1	SIT30SGD/SKTKS30X15-800 他　19/20	0	550000	550000	1910	20430331		00000000	00000000	若木 匠	2042年度　大庭浄水場 無停電電	1102635000	第22020-1号
202430150001	0012628352	00010		4502321210		S01828	SIT30SGD/SKTKS30X15-800 他　20/20	0	20240403	00000000						会社間取引	2044	03	出張		20240402		330013-10	0000330013	ZSS1	SIT30SGD/SKTKS30X15-800 他　20/20	0	550000	550000	1910	20440331		00000000	00000000	若木 匠	2043年度　大庭浄水場 無停電電	1102635000	第22020-1号
202440250001	0012633926	00010		4502326278		S01828	SFST15SGB1-100MSE	0	20240425	00000000						会社間取引	2026	04	出張		20240424		330825-40	0000330825	ZSS1	SFST15SGB1-100MSE	0	565994	565994	1910	20260402		00000000	00000000	坂村 健太	丸三製紙CVCF	1100299003	23A13923
202410100001	0012633930	00010		4502326279		S01828	SKS75TP-150MSE	0	20240425	00000000						会社間取引	2026	04	出張		20240424		330826-40	0000330826	ZSS1	SKS75TP-150MSE	0	565994	565994	1910	20260402		00000000	00000000	坂村 健太	丸三製紙　直流電源	1100299003	23A13923
202420126001	0012634578	00010		4502326806	L	S01828	NEXCO上信　現地試運転費（SSS）	0	20240426	00000000						会社間取引	2025	07	出張		20240426		330903-10	0000330903	ZSS2	NEXCO上信　現地試運転費（SSS）	0	11920759	11920759	1910	20250701		00000000	00000000	坂本 英彰	【試運転費】　NEXCO上信越自動	1102203001	703020010020230030
202430227001	0012634981	00010		4502327623		S01828	SIT20SGD/SKS300-300MSPｷﾞﾌ	0	20240508	00000000						会社間取引	2026	11	出張		20240507		330962-40	0000330962	ZSS1	SIT20SGD/SKS300-300MSPｷﾞﾌ	0	900000	900000	1910	20261101		00000000	00000000	高木 俊樹	岐阜羽島衛生施設組合ごみ処理施	1102746001	24041S0983
202450257001	0012640717	00010		4502333150		S01828	SCB3WF7-93/54-40KC 他	0	20240530	00000000						会社間取引	2025	11	出張		20240516		331386-40	0000331386	ZSS1	SCB3WF7-93/54-40KC 他	0	3000000	3000000	1910	20251110		00000000	00000000	平岡 淳	大阪ﾁﾀﾆｳﾑﾃｸﾉﾛｼﾞｰｽﾞ様向けチタン	1100022000	133015611-1
202410029001	0012640059	00010		4502332534		S01828	SFST20SGB1-100MSP 他	0	20240527	00000000						会社間取引	2027	01	出張		20240524		331635-10	0000331635	ZSS1	SFST20SGB1-100MSP 他	0	900000	900000	1910	20270112		00000000	00000000	坂村 健太	岡山市可燃ごみ広域処理施設整備	1100795002	4500562572
202380101001	0012642176	00010		4502334555		S01828	SIT20SGD/SKS250-300MSP	0	20240605	00000000						会社間取引	2028	03	出張		20240604		331992-10	0000331992	ZSS1	SIT20SGD/SKS250-300MSP	0	960000	960000	1910	20280303		00000000	00000000	坂村 健太	久留米市次期上津クリーンセンタ	1100299004	24E10571
202550058001	0012706386	00010		4502400796		S01828	SC2F6-240-1300V	0	20250514	00000000						会社間取引	2025	09	出張		20240611		332291-20	0000332291	ZSS1	SC2F6-240-1300V	0	900000	900000	1910	20250902		00000000	00000000	小山 祐一	JFE福山　2大形	1101592003	CL533
202460066001	0012643799	00010		4502336098		S01828	SCB3WF7-45-15KCL 他　試運転	0	20240613	00000000						会社間取引	2025	12	出張		20240612		332335-50	0000332335	ZSS2	SCB3WF7-45-15KCL 他　試運転	0	1000000	1000000	1910	20251219		00000000	00000000	植松 純一	VAR3号炉電源更新（増設）	1101592000	【貸】CL054
202460129001	0012644270	00010		4502338689		S01828	SCF250TGD40　試運転	0	20240625	00000000						会社間取引	2025	09	出張		20240614		332440-20	0000332440	ZSS2	SCF250TGD40　試運転	0	220000	220000	1910	20250919		00000000	00000000	杉本 友樹	東芝横浜事業所	1102532000	【貸】4701166001
202460125001	0012644272	00010		4502338687		S01828	SSCF350TGD　試運転	0	20240625	00000000						会社間取引	2025	09	出張		20240614		332450-20	0000332450	ZSS2	SSCF350TGD　試運転	0	330000	330000	1910	20250919		00000000	00000000	杉本 友樹	東芝横浜事業所	1102532000	【貸】4701164001
202460126001	0012644274	00010		4502338690		S01828	SCF50TGD　試運転	0	20240625	00000000						会社間取引	2025	12	出張		20240614		332451-20	0000332451	ZSS2	SCF50TGD　試運転	0	220000	220000	1910	20251219		00000000	00000000	杉本 友樹	東芝横浜事業所	1102532000	【貸】4701168001
202460130001	0012644275	00010		4502338691		S01828	SCF150TGD40　試運転	0	20240625	00000000						会社間取引	2025	12	出張		20240614		332489-20	0000332489	ZSS2	SCF150TGD40　試運転	0	220000	220000	1910	20251219		00000000	00000000	杉本 友樹	東芝横浜事業所	1102532000	【貸】4701162001
202360318001	0012644524	00010		4502336960		S01828	SIT20SGD/SKS250-300MSP	0	20240618	00000000						会社間取引	2028	04	出張		20240617		332541-10	0000332541	ZSS1	SIT20SGD/SKS250-300MSP	0	820000	820000	1910	20280404		00000000	00000000	坂村 健太	三田市新ごみ処理施設　現地蓄電	1100299004	24E10780
202570243001	0012721843	00010		4502416762		S01828	KTA4W2-18.5-10KCT 試運転	0	20250729	00000000						会社間取引	2026	01	出張		20240624		332766-70	0000332766	ZSS1	KTA4W2-18.5-10KCT 試運転	0	1000000	1000000	1910	20260105		00000000	00000000	松谷 大輔	YKK AP第二アルマイト	1101670001	2406426826
202460173001	0012647139	00010		4502339496		S01828	SCB3WF7-35-20KC(T/B切替)	0	20240628	00000000						会社間取引	2026	04	出張		20240627		332901-20	0000332901	ZSS1	SCB3WF7-35-20KC(T/B切替)	0	700000	700000	1910	20260403		00000000	00000000	西岡 義人	2EGL No.7X BOT めっき整流器更	1101301000	20240604-N
202460106001	0012648500	00010		4502340792		S01828	MRS-10065ACT6	0	20240705	00000000						会社間取引	2025	10	出張		20240704		333093-10	0000333093	ZSS1	MRS-10065ACT6	0	230000	230000	1910	20251022		00000000	00000000	八十島 陽	イビデン向けMRS-10065ACT6部品	1100113000	23587579-1-1
202460107001	0012648501	00010		4502340793		S01828	MRS-10065ACT6	0	20240705	00000000						会社間取引	2025	11	出張		20240704		333095-10	0000333095	ZSS1	MRS-10065ACT6	0	230000	230000	1910	20251119		00000000	00000000	八十島 陽	イビデン向けMRS-10065ACT6部品	1100113000	23587580-1-1
202460108001	0012648502	00010		4502340794		S01828	MRS-10065ACT6	0	20240705	00000000						会社間取引	2025	12	出張		20240704		333096-10	0000333096	ZSS1	MRS-10065ACT6	0	230000	230000	1910	20251210		00000000	00000000	八十島 陽	イビデン向けMRS-10065ACT6部品	1100113000	23587581-1-1
202470057001	0012648545	00010		4502341874		S01828	SCAM2F6-170-255VC 他　試運転	0	20240711	00000000						会社間取引	2025	09	出張		20240704		333104-30	0000333104	ZSS2	SCAM2F6-170-255VC 他　試運転	0	750000	750000	1910	20250920		00000000	00000000	植松 純一	北芝電機　発電機励磁用電源	1100074003	【貸】570-018X-0628
202470050001	0012648549	00010		4502341875		S01828	ZFST75TGD-V4　試運転	0	20240711	00000000						会社間取引	2026	01	出張		20240704		333111-20	0000333111	ZSS2	ZFST75TGD-V4　試運転	0	500000	500000	1910	20260126		00000000	00000000	山下 和明	北陸電力(株)　鳴子発電所	1101832000	P10026031338、9
202440021001	0012651169	00010		4502344675		S01828	SCB6F7-40-2300L-000　点検	0	20240725	00000000						会社間取引	2025	07	出張		20240719		333643-10	0000333643	ZSS2	SCB6F7-40-2300L-000　点検	0	2350000	2350000	1910	20250731		00000000	00000000	佐藤 清志	2024年度 小名浜ポンプ場　直流	1101623004	第2410R1号
202470268001	0012653282	00010		4502345645		S01828	SCA4F7-31-5000CL+20 他	0	20240731	00000000						会社間取引	2025	10	出張		20240723		333787-40	0000333787	ZSS1	SCA4F7-31-5000CL+20 他	0	3600000	3600000	1910	20251013		00000000	00000000	平岡 淳	日本製鉄 名古屋製鉄所 1CTL	1101697021	KH00002878
