内部指図番号	テキスト	ステータス	登録日	指図タイプ	登録者	利益センタ	リリース済日	登録時刻
0C1808021	鹿島北共同発電㈱　1号脱硫	CMPL	20180827	ZE10	PP1115	P716103	20180827	143846	
0C1808023	鹿島北共同発電 1号直流	CMPL	20180827	ZE10	PP1115	P716103	20180827	143929	
0C1808025	TRF高砂	CMPL	20180827	ZE10	PP1115	P716103	20180827	144010	
0C1808026	東電HDRPC沼田事業所～伏田発電所	CMPL	20180827	ZE10	PP1115	P716103	20180827	144028	
0C1808029	新井有線放送	CMPL	20180827	ZE10	PP1115	P716103	20180827	144138	
0C1808030	武田薬品工業　光工場	CMPL	20180827	ZE10	PP1115	P716103	20180827	144155	
0C1808031	武田薬品工業　光工場	CMPL	20180827	ZE10	PP1115	P716103	20180827	144211	
0C1808036	田井発電所発電設備更新工事	CMPL	20180829	ZE10	PP1115	P716103	20180829	090546	
0C1808038	高砂浄化センター SKS20-50MSP	DLFL	20180905	ZE10	PP1007	P716103	20180905	150204	
0C1808039	東電裾野変電所 KS20 改造	DLFL	20180905	ZE10	PP1007	P716103	20180905	150351	
0C1808040	長野県道路公社 SKS20-50MSP	DLFL	20180905	ZE10	PP1007	P716103	20180905	150415	
0C1808041	日鉄住金テックスエンジ SKS30-50MSP	CMPL	20180905	ZE10	PP1007	P716103	20180905	150438	
0C1809002	旧UO工場 SKS50-150XXX	CMPL	20180905	ZE10	PP1007	P716103	20180905	150529	
0C1809003	広畑バイオマス発電所	CMPL	20180907	ZE10	PP1115	P716103	20180907	161542	
0C1809004	関西国際空港	CMPL	20180907	ZE10	PP1115	P716103	20180907	161624	
0C1809005	玉川製紙	CMPL	20180912	ZE10	PP1115	P716103	20180912	162959	
0C1809006	瓦町駅前広場	CMPL	20180912	ZE10	PP1115	P716103	20180912	163019	
0C1809007	九州電力　大岳発電所	CMPL	20180912	ZE10	PP1115	P716103	20180912	163048	
0C1809008	東電PG北部建設センター栃木変電G～栃山開閉所	CMPL	20180912	ZE10	PP1115	P716103	20180912	163105	
0C1809009	JXTG堺製油所	CMPL	20180918	ZE10	PP1115	P716103	20180918	101355	
0C1809010	JXTG堺製油所	CMPL	20180918	ZE10	PP1115	P716103	20180918	101410	
0C1809011	JXTG堺製油所	CMPL	20180918	ZE10	PP1115	P716103	20180918	101425	
0C1809012	JXTG堺製油所	CMPL	20180918	ZE10	PP1115	P716103	20180918	101441	
0C1809013	JXTG堺製油所	CMPL	20180918	ZE10	PP1115	P716103	20180918	101455	
0C1809014	JXTG堺製油所	CMPL	20180918	ZE10	PP1115	P716103	20180918	101511	
0C1809015	四国電力参入用試算	CMPL	20180918	ZE10	PP1115	P716103	20180918	101526	
0C1809017	四国電力参入用試算	CMPL	20180918	ZE10	PP1115	P716103	20180918	101815	
0C1809018	四国電力参入用価格	CMPL	20180918	ZE10	PP1115	P716103	20180918	101541	
0C1809019	幸田町民会館	CMPL	20180918	ZE10	PP1115	P716103	20180918	101557	
0C1809020	幸田町民会館	CMPL	20180918	ZE10	PP1115	P716103	20180918	101658	
0C1809022	菊池環境保全組合	CMPL	20180920	ZE10	PP1115	P716103	20180920	111401	
0C1809023	鹿児島県ごみ処理施設用直流電装置	CMPL	20181003	ZE10	PP1115	P716103	20181003	131555	
0C1809024	東電PG西巣鴨変電所MSE化改造	CMPL	20180928	ZE10	PP1115	P716103	20180928	100310	
0C1809026	北陸電力神岡火力	CMPL	20180928	ZE10	PP1115	P716103	20180928	100412	
0C1810002	JFE倉敷7CC	CMPL	20181005	ZE10	PP1115	P716103	20181005	144703	
0C1810003		CMPL	20181122	ZE10	PP1115	P716104	20181122	152246	
0C1810004	JR東日本千手発電所	CMPL	20181005	ZE10	PP1115	P716103	20181005	144719	
0C1810005	東京ガス港北NTビル	DLFL	20181005	ZE10	PP1115	P716103	20181005	144741	
0C1810006	北陸ガス　東港	CMPL	20181005	ZE10	PP1115	P716103	20181005	144931	
0C1810007	土樽発電所	CMPL	20181005	ZE10	PP1115	P716103	20181005	144947	
0C1810009	新郡元水源地	CMPL	20181012	ZE10	PP1007	P716103	20181012	155435	
0C1810010	中山競馬場	CMPL	20181012	ZE10	PP1007	P716103	20181012	155519	
0C1810011	東京ガス幕張ビル	DLFL	20181012	ZE10	PP1007	P716103	20181012	155633	
0C1810012	大林神栖バイオマス	CMPL	20181012	ZE10	PP1007	P716103	20181012	155650	
0C1810013	フェローコークス（JFE福山）	CMPL	20181015	ZE10	PP1115	P716103	20181015	121136	
0C1810014	ティーエムエアー	CMPL	20181017	ZE10	PP1115	P716103	20181017	142110	
0C1810015	石垣市ごみ焼却施設	CMPL	20181017	ZE10	PP1115	P716103	20181017	142123	
0C1810016	三重県防災通信ネットワーク①	CMPL	20181017	ZE10	PP1115	P716103	20181017	142235	
0C1810017	三重県防災通信ネットワーク②	CMPL	20181017	ZE10	PP1115	P716103	20181017	142255	
0C1810018	三重県防災通信ネットワーク③	CMPL	20181017	ZE10	PP1115	P716103	20181017	142312	
0C1810019	三重県防災通信ネットワーク④	CMPL	20181017	ZE10	PP1115	P716103	20181017	142329	
0C1810020	三重県防災通信ネットワーク⑤	CMPL	20181017	ZE10	PP1115	P716103	20181017	142347	
0C1810021	三重県防災通信ネットワーク⑥	CMPL	20181017	ZE10	PP1115	P716103	20181017	142416	
0C1810022	東京発電土樽S&B 直流電源装置	DLFL	20181024	ZE10	PP1115	P716103	20181024	112854	
0C1810023	住友金属鉱山シポレックス三重工場	CMPL	20181024	ZE10	PP1115	P716103	20181024	112906	
0C1810026	尾張東部衛星組合	CMPL	20181024	ZE10	PP1115	P716103	20181024	112942	
0C1810027	九州電力㈱　長崎某所	CMPL	20181027	ZE10	PP1115	P716103	20181027	150232	
0C1810028	秋田市総合環境センター直流電源装置更新	CMPL	20181027	ZE10	PP1115	P716103	20181027	150246	
0C1810029	30板橋市場花き棟非常照明直流電源装置更新工事	DLFL	20181027	ZE10	PP1115	P716103	20181027	150317	
0C1811001	北陸電力　百川ビル	CMPL	20181112	ZE10	PP1115	P716103	20181112	134016	
0C1811002	北陸電力　城山無線中継所	CMPL	20181112	ZE10	PP1115	P716103	20181112	134034	
0C1811003	北陸電力　福井開閉所	CMPL	20181112	ZE10	PP1115	P716103	20181112	134056	
0C1811005	七山滝川発電所	CMPL	20181102	ZE10	PP1115	P716103	20181102	152102	
0C1811007	北陸電力　新能登変	CMPL	20181112	ZE10	PP1115	P716103	20181112	134113	
0C1811008	北陸電力　小松営	CMPL	20181112	ZE10	PP1115	P716103	20181112	134128	
0C1811009	北陸電力　高岡電力部	CMPL	20181112	ZE10	PP1115	P716103	20181112	134146	
0C1811010	東電PG西部建設センター～新富士変電所	CMPL	20181106	ZE10	PP1115	P716103	20181106	155946	
0C1811011	九州精鍛	CMPL	20181106	ZE10	PP1115	P716103	20181106	160015	
0C1811012	旧1PS劣化更新対策 用水電気室 直流電源装置	CMPL	20181106	ZE10	PP1115	P716103	20181106	160029	
0C1811013	エリーパワー～静岡県某所	DLFL	20181106	ZE10	PP1115	P716103	20181106	160045	
0C1811014	国立公園　日本庭園（万博DC電源更新工事	CMPL	20181106	ZE10	PP1115	P716103	20181106	160059	
0C1811016	鶴岡市ごみ焼却施設	CMPL	20181112	ZE10	PP1115	P716103	20181112	134237	
0C1811017	伏木万葉埠頭バイオマス	CMPL	20181115	ZE10	PP1115	P716103	20181115	152136	
0C1811018	防災無線用直流電源装置（親局）	DLFL	20181115	ZE10	PP1115	P716103	20181115	152229	
0C1811019	防災無線用直流電源（中継局）	DLFL	20181115	ZE10	PP1115	P716103	20181115	152243	
0C1811020	JERA姉ヶ崎	CMPL	20181115	ZE10	PP1115	P716103	20181115	152257	
0C1811021	関東管区警察局千葉県　直流電源装置	CMPL	20181115	ZE10	PP1115	P716103	20181115	152341	
0C1811022	福岡市民病院	CMPL	20181119	ZE10	PP1115	P716103	20181119	144135	
0C1811026	(仮称)大阪新美術館建設電気設備工事	DLFL	20181122	ZE10	PP1115	P716103	20181122	135053	
0C1811027	九州電力　忠見変電所	CMPL	20181122	ZE10	PP1115	P716103	20181122	135127	
0C1811028	九州電力㈱　広川変電所	CMPL	20181122	ZE10	PP1115	P716103	20181122	135253	
0C1811029	九州電力㈱　京町変電所	CMPL	20181122	ZE10	PP1115	P716103	20181122	135338	
0C1811030	九州電力㈱　前原変電所	CMPL	20181122	ZE10	PP1115	P716103	20181122	135525	
0C1811031	MHPS高砂	CMPL	20181122	ZE10	PP1115	P716103	20181122	135355	
0C1811033	東電PG東京建設センター～柳島変電所	CMPL	20181127	ZE10	PP1115	P716103	20181127	121804	
0C1811034	横須賀火力発電所	CMPL	20181127	ZE10	PP1115	P716103	20181127	121818	
0C1811035	クリーンピア射水	DLFL	20181129	ZE10	PP1115	P716103	20181129	135751	
0C1811036	宮崎某所	DLFL	20181129	ZE10	PP1115	P716103	20181129	135807	
0C1811037	宮崎某所	DLFL	20181129	ZE10	PP1115	P716103	20181129	135831	
0C1811038	三井化学（株）大阪	DLFL	20181129	ZE10	PP1115	P716103	20181129	135852	
0C1811040	中間貯蔵施設	CMPL	20181211	ZE10	PP1115	P716103	20181211	100531	
0C1812001	中国電力三隅発電所	CMPL	20181211	ZE10	PP1115	P716103	20181211	100553	
0C1812005	パナESファシリティ～パナソニック評価棟	DLFL	20181211	ZE10	PP1115	P716103	20181211	100658	
0C1812006	JFEスチール No.4 CGL	DLFL	20181211	ZE10	PP1115	P716103	20181211	100733	
0C1812007	JFEスチール 熱延酸洗電機室	DLFL	20181211	ZE10	PP1115	P716103	20181211	100750	
0C1812008	JR東日本千手発電所直流電源装置	DLFL	20181211	ZE10	PP1115	P716103	20181211	100805	
0C1812009	東電PG神奈川建設センター～大師変電所	DLFL	20181211	ZE10	PP1115	P716103	20181211	100913	
0C1812010	中国電力廿日市営業所	DLFL	20181214	ZE10	PP1115	P716103	20181214	170233	
0C1812011	三井上尾直流バックアップ	DLFL	20181214	ZE10	PP1115	P716103	20181214	170246	
0C1812012	福岡市民病院向け直流電源装置	CMPL	20181214	ZE10	PP1115	P716103	20181214	170304	
0C1812014	松江南TY直流電源装置購入	CMPL	20181214	ZE10	PP1115	P716103	20181214	170348	
0C1812015	奥津水槽（発）直流電源取替工事 SKS30-90CSE	CMPL	20181225	ZE10	PP1007	P716103	20181225	144648	
0C1812016	TNC会館 SKS200	CMPL	20181225	ZE10	PP1007	P716103	20181225	144823	
0C1812017	TNC会館 SKS40	CMPL	20181225	ZE10	PP1007	P716103	20181225	144838	
0C1812019	東電HDRPC～金川発電所 SKS300	DLFL	20181225	ZE10	PP1007	P716103	20181225	144859	
0C1812020	カヌー・スラローム会場 SKS20-50MSP改造	DLFL	20181225	ZE10	PP1007	P716103	20181225	144920	
0C1812022	JFE福山（第3焼結）	DLFL	20181227	ZE10	PP1115	P716103	20181227	163335	
0C1812023	九州電力㈱宮崎支社ビル	DLFL	20181227	ZE10	PP1115	P716103	20181227	163353	
0C1812024	九州電力　宮崎支社ビル	DLFL	20181227	ZE10	PP1115	P716103	20181227	163408	
0C1812025	JFE福山3焼結排ガス設備	CMPL	20181227	ZE10	PP1115	P716103	20181227	163500	
0C1901004	宮崎県立病院	CMPL	20190109	ZE10	PP1115	P716103	20190109	142506	
0C1901005	CS→MSE化改造（南狭山変電所）	CMPL	20190121	ZE10	PP1115	P716103	20190121	165337	
0C1901006	清水LNG 150Ah 主電気室	CMPL	20190121	ZE10	PP1115	P716103	20190121	165454	
0C1901008	新日本科学向け直流電源装置更新案件(白熱球条件)	CMPL	20190121	ZE10	PP1115	P716103	20190121	165553	
0C1901009	新日本科学向け直流電源装置更新案件(白熱球+LED条件)	CMPL	20190121	ZE10	PP1115	P716103	20190121	165613	
0C1901010	東電PG神奈川建設センター～井田変電所	CMPL	20190121	ZE10	PP1115	P716103	20190121	165629	
0C1901011	東電PG神奈川建設センター～百合ヶ丘変電所	CMPL	20190121	ZE10	PP1115	P716103	20190121	165645	
0C1901012	東電PG東京建設センター～西舟渡変電所	CMPL	20190121	ZE10	PP1115	P716103	20190121	165702	
0C1901021	鹿児島県ごみ処理施設用	CMPL	20190214	ZE10	PP1115	P716104	20190214	155716	
0C1901024	板野IC直流電源装置	DLFL	20190205	ZE10	PP1115	P716103	20190205	134738	
0C1901025	滝沢・雫石環境組合清掃センター	CMPL	20190205	ZE10	PP1115	P716103	20190205	134755	
0C1901026	光ヶ丘清掃工場	CMPL	20190218	ZE10	PP1115	P716103	20190218	103942	
0C1902001	サムテック　羽曳野工場	CMPL	20190205	ZE10	PP1115	P716103	20190205	134909	
0C1902002	北電苫東厚真P/S～4号機運炭直流電源盤	CMPL	20190205	ZE10	PP1115	P716103	20190205	134926	
0C1902003	東電PG東京建設センター～神田変電所	CMPL	20190205	ZE10	PP1115	P716103	20190205	134943	
0C1902004	国内東北某所	CMPL	20190207	ZE10	PP1115	P716103	20190207	170827	
0C1902007	JR東日本千手発電所UPS,直流電源装置（3）	CMPL	20190214	ZE10	PP1115	P716103	20190214	140735	
0C1902008	埼玉県　三郷ポンプ所	CMPL	20190222	ZE10	PP1115	P716103	20190222	151527	
0C1902010	関西電力久津川変電所	CMPL	20190222	ZE10	PP1115	P716103	20190222	151448	
0C1902011	大王製紙㈱可児工場 特高 直流電源装置更新	CMPL	20190226	ZE10	PP1115	P716103	20190226	152632	
0C1902012	JFE福山充電器老朽化更新	CMPL	20190226	ZE10	PP1115	P716103	20190226	152657	
0C1902013	東電PG送変電建設センター～小石川変電所	CMPL	20190226	ZE10	PP1115	P716103	20190226	152714	
0C1902014	東電PG神奈川建設センター～南横須賀変電所	CMPL	20190226	ZE10	PP1115	P716103	20190226	152730	
0C1902018	桜橋IMビル	CMPL	20190306	ZE10	PP1115	P716103	20190306	134151	
0C1903001	周南市下水道局　菊川浄水場	DLFL	20190306	ZE10	PP1115	P716103	20190306	134203	
0C1903002	東総広域プロジェクト	CMPL	20190401	ZE10	PP1007	P716103	20190401	125115	
0C1903003	東電PG神奈川建設C～湘南変電所	CMPL	20190311	ZE10	PP1115	P716103	20190311	160537	
0C1903004	神栖市役所　直流電源更新	CMPL	20190312	ZE10	PP1115	P716103	20190312	154040	
0C1903005	中部電力武豊発電所	CMPL	20190311	ZE10	PP1115	P716103	20190311	115939	
0C1903006	中部電力武豊発電所	CMPL	20190311	ZE10	PP1115	P716103	20190311	115955	
0C1903007	中部電力武豊発電所	CMPL	20190311	ZE10	PP1115	P716103	20190311	120012	
0C1903008	酒匂水再生センター　川匂ポンプ場　直流電源	CMPL	20190312	ZE10	PP1115	P716103	20190312	154416	
0C1903009	酒匂水再生センター　川匂ポンプ場　直流電源	CMPL	20190312	ZE10	PP1115	P716103	20190312	154546	
0C1903010	ザサイプレスメルキュールホテル名古屋	DLFL	20190319	ZE10	PP1007	P716103	20190319	144605	
0C1903013	四電／西条1号共通直流電源装置	CMPL	20190422	ZE10	PP1115	P716104	20190422	160504	
0C1903014	四電／西条1号1号直流電源装置	CMPL	20190422	ZE10	PP1115	P716104	20190422	160528	
0C1903016	米子バイオマス	CMPL	20190322	ZE10	PP1115	P716103	20190322	153346	
0C1903018	新日鉄八幡製鉄所向け　bc100V電源	CMPL	20190322	ZE10	PP1115	P716103	20190322	153306	
0C1903019	東海北陸自動車道	CMPL	20190322	ZE10	PP1115	P716103	20190322	153321	
0C1903022	北芝電機直流電源装置	CMPL	20190328	ZE10	PP1007	P716103	20190328	134113	
0C1903024	【P66F】NTT-F向けHVDC蓄電池盤	CMPL	20190328	ZE10	PP1007	P716103	20190328	134225	
0C1903025	都内某市立病院　新1番館B1階電気室/新1番館R階電気室	CMPL	20190328	ZE10	PP1007	P716103	20190328	134245	
0C1904001	東電PG神奈川建設センター～東扇島変電所	CMPL	20190402	ZE10	PP1115	P716103	20190402	140413	
0C1904002	大阪市・八尾市・松原市環境施設組合	CMPL	20190402	ZE10	PP1115	P716103	20190402	140511	
0C1904003	北陸電力神一ダム	CMPL	20190402	ZE10	PP1115	P716103	20190402	140529	
0C1904004	福島県向けSBS	CMPL	20190403	ZE10	PP1007	P716103	20190403	172125	
0C1904005	因幡電機産業	CMPL	20190404	ZE10	PP1115	P716103	20190404	153218	
0C1904006	因幡電機産業	CMPL	20190404	ZE10	PP1115	P716103	20190404	153231	
0C1904007	富山共同自家発電	CMPL	20190404	ZE10	PP1115	P716103	20190404	153249	
0C1904008	東電PG北部建設センター～協和変電所MSE化改造	CMPL	20190408	ZE10	PP1115	P716103	20190408	161018	
0C1904012	淀川製鋼所	CMPL	20190415	ZE10	PP1115	P716103	20190415	155258	
0C1904014	ホクシン(株)大阪	CMPL	20190415	ZE10	PP1115	P716103	20190415	155338	
0C1904015	大王製紙㈱可児工場	CMPL	20190419	ZE10	PP1115	P716103	20190419	114800	
0C1904016	月桂冠大手蔵	CMPL	20190419	ZE10	PP1115	P716103	20190419	114822	
0C1904018	東京電力土肥変電所　MSE化改造	CMPL	20190419	ZE10	PP1115	P716103	20190419	114920	
0C1904019	(入札)蕨谷局外直流電源装置製造	DLFL	20190424	ZE10	PP1007	P716103	20190424	155101	
0C1904021	三井化学市原 SKS220-300MSE	CMPL	20190424	ZE10	PP1007	P716103	20190424	155137	
0C1904022	三井化学市原 SMS270-400MSE	CMPL	20190424	ZE10	PP1007	P716103	20190424	155200	
0C1904023	東電PG東京建設センター～南青山変電所	CMPL	20190424	ZE10	PP1007	P716103	20190424	155222	
0C1904024	東電PG東京建設センター～麻布変電所	CMPL	20190424	ZE10	PP1007	P716103	20190424	155241	
0C1904025	東電PG東京建設センター～西芝浦変電所	CMPL	20190424	ZE10	PP1007	P716103	20190424	155257	
0C1904026	東電PG東京建設センター～飯倉変電所	CMPL	20190424	ZE10	PP1007	P716103	20190424	155335	
0C1904027	東京ディズニーシー	CMPL	20190426	ZE10	PP1115	P716103	20190426	115652	
0C1904029	中部電力　武豊5号	CMPL	20190507	ZE10	PP1115	P716103	20190507	094029	
0C1904030	中部電力　武豊5号	CMPL	20190507	ZE10	PP1115	P716103	20190507	094048	
0C1904031	設計見積（機器）	CMPL	20190425	ZE10	PP1115	P716103	20190425	161633	
0C1904032	都立大塚病院	CMPL	20190507	ZE10	PP1115	P716103	20190507	101117	
0C1904033	都立大塚病院	CMPL	20190507	ZE10	PP1115	P716103	20190507	101142	
0C1905002	那智勝浦町SDS50-200MSP	CMPL	20190509	ZE10	PP1007	P716103	20190509	161650	
0C1905003	那智勝浦町SDS50-300MSP	CMPL	20190509	ZE10	PP1007	P716103	20190509	161729	
0C1905005	JFE福山2製鋼SKS30-100MSP	CMPL	20190509	ZE10	PP1007	P716103	20190509	161837	
0C1905006	三菱ケミカルSKS85-400HSE	DLFL	20190509	ZE10	PP1007	P716103	20190509	161900	
0C1905007	中部電力　武豊	DLFL	20190515	ZE10	PP1115	P716103	20190515	094627	
0C1905009	石狩新港バイオマス	CMPL	20190516	ZE10	PP1115	P716103	20190516	170646	
0C1905010	青森県某廃棄物処理施設	CMPL	20190516	ZE10	PP1115	P716103	20190516	170720	
0C1905011	府中市SNB整流器	DLFL	20190522	ZE10	PP1115	P716103	20190522	150257	
0C1905012	未定	DLFL	20190522	ZE10	PP1115	P716103	20190522	150318	
0C1905013	大王製紙㈱三島工場 14Z TMP1,2 直流電源装置購入	CMPL	20190522	ZE10	PP1115	P716103	20190522	150607	
0C1905014	中部電力　武豊	CMPL	20190521	ZE10	PP1115	P716104	20190521	085922	
0C1905015	中部電力　武豊	CMPL	20190521	ZE10	PP1115	P716104	20190521	085943	
0C1905016	中部電力　武豊	CMPL	20190521	ZE10	PP1115	P716104	20190521	090006	
0C1905017	チビQ試作機	CMPL	20190522	ZE10	PP1115	P716103	20190522	150621	
0C1905018	大王製紙㈱可児工場 特高 直流電源装置更新	DLFL	20190522	ZE10	PP1115	P716103	20190522	150647	
0C1905019	東電PG神奈川建設C～南横須賀変電所　仕様変更	DLFL	20190528	ZE10	PP1115	P716103	20190528	144501	
0C1905021	大阪産業大学（中央キャンパス）直流電源装置更新	CMPL	20190528	ZE10	PP1115	P716103	20190528	144517	
0C1905022	某所制御用直流電源	CMPL	20190528	ZE10	PP1115	P716103	20190528	144535	
0C1905023	東電HD柏崎・刈羽原発向け	DLFL	20190528	ZE10	PP1115	P716103	20190528	144551	
0C1905024	長崎市上下水道局	CMPL	20190528	ZE10	PP1115	P716103	20190528	144607	
0C1905025	JFE倉敷2成型炭	CMPL	20190528	ZE10	PP1115	P716103	20190528	144631	
0C1905027	高松自動車道善通寺IC	DLFL	20190530	ZE10	PP1115	P716103	20190530	131949	
