購買依頼,明細,購買ｸﾞﾙｰﾌﾟ,購買依頼者,品目コード,テキスト (短),追跡番号,品目ｸﾞﾙｰﾌﾟ,購買依頼数量,単位,依頼価格,通貨,標準原価,納入期日,固定仕入先,固定仕入先名称,希望仕入先,希望仕入先名称,勘定コード,原価センタ,受注番号,指図番号,WBS 要素,ネットワーク,受領者（理由）,メーカ名,図面番号,図面完成フラグ,図面改定記号,処理ステータス,自動発注,購買情報,購買発注,発注日付,入庫完了,指定納期,回答納期,材料費（設計予算）,加工費（設計予算）,登録者,削除,プラント固有ｽﾃｰﾀｽ,MRPﾀｲﾌﾟ,研究室／設計室,安全在庫,最小ﾛｯﾄｻｲｽﾞ,購買発注削除,備考,承認グループ,購買情報テキスト,見積書番号
0012720778,00010,,資材部,451Y91160,DD160KB160 X,,ZZF,1.000,PC,15.72,JPY,1571.525,20251114,,,,,,,,,00000000,,,,,,,,,,4502415607,20250724,,20251107,00000000,0,827,資材部,,,PD,L,0.000,0.000,,,,,
0010023376,00010,100,,ZSYURI02,HKD-15100AT30,,ZZZ,1.000,PC,1212.00,JPY,0.000,20090907,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0000000766,,00000000,,,,,,,,X,5300085404,4500091333,20091020,,20090907,00000000,0,0,SD1019,,U,ND,N,0.000,0.000,L,,,,
0010023468,00010,100,,ZSYURI02,STW201D,,ZZZ,1.000,PC,20.00,JPY,0.000,20090818,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0000000828,,00000000,,,,,,,,X,5300085404,4500091334,20091020,,20090818,00000000,0,0,SD1010,,U,ND,N,0.000,0.000,L,,,,
0010025365,00010,100,,ZSYURI02,STW200D,,ZZZ,1.000,PC,20.00,JPY,0.000,20090820,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0000001086,,00000000,,,,,,,,X,5300085404,4500091335,20091020,,20090820,00000000,0,0,SD1010,,U,ND,N,0.000,0.000,L,,,,
0010025366,00010,100,,ZSYURI02,STW190,,ZZZ,1.000,PC,20.00,JPY,0.000,20090820,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0000001089,,00000000,,,,,,,,X,5300085404,4500091336,20091020,,20090820,00000000,0,0,SD1010,,U,ND,N,0.000,0.000,L,,,,
0010027507,00010,100,,ZSYURI02,HKE-15300F RS485 ｼｭｳﾘ（FANｺｳｶﾝ),,ZZZ,1.000,PC,509.00,JPY,0.000,20090803,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0000001166,,00000000,,,,,,,,X,5300085404,4500091339,20091020,,20090803,00000000,0,0,SD1022,,U,ND,N,0.000,0.000,L,,,,
0010032291,00010,100,,ZSYURI02,UF1-2250,,ZZZ,1.000,PC,50.00,JPY,0.000,20090827,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0000001852,,00000000,,,,,,,,X,5300085404,4500091343,20091020,,20090827,00000000,0,0,SD1008,,U,ND,N,0.000,0.000,L,,,,
0010032431,00010,100,,ZSYURI02,UE1-2050ｼｭｳﾘ,,ZZZ,1.000,PC,360.00,JPY,0.000,20090826,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0000001884,,00000000,,,,,,,,X,5300085404,4500091345,20091020,,20090826,00000000,0,0,SD1008,,U,ND,N,0.000,0.000,L,,,,
0010045334,00010,100,,ZSYURI02,HKD-810FUCL異常修理,,ZZZ,8.000,PC,500.00,JPY,0.000,20090819,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0000002894,,00000000,,,,,,,,X,5300085404,4500091351,20091020,,20090819,00000000,0,0,SD1015,,U,ND,N,0.000,0.000,L,,,,
0010046889,00010,100,,ZSYUCYOU02,ﾃﾞﾝﾁｬｸﾃﾞﾝｹﾞﾝｶｲｿﾞｳ,,ZZZ,1.000,PC,0.00,JPY,0.000,20090824,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0005004195,,00000000,,,,,,,,X,5300085405,4500091361,20091020,,20090824,00000000,0,0,SD1035,,U,ND,N,0.000,0.000,L,,,,
0010054339,00010,100,,ZSYURI02,UF1-2350ｼｭｳﾘ,,ZZZ,1.000,PC,100.00,JPY,0.000,20090902,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0000004171,,00000000,,,,,,,,X,5300085404,4500091374,20091020,,20090902,00000000,0,0,SD1008,,U,ND,N,0.000,0.000,L,,,,
0010054342,00010,100,,ZSYURI02,UF1-2250ｼｭｳﾘ,,ZZZ,1.000,PC,100.00,JPY,0.000,20090902,S00634,（株）三社エンジニアリングサービス,,,0000650302,,0000004176,,00000000,,,,,,,,X,5300085404,4500091375,20091020,,20090902,00000000,0,0,SD1008,,U,ND,N,0.000,0.000,L,,,,
0010285927,00001,101,,52100020300,AWG22 UL1007 ｸﾛ 0.33# ｸﾛ*,TJF7106,52,610.000,M,0.06,JPY,11.800,20100628,S00741,志村商事（株）,,,0000416500,0000716030,,,00000000,,Z,ﾄｳﾆﾁKC,,0,,,X,5300004177,4500282203,20100624,,20100628,20100625,7,0,PP1058,,,PD,L,1000.000,610.000,L,ｼｶﾞﾊｰﾈｽHIRAIﾚﾝﾗｸｽﾞﾐ,,,
0010291520,00010,101,資材部,ECA310800,ﾀﾞﾝﾈﾂｻﾞｲﾄﾘﾂｹ,,EE,10000000.000,PC,4.50,JPY,470.000,20100611,S00612,サンコーインダストリー（株）,,,,,,,00000000,,,ｻﾝｲﾝﾀﾞ,ECA310800,1,,承認完了,X,5300013191,4500288007,20100705,,20100611,00000000,495,0,資材部,,,PD,L,0.000,200.000,L,,G1,,
0010433060,00001,101,NAKAJIMA,68008005201,ﾒｯｷ ﾆｯｹﾙﾒｯｷ ROHSﾀｲｵｳﾋﾝ,TQG0504,68,68.000,KG,4.00,JPY,160.000,20110308,S00743,清水長金属工業（株）,S00743,清水長金属工業（株）,0000416500,0000716070,,,00000000,,Z,ｼﾐｽﾞﾁﾖ,,0,,承認完了,X,5300054547,4500459261,20110428,,20110308,00000000,132,0,PP1051,,,ND,N,0.000,0.000,L,NAKAJIMA TQG0504,G4,,
0010436493,00001,101,NAKAJIMA,68008005201,ﾒｯｷ ﾆｯｹﾙﾒｯｷ ROHSﾀｲｵｳﾋﾝ,TQG0510,68,17.000,KG,4.00,JPY,160.000,20110308,S00743,清水長金属工業（株）,S00743,清水長金属工業（株）,0000416500,0000716070,,,00000000,,Z,ｼﾐｽﾞﾁﾖ,,0,,,X,5300054547,4500459265,20110428,,20110308,00000000,132,0,PP1051,,,ND,N,0.000,0.000,L,NAKAJIMA TQG0510,,,
0010436494,00001,101,NAKAJIMA,68008005201,ﾒｯｷ ﾆｯｹﾙﾒｯｷ ROHSﾀｲｵｳﾋﾝ,TQG0511,68,17.000,KG,4.00,JPY,160.000,20110308,S00743,清水長金属工業（株）,S00743,清水長金属工業（株）,0000416500,0000716070,,,00000000,,Z,ｼﾐｽﾞﾁﾖ,,0,,,X,5300054547,4500459266,20110428,,20110308,00000000,132,0,PP1051,,,ND,N,0.000,0.000,L,NAKAJIMA TQG0511,,,
0011191544,00001,101,NAKAJIMA,620240129,ｺｳﾊﾝ1219X2438 3.2T SPCC,TQT0782,62,1987.000,KG,0.96,JPY,159.000,20120404,S00366,魚住鉄鋼（株）,S00366,魚住鉄鋼（株）,0000705114,0000716070,,,00000000,,Z,ｳｵｽﾞﾐT,,0,,承認完了,X,5300037919,4500869024,20120404,,20120404,20120404,106,0,PP1051,,,ND,L,0.000,0.000,L,NAKAJIMA TQT0782,G4,,
0012368094,00010,101,資材部,012170390,S1D1B0006    ｹｰｽ SQD50BB,,01,2000.000,PC,0.05,JPY,7.100,20210712,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,S1D1B0006,1,C,,X,,4502071536,20210817,,20210712,00000000,5,0,資材部,,,PD,L,0.000,0.000,L,,,,
0012708634,00010,101,資材部,012170440,S1D1A0070    ｹｰｽ PK-G ﾀﾌﾞ,,01-222,4200.000,PC,0.48,JPY,47.580,20250905,S01687,サニーオーシャンジャパン（株）,,,,,,,00000000,,,,S1D1A0070,1,I,,X,,4502402865,20250524,,20250905,00000000,42,0,資材部,,,PD,L,1500.000,0.000,,,,,
0012709911,00010,101,資材部,012171526,S1D1B1076 PWB200AAﾃﾝﾊﾞﾝ,,01-239,2340.000,PC,0.72,JPY,72.300,20250909,S01687,サニーオーシャンジャパン（株）,,,,,,,00000000,,,,S1D1B1076,1,B,,X,,4502404037,20250529,,20250909,00000000,63,0,資材部,,,PD,L,0.000,2340.000,,,,,
0012711360,00010,101,資材部,012170770,S1D1B0069    ｹｰｽ PK-F-01,,01-222,2295.000,PC,0.94,JPY,93.910,20250804,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,S1D1B0069,1,L,,X,,4502405793,20250606,,20250804,00000000,31,0,資材部,,,PD,L,0.000,2295.000,,,,,
0012711705,00010,101,資材部,012171298,S1D1C0060F   ｹｰｽ DF100AA,,01-222,6080.000,PC,0.49,JPY,48.890,20250919,S01687,サニーオーシャンジャパン（株）,,,,,,,00000000,,,ﾌﾟﾛﾆｸｽ,,0,,,X,,4502406132,20250607,,20250919,00000000,42,0,資材部,,,PD,L,6000.000,6080.000,,,,,
0012714223,00010,101,資材部,012170880,G320088H01   ｹｰｽ SR30-01,,01-222,934.000,PC,0.45,JPY,44.720,20250818,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,,0,,,X,,4502408649,20250620,,20250818,00000000,36,0,資材部,,,PD,L,0.000,0.000,,,,,
0012714233,00010,101,資材部,012170770,S1D1B0069    ｹｰｽ PK-F-01,,01-222,2295.000,PC,0.94,JPY,93.910,20250818,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,S1D1B0069,1,L,,X,,4502408652,20250620,,20250818,00000000,31,0,資材部,,,PD,L,0.000,2295.000,,,,,
0012714665,00010,101,資材部,012171276,S1D1B0296C   ｹｰｽ SR30MA,,01-222,504.000,PC,0.66,JPY,66.410,20250820,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,,0,,,X,,4502409187,20250624,,20250820,00000000,54,0,資材部,,,PD,L,0.000,504.000,,,,,
0012714684,00010,101,資材部,012171343,S1D1B0559E   ｹｰｽ SBA500A,,01-222,560.000,PC,3.70,JPY,369.670,20250820,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,,0,,,X,,4502409194,20250624,,20250820,00000000,170,0,資材部,,,PD,L,0.000,560.000,,,,,
0012714688,00010,101,資材部,012170770,S1D1B0069    ｹｰｽ PK-F-01,,01-222,2295.000,PC,0.94,JPY,93.910,20250820,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,S1D1B0069,1,L,,X,,4502409195,20250624,,20250820,00000000,31,0,資材部,,,PD,L,0.000,2295.000,,,,,
0012715664,00010,101,資材部,012171512,S1D1A2952 PWB ﾀﾌﾞﾀﾝｼﾀﾞｲ,,01-234,4200.000,PC,0.37,JPY,36.790,20251009,S01687,サニーオーシャンジャパン（株）,,,,,,,00000000,,,,S1D1A2952,1,D,,X,,4502410152,20250627,,20251009,00000000,37,0,資材部,,,PD,L,1500.000,0.000,,,,,
0012715942,00010,101,資材部,012171484,S1D1B0962DｹｰｽRM-TCG381691,,01-222,280.000,PC,0.80,JPY,80.000,20250827,S01708,明誠技工（株）,,,,,,,00000000,,,,,,,,X,,4502410490,20250701,,20250822,00000000,54,0,資材部,,,PD,L,0.000,280.000,,,,,
0012716067,00010,101,資材部,012170460,S1D1A0067    ｹｰｽ PK-G02,,01-222,4550.000,PC,0.34,JPY,33.620,20250829,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,,0,,,X,,4502410589,20250702,,20250822,00000000,20,0,資材部,,,PD,L,0.000,4550.000,,,,,
0012716454,00010,101,資材部,012170770,S1D1B0069    ｹｰｽ PK-F-01,,01-222,2295.000,PC,0.94,JPY,93.910,20250820,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,S1D1B0069,1,L,,X,,4502411070,20250703,,20250820,00000000,31,0,資材部,,,PD,L,0.000,2295.000,,,,,
0012716772,00010,101,資材部,012170770,S1D1B0069    ｹｰｽ PK-F-01,,01-222,2295.000,PC,0.94,JPY,93.910,20250901,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,S1D1B0069,1,L,,X,,4502411406,20250704,,20250822,00000000,31,0,資材部,,,PD,L,0.000,2295.000,,,,,
0012717802,00010,101,資材部,D00B0046801,FRS400 天板,,01-239,207.000,PC,1.01,JPY,100.720,20250902,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,D00B0046801,0,,,X,,4502412504,20250709,,20250902,00000000,0,0,資材部,,,PD,L,0.000,207.000,,,,,
0012717819,00010,101,資材部,012171298,S1D1C0060F   ｹｰｽ DF100AA,,01-222,6080.000,PC,0.49,JPY,48.890,20251020,S01687,サニーオーシャンジャパン（株）,,,,,,,00000000,,,ﾌﾟﾛﾆｸｽ,,0,,,X,,4502412501,20250709,,20251020,00000000,42,0,資材部,,,PD,L,6000.000,6080.000,,,,,
0012717847,00010,101,資材部,012170770,S1D1B0069    ｹｰｽ PK-F-01,,01-222,2295.000,PC,0.94,JPY,93.910,20250905,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,S1D1B0069,1,L,,X,,4502412510,20250709,,20250905,00000000,31,0,資材部,,,PD,L,0.000,2295.000,,,,,
0012718775,00010,101,資材部,012171519,S1D1B0994C DF75/100ACｹｰｽ,,01-222,272.000,PC,1.44,JPY,144.040,20250807,S01708,明誠技工（株）,,,,,,,00000000,,,,,1,D,,X,,4502413502,20250712,,20250807,00000000,76,0,資材部,,,PD,L,0.000,272.000,,,,,
0012719180,00010,101,資材部,012171526,S1D1B1076 PWB200AAﾃﾝﾊﾞﾝ,,01-239,2340.000,PC,0.72,JPY,72.300,20251029,S01687,サニーオーシャンジャパン（株）,,,,,,,00000000,,,,S1D1B1076,1,B,,X,,4502413943,20250716,,20251024,00000000,63,0,資材部,,,PD,L,0.000,2340.000,,,,,
0012721256,00010,101,資材部,012171298,S1D1C0060F   ｹｰｽ DF100AA,,01-222,6080.000,PC,0.49,JPY,48.890,20251031,S01687,サニーオーシャンジャパン（株）,,,,,,,00000000,,,ﾌﾟﾛﾆｸｽ,,0,,,X,,4502415939,20250725,,20251024,00000000,42,0,資材部,,,PD,L,6000.000,6080.000,,,,,
0012721697,00010,101,資材部,012171298,S1D1C0060F   ｹｰｽ DF100AA,,01-222,6080.000,PC,0.49,JPY,48.890,20251031,S01687,サニーオーシャンジャパン（株）,,,,,,,00000000,,,ﾌﾟﾛﾆｸｽ,,0,,,X,,4502416350,20250726,,20251024,00000000,42,0,資材部,,,PD,L,6000.000,6080.000,,,,,
0012722285,00010,101,資材部,012143062,S1D1A1492   ﾀﾝｼ DD200KB3,,01-216,5000.000,PC,0.53,JPY,53.250,20250905,S01364,平和金属工業（株）,,,,,,,00000000,,,ﾍｲﾜMKG,S1D1A1492,1,C,,X,,4502416964,20250730,,20250905,00000000,34,0,資材部,,,PD,L,0.000,5000.000,,,,,
0012723250,00010,101,資材部,012171484,S1D1B0962DｹｰｽRM-TCG381691,,01-222,280.000,PC,0.80,JPY,80.000,20251001,S01708,明誠技工（株）,,,,,,,00000000,,,,,,,,X,,4502418048,20250805,,20250919,00000000,54,0,資材部,,,PD,L,0.000,280.000,,,,,
0012723251,00010,101,資材部,012171485,S1D1B0963AﾌﾀRM50TCG381692,,01-239,700.000,PC,0.55,JPY,54.730,20251001,S01708,明誠技工（株）,,,,,,,00000000,,,,,,,,X,,4502418049,20250805,,20250919,00000000,46,0,資材部,,,PD,L,0.000,700.000,,,,,
0012723555,00010,101,資材部,012170460,S1D1A0067    ｹｰｽ PK-G02,,01-222,4550.000,PC,0.34,JPY,33.620,20251006,S01708,明誠技工（株）,,,,,,,00000000,,,ﾒｲｾｲGK,,0,,,X,,4502418384,20250806,,20251006,00000000,20,0,資材部,,,PD,L,0.000,4550.000,,,,,
0010003931,00010,102,資材部,40296023100,ERJ14YJ270H 0.25W 27ｵｰﾑ *,,40,4000.000,PC,0.01,JPY,1.360,20090731,S01255,パナソニック（株）ＡＩＳ　回路部品事業部,,,,,,,00000000,,,ﾊﾟﾅｿﾆｸ,,0,,,X,5300053530,4500022449,20090710,,20090731,99990101,1,0,資材部,,,PD,L,0.000,4000.000,L,,,,
0010055736,00010,102,資材部,47954005000,FT3SH C24C ﾌｧｲﾝﾒｯﾄｺｱ ROHSﾀｲｵｳﾋﾝ,,47,70.000,PC,3.65,JPY,365.000,20090827,S00371,ウメトク（株）,,,,,,,00000000,,,Nﾌｴﾗｲﾄ,,0,,,,5300077284,4500053545,20090902,,20090827,99990101,410,0,資材部,,E,PD,L,0.000,10000000.000,L,,,,
0010094801,00010,102,資材部,52101137001,CUﾌﾞｽﾊﾞｰ 3×40×5000,,ZZZ,106.600,KG,8.30,JPY,1778.000,20091027,S00371,ウメトク（株）,,,,,,,00000000,,,FREE,,0,,,X,5300098250,4500109487,20091107,,20091027,00000000,640,190,資材部,,,PD,L,0.000,0.000,L,,,,
0010134468,00010,102,,44500121000,S1NB60-7101 2ｿｳﾌﾞﾘｯｼﾞ IF 1.0A VRRM 600V,,44,2200.000,PC,0.19,JPY,22.400,20100126,S00101,モリ電子工業（株）,,,,,,,00000000,,,ｼﾝﾃﾞﾝｹ,D1A778900,1,,,X,5300074933,4500128428,20091202,,20100126,00000000,21,0,MM1009,,,PD,L,490.000,490.000,L,,,,
0010000077,00010,103,資材部,30471009100,AH164ZTRE3 LED 24V LEDｱｶ ROHSﾀｲｵｳﾋﾝ,,30,10.000,PC,4.75,JPY,565.000,20090713,S00086,宝永電機（株）,,,,,,,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300041203,4500002620,20090702,,20090713,20090708,523,0,資材部,,,PD,L,10.000,10.000,L,,,,
0010064608,00010,103,資材部,52101129500,CUﾌﾞｽﾊﾞｰ1.0T 1000X2000 MM ROHSﾀｲｵｳﾋﾝ,,52,178.000,KG,8.03,JPY,2235.000,20090909,S00364,内山産業（株）,,,,,,,00000000,,,ｳﾁﾔﾏSG,,0,,,,5300004649,4500071853,20090926,,20090909,00000000,1612,0,資材部,,,PD,N,0.000,0.000,L,,,,
0010157435,00001,103,,68008005200,ﾒｯｷ ｽｽﾞﾒｯｷ ROHSﾀｲｵｳﾋﾝ,TQG0883,68,412.000,KG,1.50,JPY,190.000,20091225,S00743,清水長金属工業（株）,,,0000416500,0000716070,,,00000000,,Z,Oﾃﾞﾝｿｳ,,0,,承認完了,X,5300054545,4500207341,20100311,,20091225,00000000,150,0,PP1051,,,PD,N,0.000,0.000,L,NAKAJIMA TQG0883,G4,,
0010437759,00010,103,資材部,52101919500,CUﾌﾞｽﾊﾞｰ0.8T 1000X2000,,ZZZ,28.500,KG,12.00,JPY,1735.000,20110304,S00364,内山産業（株）,,,,,,,00000000,,,ｳﾁﾔﾏSG,,0,,,,5300101334,4500437914,20110324,,20110304,00000000,1200,0,資材部,,,PD,L,0.000,0.000,L,,,,
0011635746,00010,103,資材部,42605485900,E62.Q16-483L30 AC530V 3ｿｳ 50H*,,ZZZ,51.000,PC,131.50,JPY,13150.000,20150521,S01718,（株）英知コーポレーション,,,,,,,00000000,,,ELECTR,,0,,,,5300137180,4501309531,20150521,,20150521,00000000,11000,0,資材部,,Z,PD,L,0.000,10000000.000,L,,,,
0011749776,00010,103,資材部,52101138001,ALﾌﾞｽﾊﾞｰ　10×75×5000,,ZZZ,304.800,KG,8.65,JPY,1285.000,20160212,S01078,日軽産業（株）,,,,,,,00000000,,,FREE,,0,,,,5300098651,4501403541,20160216,,20160218,00000000,880,0,資材部,,,PD,N,0.000,0.000,L,,,,
0012679462,00010,103,,52031113202,"VCT 3.5# X  3C ｼﾛ,ｸﾛ,ﾐﾄﾞ*",,52,36.000,M,6.78,JPY,678.000,20250901,S00085,光昭（株）,S00085,光昭（株）,0000705114,,,000010132278,00000000,,,ｺｳﾃﾞﾝ,,0,,,X,5300002490,4502372827,20241212,,20250825,20250822,447,0,PP1145,,,PD,N,0.000,40.000,,,,,
0012700206,00010,103,資材部,42999011700,ECG2WBL562ME170B ﾃﾞﾝｶｲ DC450V*,,ZZZ,60.000,PC,39.73,JPY,3973.000,20250822,S01818,江海ジャパン（株）,,,,,,,00000000,,,ｼﾞｬﾝﾊｲ,,0,,,X,,4502394249,20250408,,20250822,00000000,2492,0,資材部,,,PD,L,70.000,60.000,,,,,
0012700209,00010,103,資材部,44501007200,ERB91-02V1 IF   1A VRRM200V ﾃ*,,44,10000000.000,PC,0.08,JPY,7.600,20250930,S00086,宝永電機（株）,,,,,,,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,未承認　,,,,00000000,,00000000,00000000,8,0,資材部,,J,PD,L,0.000,10000000.000,,,G1,,
0012700261,00010,103,資材部,42901024800,UVZ1H2R2MDD1TA ｺﾝﾃﾞﾝｻ DC  50V*,,42,10000000.000,PC,0.02,JPY,1.910,20250718,S01071,ニチコン（株）西日本支店,,,,,,,00000000,,,ﾆﾁｺﾝ,,0,,未承認　,,,,00000000,,00000000,00000000,2,0,資材部,,J,PD,L,500.000,10000000.000,,,G1,,
0012700563,00010,103,,25323000900,BW32AAG-3P030 3P500V 32AF30AT*,,ZZZ,1.000,PC,13.00,JPY,1300.000,20250901,S00086,宝永電機（株）,S00086,宝永電機（株）,0000705114,,,,00000000,000040163809,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300114675,4502394434,20250409,,20251121,20251121,1200,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012700564,00010,103,,25327016100,BW250JAG-3P225VJA . . .,,ZZZ,1.000,PC,159.00,JPY,15900.000,20250901,S00086,宝永電機（株）,S00086,宝永電機（株）,0000705114,,,,00000000,000040163809,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300127025,4502394435,20250409,,20251121,20251121,11000,0,SISSYS,,,PD,N,0.000,1.000,,,,,
0012700565,00010,103,,31912169200,CR6L150S 150A AC600V DC735V ｼ*,,ZZZ,3.000,PC,15.10,JPY,1510.000,20250901,S00086,宝永電機（株）,S00086,宝永電機（株）,0000705114,,,,00000000,000040163809,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300228253,4502394436,20250409,,20251121,20251121,1500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012700687,00010,103,資材部,26061000300,M11 1P,,MAIN,1000.000,PC,0.28,JPY,28.000,20250825,S00086,宝永電機（株）,,,,,,,00000000,,,ﾓﾘﾏﾂ,,0,,,X,,4502394443,20250409,,20250825,20250825,16,0,資材部,,,PD,L,1000.000,1000.000,,,,,
0012700690,00010,103,資材部,31002114700,AFA30X,,31,50.000,PC,5.85,JPY,585.000,20250822,S00086,宝永電機（株）,,,,,,,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,,4502394444,20250409,,20250822,20250822,517,0,資材部,,,PD,L,24.000,50.000,,,,,
0012700716,00010,103,資材部,42901032500,LGU2W221MELB ｼﾞﾘﾂｶﾞﾀ DC 450V *,,42,200.000,PC,2.03,JPY,202.700,20250820,S01071,ニチコン（株）西日本支店,,,,,,,00000000,,,ﾆﾁｺﾝ,,0,,,X,,4502394625,20250409,,20250820,20250820,174,0,資材部,,,PD,L,400.000,200.000,,,,,
0012700899,00010,103,資材部,42604001800,FX22W682Y ﾃﾞﾝｶｲ DC 450V 6*D0A*,,42,60.000,PC,51.60,JPY,5160.000,20250910,S01907,エーアイシーテック（株）,,,,,,,00000000,,,AICﾃｯｸ,D1A532000,1,,,X,,4502394890,20250410,,20250910,20250910,5445,0,資材部,,,PD,L,40.000,60.000,,,,,
0012700906,00010,103,資材部,24125042900,SCN2S ﾂｳﾃﾞﾝ 80A ｼﾕｾﾂﾃﾝ3A ｺｲﾙA*,,24,10.000,PC,20.10,JPY,2010.000,20250829,S00086,宝永電機（株）,,,,,,,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,X,,4502394807,20250410,,20250825,20250825,2013,0,資材部,,,PD,N,0.000,0.000,,,,,
0012701262,00010,103,,10701098000,A5112-15 4ｹﾀ AC100-240V ｵｰﾌﾟﾝ*,,10,1.000,PC,230.70,JPY,23070.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ｱｻﾋｹｲｷ,,0,,,,5300008283,4502395203,20250412,,20251027,00000000,12760,0,SISSYS,,,PD,N,0.000,0.000,L,,,,
0012701270,00010,103,,20562006900,PSAPB11B,,20,1.000,PC,3.65,JPY,365.000,20251031,S01307,不二電機工業（株）,,,0000705114,,,,00000000,000040163822,,ﾌﾆ   D,,0,,,X,5300015121,4502395327,20250412,,20251027,20251024,402,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701271,00010,103,,20562238500,PSAPO11B 600V 10A ｾｯﾃﾝ1A1B ﾋﾗ*,,ZZZ,1.000,PC,4.02,JPY,402.000,20251031,S01307,不二電機工業（株）,,,0000705114,,,,00000000,000040163822,,ﾌﾆ   D,,0,,,X,5300235405,4502395328,20250412,,20251027,20251027,402,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701273,00010,103,,24124115210,SW03 ﾃｲｶｸAC600V ﾂｳﾃﾞﾝ 20A ｼﾕｾ*,,24,2.000,PC,9.50,JPY,950.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300017297,4502395204,20250412,,20251027,20251027,946,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701274,00010,103,,24125123700,SC03 AC600V ﾂｳﾃﾞﾝ 20A 3A AC20*,,ZZZ,2.000,PC,5.40,JPY,540.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300102930,4502395205,20250412,,20251027,20251027,509,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701275,00010,103,,24127129400,TR0NH 2P 0.95-1.45 ｼｭﾄﾞｳﾌﾂｷ,,24,2.000,PC,11.90,JPY,1190.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300018292,4502395206,20250412,,20251027,20251027,1132,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701276,00010,103,,25305655500,BW32SAG-3P02018A 3P-690V 3ｿｳ3*,,ZZZ,1.000,PC,35.70,JPY,3570.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300110764,4502395207,20250412,,20251027,20251027,3500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701277,00010,103,,25305659200,BW32SAG-2P015 2P-690V 1ｿｳ2W 3*,,ZZZ,1.000,PC,10.60,JPY,1060.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300113407,4502395208,20250412,,20251027,20251027,2864,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012701278,00010,103,,25305663500,BW32SAG-3P01018A 3P-690V 3ｿｳ3*,,ZZZ,1.000,PC,35.70,JPY,3570.000,20251031,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040163822,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300126232,4502395209,20250412,,20251027,20251027,3500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
