購買依頼,明細,購買ｸﾞﾙｰﾌﾟ,購買依頼者,品目コード,テキスト (短),追跡番号,品目ｸﾞﾙｰﾌﾟ,購買依頼数量,単位,依頼価格,通貨,標準原価,納入期日,固定仕入先,固定仕入先名称,希望仕入先,希望仕入先名称,勘定コード,原価センタ,受注番号,指図番号,WBS 要素,ネットワーク,受領者（理由）,メーカ名,図面番号,図面完成フラグ,図面改定記号,処理ステータス,自動発注,購買情報,購買発注,発注日付,入庫完了,指定納期,回答納期,材料費（設計予算）,加工費（設計予算）,登録者,削除,プラント固有ｽﾃｰﾀｽ,MRPﾀｲﾌﾟ,研究室／設計室,安全在庫,最小ﾛｯﾄｻｲｽﾞ,購買発注削除,備考,承認グループ,購買情報テキスト,見積書番号
0012673906,00010,109,,10802153800,W5VS44YR/K IN:DC0-10V OUT:DC*,,ZZZ,2.000,PC,61.50,JPY,7800.000,20260902,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040161067,,ｴﾑｼｽﾃﾑ,,0,,,X,5300147396,4502366778,20241114,,20260902,20260903,4800,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012673907,00010,109,,24125046800,SC-N2 ﾂｳﾃﾞﾝ 60A ｼﾕｾﾂﾃﾝ3A ｺｲﾙA*,,24,2.000,PC,18.00,JPY,1800.000,20260902,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040161067,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300017890,4502366706,20241114,,20260902,20260902,1804,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012673908,00010,109,,25323002000,BW32AAG-2P015 2P AC500V 32AF1*,,ZZZ,2.000,PC,8.10,JPY,915.000,20260902,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040161067,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300117358,4502366707,20241114,,20260902,20260902,2864,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012673914,00010,109,,58011003800,AB4001-C,,ZZZ,2.000,PC,395.00,JPY,39500.000,20260902,S00665,サンワテクノス（株）大阪支店,,,0000705114,,,,00000000,000040161067,,FREE,,0,,,X,5300159545,4502366804,20241114,,20260902,20260902,0,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012673915,00010,109,,63300120900,SW1805 1ｿｳ50/60HZ P100V S18V /18V ﾀｲｱﾂ1.,,63,2.000,PC,20.80,JPY,2080.000,20260902,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040161067,,ｱｲﾊﾗ D,,0,,,X,5300040747,4502366779,20241114,,20260902,00000000,1050,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012673916,00010,109,,63300125800,SD181B 1ｿｳ50/60HZ P200V /220V S12-20V ﾀｲ,,63,2.000,PC,22.60,JPY,2260.000,20260902,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040161067,,ｱｲﾊﾗ D,,0,,,X,5300040804,4502366780,20241114,,20260902,00000000,1139,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012677716,00010,109,MM1028,24124126201,SW-N5/3H ﾃｲｶｸ600V ﾂｳﾃﾞﾝ150A ｺ*,,24,10.000,PC,85.50,JPY,9660.000,20250829,S00086,宝永電機（株）,,,,,,,00000000,,,ﾌｼﾞﾃﾝｷ,,0,,,,,4502371327,20241204,,20250825,20250825,8547,0,MM1028,,,PD,L,0.000,4.000,,,,,
0012677749,00010,109,MM1028,23040011500,H3CR-A300 DC 24V ｹﾞﾝｼﾞ2C ｼﾕﾝｼﾞ0 ﾋﾖｳﾒﾝﾄﾘﾂ,,23,2.000,PC,26.50,JPY,2650.000,20250131,S01561,明治電機工業（株）大阪（営）,,,,,,,00000000,,,ｵﾑﾛﾝ,,0,,,,,4502371195,20241203,,20250204,00000000,2920,0,MM1028,,,PD,N,0.000,10000000.000,L,,,,
0012677941,00010,109,資材部,44501301400,FR107G 1.0A VRRM1000V 2.7*D0A*,,MAIN,3000.000,PC,0.04,JPY,3.700,20251014,S00835,（株）立花エレテック,,,,,,,00000000,,,GODARK,,0,,,X,,4502371393,20241204,,20251014,20251014,4,0,資材部,,N,PD,L,3000.000,3000.000,,,,,
0012679552,00010,109,,26396021800,WCF53014B ｺﾝｾﾝﾄ 250V 15A 2P ﾀ*,,26,9.000,PC,3.10,JPY,310.000,20250901,,,,,0000705114,,,000010132278,00000000,,,ﾊﾟﾅD,,0,,,X,,4502372707,20241211,,20250826,20250826,264,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012679553,00010,109,,258001125,HBﾌﾞﾚｰｶ 20AT 2P2E BS2022,,25,9.000,PC,8.30,JPY,830.000,20250902,,,,,0000705114,,,000010132278,00000000,,,ﾊﾟﾅD,,0,,,X,,4502372710,20241211,,20250826,20250826,513,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012679554,00010,109,,26022112100,WF5320 ｷﾔﾂﾌﾟ 250V 20A P ﾀｲｱﾂV*,,26,9.000,PC,2.80,JPY,280.000,20250901,,,,,0000705114,,,000010132278,00000000,,,ﾊﾟﾅD,,0,,,X,,4502372713,20241211,,20250826,20250826,233,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012679555,00010,109,,34833005200,3PA119M5-3 ｺｲﾙDC24V ｴｱｰ 7.1KG*,,34,36.000,PC,27.60,JPY,3000.000,20250901,,,,,0000705114,,,000010132278,00000000,,,C.K.D,,0,,,X,,4502372703,20241211,,20250825,20250825,3036,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012680344,00010,109,,10802192400,W5VS-544-M IN:0-5V OUT1:MAX10*,,ZZZ,2.000,PC,58.20,JPY,7140.000,20250905,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159829,,ｴﾑｼｽﾃﾑ,,0,,,X,5300225965,4502374025,20241213,,20250905,20250905,4500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680345,00010,109,,10802192800,KFS-44-B IN:DC0-10V OUT:MAX10*,,ZZZ,2.000,PC,198.00,JPY,19800.000,20250905,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159829,,ｴﾑｼｽﾃﾑ,,0,,,X,5300226832,4502374026,20241213,,20250905,20250905,15500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680346,00010,109,,10802192900,W5VS-04YM IN:DC0-5.67V OUT:DC*,,ZZZ,2.000,PC,61.50,JPY,7800.000,20250905,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159829,,ｴﾑｼｽﾃﾑ,,0,,,X,5300226843,4502374027,20241213,,20250905,20250905,5600,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680347,00010,109,,20403337900,AR22F0R11Y 600V 10A ｾﾂﾃﾝ1A1B *,,20,2.000,PC,5.60,JPY,630.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300014322,4502373890,20241213,,20250905,20250905,583,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680348,00010,109,,24125004801,SC03,,ZZZ,2.000,PC,5.40,JPY,540.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300126815,4502373891,20241213,,20250905,20250905,1130,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680349,00010,109,,24127213100,TR0NH/A 2P 0.64-0.96A ｼﾞﾄﾞｳﾌﾂｷ,,ZZZ,10.000,PC,11.90,JPY,1190.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300226616,4502373892,20241213,,20250905,20250905,1200,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680350,00010,109,,25303841500,BW400EAT-3P400WKA 3P-AC690V 4*,,ZZZ,2.000,PC,237.20,JPY,26800.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300116450,4502373893,20241213,,20250905,20250905,24750,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680351,00010,109,,25314113300,BW32SAG-2P005,,ZZZ,2.000,PC,9.40,JPY,1060.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300108296,4502373894,20241213,,20250905,20250905,1000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680352,00010,109,,25314115300,BW50SAG-2P010 2PAC690V ｿｳ*,,ZZZ,2.000,PC,17.20,JPY,1940.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300114664,4502373895,20241213,,20250905,20250905,2423,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680353,00010,109,,25318846400,BW9BTHA-L3 ﾄｳﾒｲ,,ZZZ,2.000,PC,26.00,JPY,2940.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300110793,4502373896,20241213,,20250905,20250905,2255,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680354,00010,109,,26092010100,BN300BW3 3P 600V 310A ﾀｲｱﾂ250*,,26,2.000,PC,17.80,JPY,2150.000,20250905,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159829,,IDEC,,0,,,X,5300033593,4502374028,20241213,,20250905,20250905,2079,0,SISSYS,,,PD,N,0.000,1.000,,,,,
0012680355,00010,109,,30471022300,AH164ZTWH3 LED AC110V LEDｼﾛ ﾄ*,,ZZZ,2.000,PC,12.80,JPY,1450.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300112001,4502373897,20241213,,20250905,20250905,1337,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680356,00010,109,,30471025800,AH164ZTRH3 LED AC110V LEDｱｶ ﾄ*,,ZZZ,4.000,PC,12.80,JPY,1450.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300112002,4502373898,20241213,,20250905,20250905,1337,0,SISSYS,,@,PD,N,0.000,0.000,,,,,
0012680357,00010,109,,30471632100,AH164ZTRB3 LED 12V LEDｱｶ,,ZZZ,2.000,PC,5.00,JPY,565.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300189643,4502373899,20241213,,20250905,20250905,523,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680358,00010,109,,30471632200,AH164ZTWB3 LED 12V LEDｼﾛ,,ZZZ,2.000,PC,5.00,JPY,565.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300189644,4502373900,20241213,,20250905,20250905,523,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680359,00010,109,,30471632300,AH164ZTGB3 LED 12V LEDﾐﾄﾞﾘ,,ZZZ,2.000,PC,5.00,JPY,565.000,20250905,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159829,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300189645,4502373901,20241213,,20250905,20250905,523,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680374,00010,109,,63300124600,NYSA50 1ｿｳ50/60HZ P380V /400V*,,63,2.000,PC,40.50,JPY,4050.000,20250905,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159829,,ｱｲﾊﾗ D,,0,,,X,5300040786,4502374234,20241213,,20250905,20250905,2850,0,SISSYS,,Y,PD,N,0.000,0.000,,,,,
0012680393,00010,109,,10802192400,W5VS-544-M IN:0-5V OUT1:MAX10*,,ZZZ,1.000,PC,58.20,JPY,7140.000,20250916,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159830,,ｴﾑｼｽﾃﾑ,,0,,,X,5300225965,4502374029,20241213,,20250916,20250916,4500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680394,00010,109,,10802192800,KFS-44-B IN:DC0-10V OUT:MAX10*,,ZZZ,1.000,PC,198.00,JPY,19800.000,20250916,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159830,,ｴﾑｼｽﾃﾑ,,0,,,X,5300226832,4502374030,20241213,,20250916,20250916,15500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680395,00010,109,,10802192900,W5VS-04YM IN:DC0-5.67V OUT:DC*,,ZZZ,1.000,PC,61.50,JPY,7800.000,20250916,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159830,,ｴﾑｼｽﾃﾑ,,0,,,X,5300226843,4502374031,20241213,,20250916,20250916,5600,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680396,00010,109,,20403337900,AR22F0R11Y 600V 10A ｾﾂﾃﾝ1A1B *,,20,1.000,PC,5.60,JPY,630.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300014322,4502373902,20241213,,20250916,20250916,583,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680397,00010,109,,24125004801,SC03,,ZZZ,1.000,PC,5.40,JPY,540.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300126815,4502373903,20241213,,20250916,20250916,1130,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680398,00010,109,,24127213100,TR0NH/A 2P 0.64-0.96A ｼﾞﾄﾞｳﾌﾂｷ,,ZZZ,5.000,PC,11.90,JPY,1190.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300226616,4502373904,20241213,,20250916,20250916,1200,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680399,00010,109,,25303841500,BW400EAT-3P400WKA 3P-AC690V 4*,,ZZZ,1.000,PC,237.20,JPY,26800.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300116450,4502373905,20241213,,20250916,20250916,24750,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680400,00010,109,,25314113300,BW32SAG-2P005,,ZZZ,1.000,PC,9.40,JPY,1060.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300108296,4502373906,20241213,,20250916,20250916,1000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680401,00010,109,,25314115300,BW50SAG-2P010 2PAC690V ｿｳ*,,ZZZ,1.000,PC,17.20,JPY,1940.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300114664,4502373907,20241213,,20250916,20250916,2423,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680402,00010,109,,25318846400,BW9BTHA-L3 ﾄｳﾒｲ,,ZZZ,1.000,PC,26.00,JPY,2940.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300110793,4502373908,20241213,,20250916,20250916,2255,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680403,00010,109,,26092010100,BN300BW3 3P 600V 310A ﾀｲｱﾂ250*,,26,1.000,PC,17.80,JPY,2150.000,20250916,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159830,,IDEC,,0,,,X,5300033593,4502374032,20241213,,20250916,20250916,2079,0,SISSYS,,,PD,N,0.000,1.000,,,,,
0012680404,00010,109,,30471022300,AH164ZTWH3 LED AC110V LEDｼﾛ ﾄ*,,ZZZ,1.000,PC,12.80,JPY,1450.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300112001,4502373909,20241213,,20250916,20250916,1337,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680405,00010,109,,30471025800,AH164ZTRH3 LED AC110V LEDｱｶ ﾄ*,,ZZZ,2.000,PC,12.80,JPY,1450.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300112002,4502373910,20241213,,20250916,20250916,1337,0,SISSYS,,@,PD,N,0.000,0.000,,,,,
0012680406,00010,109,,30471632100,AH164ZTRB3 LED 12V LEDｱｶ,,ZZZ,1.000,PC,5.00,JPY,565.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300189643,4502373911,20241213,,20250916,20250916,523,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680407,00010,109,,30471632200,AH164ZTWB3 LED 12V LEDｼﾛ,,ZZZ,1.000,PC,5.00,JPY,565.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300189644,4502373912,20241213,,20250916,20250916,523,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680408,00010,109,,30471632300,AH164ZTGB3 LED 12V LEDﾐﾄﾞﾘ,,ZZZ,1.000,PC,5.00,JPY,565.000,20250916,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159830,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300189645,4502373913,20241213,,20250916,20250916,523,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680423,00010,109,,63300124600,NYSA50 1ｿｳ50/60HZ P380V /400V*,,63,1.000,PC,40.50,JPY,4050.000,20250916,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159830,,ｱｲﾊﾗ D,,0,,,X,5300040786,4502374235,20241213,,20250916,20250916,2850,0,SISSYS,,Y,PD,N,0.000,0.000,,,,,
0012680442,00010,109,,10802192400,W5VS-544-M IN:0-5V OUT1:MAX10*,,ZZZ,2.000,PC,58.20,JPY,7140.000,20250923,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159831,,ｴﾑｼｽﾃﾑ,,0,,,X,5300225965,4502374033,20241213,,20250923,20250923,4500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680443,00010,109,,10802192800,KFS-44-B IN:DC0-10V OUT:MAX10*,,ZZZ,2.000,PC,198.00,JPY,19800.000,20250923,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159831,,ｴﾑｼｽﾃﾑ,,0,,,X,5300226832,4502374034,20241213,,20250923,20250923,15500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680444,00010,109,,10802192900,W5VS-04YM IN:DC0-5.67V OUT:DC*,,ZZZ,2.000,PC,61.50,JPY,7800.000,20250923,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159831,,ｴﾑｼｽﾃﾑ,,0,,,X,5300226843,4502374035,20241213,,20250923,20250923,5600,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680445,00010,109,,20403337900,AR22F0R11Y 600V 10A ｾﾂﾃﾝ1A1B *,,20,2.000,PC,5.60,JPY,630.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300014322,4502373914,20241213,,20250923,20250923,583,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680446,00010,109,,24125004801,SC03,,ZZZ,2.000,PC,5.40,JPY,540.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300126815,4502373915,20241213,,20250923,20250923,1130,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680447,00010,109,,24127213100,TR0NH/A 2P 0.64-0.96A ｼﾞﾄﾞｳﾌﾂｷ,,ZZZ,10.000,PC,11.90,JPY,1190.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300226616,4502373916,20241213,,20250923,20250923,1200,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680448,00010,109,,25303841500,BW400EAT-3P400WKA 3P-AC690V 4*,,ZZZ,2.000,PC,237.20,JPY,26800.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300116450,4502373917,20241213,,20250923,20250923,24750,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680449,00010,109,,25314113300,BW32SAG-2P005,,ZZZ,2.000,PC,9.40,JPY,1060.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300108296,4502373918,20241213,,20250923,20250923,1000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680450,00010,109,,25314115300,BW50SAG-2P010 2PAC690V ｿｳ*,,ZZZ,2.000,PC,17.20,JPY,1940.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300114664,4502373919,20241213,,20250923,20250923,2423,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680451,00010,109,,25318846400,BW9BTHA-L3 ﾄｳﾒｲ,,ZZZ,2.000,PC,26.00,JPY,2940.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300110793,4502373920,20241213,,20250923,20250923,2255,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680452,00010,109,,26092010100,BN300BW3 3P 600V 310A ﾀｲｱﾂ250*,,26,2.000,PC,17.80,JPY,2150.000,20250923,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159831,,IDEC,,0,,,X,5300033593,4502374036,20241213,,20250923,20250923,2079,0,SISSYS,,,PD,N,0.000,1.000,,,,,
0012680453,00010,109,,30471022300,AH164ZTWH3 LED AC110V LEDｼﾛ ﾄ*,,ZZZ,2.000,PC,12.80,JPY,1450.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300112001,4502373921,20241213,,20250923,20250923,1337,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680454,00010,109,,30471025800,AH164ZTRH3 LED AC110V LEDｱｶ ﾄ*,,ZZZ,4.000,PC,12.80,JPY,1450.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300112002,4502373922,20241213,,20250923,20250923,1337,0,SISSYS,,@,PD,N,0.000,0.000,,,,,
0012680455,00010,109,,30471632100,AH164ZTRB3 LED 12V LEDｱｶ,,ZZZ,2.000,PC,5.00,JPY,565.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300189643,4502373923,20241213,,20250923,20250923,523,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680456,00010,109,,30471632200,AH164ZTWB3 LED 12V LEDｼﾛ,,ZZZ,2.000,PC,5.00,JPY,565.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300189644,4502373924,20241213,,20250923,20250923,523,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680457,00010,109,,30471632300,AH164ZTGB3 LED 12V LEDﾐﾄﾞﾘ,,ZZZ,2.000,PC,5.00,JPY,565.000,20250923,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159831,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300189645,4502373925,20241213,,20250923,20250923,523,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680472,00010,109,,63300124600,NYSA50 1ｿｳ50/60HZ P380V /400V*,,63,2.000,PC,40.50,JPY,4050.000,20250923,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159831,,ｱｲﾊﾗ D,,0,,,X,5300040786,4502374236,20241213,,20250923,20250923,2850,0,SISSYS,,Y,PD,N,0.000,0.000,,,,,
0012680491,00010,109,,10802192400,W5VS-544-M IN:0-5V OUT1:MAX10*,,ZZZ,1.000,PC,58.20,JPY,7140.000,20251002,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159832,,ｴﾑｼｽﾃﾑ,,0,,,X,5300225965,4502374037,20241213,,20251002,20251007,4500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680492,00010,109,,10802192800,KFS-44-B IN:DC0-10V OUT:MAX10*,,ZZZ,1.000,PC,198.00,JPY,19800.000,20251002,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159832,,ｴﾑｼｽﾃﾑ,,0,,,X,5300226832,4502374038,20241213,,20251002,20251007,15500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680493,00010,109,,10802192900,W5VS-04YM IN:DC0-5.67V OUT:DC*,,ZZZ,1.000,PC,61.50,JPY,7800.000,20251002,S00327,因幡電機産業（株）産機事業部,,,0000705114,,,,00000000,000040159832,,ｴﾑｼｽﾃﾑ,,0,,,X,5300226843,4502374039,20241213,,20251002,20251007,5600,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680494,00010,109,,20403337900,AR22F0R11Y 600V 10A ｾﾂﾃﾝ1A1B *,,20,1.000,PC,5.60,JPY,630.000,20251002,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159832,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300014322,4502373926,20241213,,20251002,20251003,583,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680495,00010,109,,24125004801,SC03,,ZZZ,1.000,PC,5.40,JPY,540.000,20251002,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159832,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300126815,4502373927,20241213,,20251002,20251003,1130,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680496,00010,109,,24127213100,TR0NH/A 2P 0.64-0.96A ｼﾞﾄﾞｳﾌﾂｷ,,ZZZ,5.000,PC,11.90,JPY,1190.000,20251002,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159832,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300226616,4502373928,20241213,,20251002,20251003,1200,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680497,00010,109,,25303841500,BW400EAT-3P400WKA 3P-AC690V 4*,,ZZZ,1.000,PC,237.20,JPY,26800.000,20251002,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159832,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300116450,4502373929,20241213,,20251002,20251003,24750,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680498,00010,109,,25314113300,BW32SAG-2P005,,ZZZ,1.000,PC,9.40,JPY,1060.000,20251002,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159832,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300108296,4502373930,20241213,,20251002,20251003,1000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012680499,00010,109,,25314115300,BW50SAG-2P010 2PAC690V ｿｳ*,,ZZZ,1.000,PC,17.20,JPY,1940.000,20251002,S00086,宝永電機（株）,,,0000705114,,,,00000000,000040159832,,ﾌｼﾞﾃﾝｷ,,0,,,X,5300114664,4502373931,20241213,,20251002,20251003,2423,0,SISSYS,,,PD,N,0.000,0.000,,,,,
