分類	転記日付	指図	WBS要素	販売伝票	販売伝票明細	購買発注	移動タイプ	取引区分	品目コード	品目テキスト	品目タイプ	プラント	保管場所	借方貸方	指図タイプ	指図タイプ名	指図カテゴリ	MRP管理者	MRP管理者名	項目	工場	区分	タイプ	計画承認日	計画開始	計画終了	数量	実績原価	実績正味原価	実績副資材	当月副資材	実績間接費	当月間接費	製品金額	実績原価ORG	実績正味原価ORG	実績副資材ORG	当月副資材ORG	実績間接費ORG	当月間接費ORG	製品金額ORG	有効価格なし	逆ザヤ	入出庫伝票番号	入出庫伝票年	連番	登録日付	登録時刻	ユーザ名
01.製造完成	20250801	40159447	M-0331916-20	331916	000020		582	WA	A00A2043200	RCC-AL3-DD-HDE-R	UNBW	P100	1911	H	ZPS2	プロジェクト電源（活動割当）	20	CG0	富士電工 S	組外	滋賀	大型	一品	20250417	20250417	20250808	-1.000	-4891274.000	-4891274.000	-61977.000	0.000	-1081423.000	0.000	-7600000.000	-4891274.000	-4891274.000	-61977.000	0.000	-1081423.000	0.000	-7600000.000			4908279708	2025	0001	20250801	161654	SISSYS
01.製造完成	20250804	10132876					101	WF	A6A862600	IDKS-40-200T3 L67-70L	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250723	20250723	20250805	8.000	3000824.000	3068893.000	12485.000	0.000	948754.000	0.000	3432000.000	3000824.000	3068893.000	12485.000	0.000	948754.000	0.000	3432000.000			5003000838	2025	0001	20250804	171710	SISSYS
02.12xx指図	20250801	10133428					101	WF	J00B1130500	PCB取付板	HALB	P100	1210	S	ZP10	電源	10	CC0	ケース	大型(ケース)	滋賀	大型	製作	20250827	20250827	20250902	10.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12570.000	19729.000	69.000	0.000	0.000	0.000	12570.000	X	X	5003000165	2025	0001	20250801	115403	SISSYS
02.12xx指図	20250801	10133607					101	WF	J00A4533900	端子支持金具 F-32X6	HALB	P100	1210	S	ZP10	電源	10	CC0	ケース	大型(ケース)	滋賀	大型	製作	20250617	20250617	20250623	6.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9636.000	2559.000	9.000	0.000	0.000	0.000	9636.000	X		5003000163	2025	0001	20250801	115403	SISSYS
02.12xx指図	20250801	50118856					101	WF	P0A555000	WK-5550      FILTER PCB	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250408	20250408	20250728	75.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	248550.000	292338.000	6713.000	0.000	0.000	0.000	248550.000	X	X	5003000076	2025	0001	20250801	091704	SISSYS
02.12xx指図	20250801	50119358					101	WF	P0A569600	WK-5696    CNCTR(J)ROHS	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250717	20250717	20250807	88.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	61336.000	49126.000	1058.000	0.000	0.000	0.000	61336.000	X		5003000212	2025	0001	20250801	134704	SISSYS
02.12xx指図	20250801	50119616					101	WF	P00A0746902	PK-7469B U02 6.4KW ﾙｯｸｽ	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC6	ルックス電子	組外	滋賀	大型	PC	20250515	20250515	20250724	50.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1003550.000	1165029.000	36901.000	0.000	0.000	0.000	1003550.000	X	X	5003000074	2025	0001	20250801	091703	SISSYS
02.12xx指図	20250801	50119617					101	WF	P00A0747002	PK-7470B U02 6.4KW ﾙｯｸｽ	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC6	ルックス電子	組外	滋賀	大型	PC	20250515	20250515	20250724	50.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1187250.000	1388908.000	45083.000	0.000	0.000	0.000	1187250.000	X	X	5003000278	2025	0001	20250801	161654	SISSYS
02.12xx指図	20250801	50119618					101	WF	P00A0747201	PK-7472  U01 PANEL ﾙｯｸｽ	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC6	ルックス電子	組外	滋賀	大型	PC	20250515	20250515	20250724	70.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	329840.000	410232.000	13605.000	0.000	0.000	0.000	329840.000	X	X	5003000075	2025	0001	20250801	091704	SISSYS
02.12xx指図	20250801	50119807					101	WF	P00A0738500	IK-7385A PCB	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250716	20250716	20250806	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30414.000	46742.000	1550.000	0.000	0.000	0.000	30414.000	X	X	5003000084	2025	0001	20250801	094659	SISSYS
02.12xx指図	20250801	50119880					101	WF	P0A344825	WK-3448 S25   MAIN PCB	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250818	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	34801.000	34600.760	412.480	0.000	0.000	0.000	34801.000	X		5003000123	2025	0001	20250801	111722	SISSYS
02.12xx指図	20250801	50120012					101	WF	P0A586300	IK-5863  LOWﾃﾞﾝｱﾂｹﾝｼｭﾂｶｲﾛ	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250714	20250714	20250804	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9496.000	15627.000	358.000	0.000	0.000	0.000	9496.000	X	X	5003000066	2025	0001	20250801	091702	SISSYS
02.12xx指図	20250801	50120059					101	WF	P00A0717122	MK-7171D U22 (MK691 SD9)	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250731	20250731	20250827	8.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	189144.000	169347.000	3320.000	0.000	0.000	0.000	471072.000			5003000164	2025	0001	20250801	115403	SISSYS
02.12xx指図	20250801	50120063					101	WF	P00A0728802	WK-7288  U02 PLASMA PANEL	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250731	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	54654.000	48635.000	650.000	0.000	0.000	0.000	54654.000	X		5003000178	2025	0001	20250801	121724	SISSYS
02.12xx指図	20250801	50120067					101	WF	PZZA0265813	WK-2658C U13	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250731	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39196.000	45373.000	992.000	0.000	0.000	0.000	77600.000			5003000085	2025	0001	20250801	094659	SISSYS
02.12xx指図	20250801	50120068					101	WF	P0A265904	WK-2659F U04 ｼ-ｹﾝｽPCB	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250731	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31079.000	36195.000	666.000	0.000	0.000	0.000	56200.000			5003000068	2025	0001	20250801	091702	SISSYS
02.12xx指図	20250801	50120069					101	WF	P0A210501	WK-2105 S01    ﾃﾞﾝｹﾞﾝ ｶｲﾛ	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250731	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8588.000	13894.000	256.000	0.000	0.000	0.000	17796.000	X		5003000069	2025	0001	20250801	091702	SISSYS
02.12xx指図	20250801	50120070					101	WF	P0A488100	WK-4881      PILOT SW2	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250731	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	41740.000	48274.000	685.000	0.000	0.000	0.000	83480.000			5003000070	2025	0001	20250801	091703	SISSYS
02.12xx指図	20250801	50120072					101	WF	P0A277000	MK-2770A  MRS-PR THY GATE	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250731	8.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	54128.000	49823.000	890.000	0.000	0.000	0.000	106176.000	X		5003000072	2025	0001	20250801	091703	SISSYS
02.12xx指図	20250801	50120095					101	WF	P0A574600	MK-5746A     RC PANEL	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250714	20250714	20250804	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	142420.000	147318.000	4885.000	0.000	0.000	0.000	142420.000	X	X	5003000073	2025	0001	20250801	091703	SISSYS
02.12xx指図	20250801	50120125					101	WF	97K162000	YPK-1620A	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250717	20250717	20250807	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17188.000	27779.000	598.000	0.000	0.000	0.000	17188.000	X	X	5003000102	2025	0001	20250801	101704	SISSYS
02.12xx指図	20250801	50120134					101	WF	P0A435601	CK-4356 S01	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250717	20250717	20250807	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13944.000	15427.000	314.000	0.000	0.000	0.000	13944.000	X	X	5003000122	2025	0001	20250801	111721	SISSYS
02.12xx指図	20250801	50120154					101	WF	P0A596901	IK-5969S01    DRIVE PCB	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250716	20250716	20250725	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	51500.000	49127.000	1407.000	0.000	0.000	0.000	51500.000	X		5003000304	2025	0001	20250801	164656	SISSYS
02.12xx指図	20250801	50120155					101	WF	P0A245601	MK-2456A S01  PR CONTRL	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250731	8.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	44576.000	53328.000	1071.000	0.000	0.000	0.000	103184.000			5003000071	2025	0001	20250801	091703	SISSYS
02.12xx指図	20250801	50120236					101	WF	P00A0761500	WK-7615A     AC TIG CTRL	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250707	20250707	20250728	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9294.000	34980.000	1160.000	0.000	0.000	0.000	9294.000	X	X	5003000067	2025	0001	20250801	091702	SISSYS
02.12xx指図	20250801	50120276					101	WF	P00A0716044	IK-7160C U44 CAS300M12BM2	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250728	20250728	20250730	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27745.000	43729.000	1000.000	0.000	0.000	0.000	27745.000	X	X	5003000113	2025	0001	20250801	104717	SISSYS
02.12xx指図	20250804	10132652					101	WF	U00A0192301	80V-300A T1(UNIT)	HALB	P100	1210	S	ZP10	電源	10	B50	小型５号ライン	小型(内作)	大阪	小型	製作	20250717	20250717	20250804	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1472494.000	1609971.000	0.000	0.000	0.000	0.000	1472494.000	X	X	5003000837	2025	0001	20250804	171710	SISSYS
02.12xx指図	20250804	10132955					101	WF	EEA557400	FIN3	HALB	P100	1210	S	ZP10	電源	10	CE0	ヒートシンク	大型(ケース)	滋賀	大型	製作	20250820	20250820	20250826	12.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14016.000	72816.000	0.000	0.000	0.000	0.000	14016.000	X	X	5003000499	2025	0001	20250804	111752	SISSYS
02.12xx指図	20250804	10132956					101	WF	EEA557500	FIN ME9*120	HALB	P100	1210	S	ZP10	電源	10	CE0	ヒートシンク	大型(ケース)	滋賀	大型	製作	20250820	20250820	20250826	12.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10848.000	72816.000	0.000	0.000	0.000	0.000	10848.000	X	X	5003000498	2025	0001	20250804	111752	SISSYS
02.12xx指図	20250804	10133236					101	WF	E1B412500	1ｼﾞｶﾞﾜﾋｰﾄｼﾝｸ	HALB	P100	1210	S	ZP10	電源	10	CE0	ヒートシンク	大型(ケース)	滋賀	大型	製作	20250612	20250612	20250618	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4592.000	14700.000	0.000	0.000	0.000	0.000	4592.000	X	X	5003000770	2025	0001	20250804	161701	SISSYS
02.12xx指図	20250804	10133237					101	WF	E1B412600	2ｼﾞｶﾞﾜﾋｰﾄｼﾝｸ	HALB	P100	1210	S	ZP10	電源	10	CE0	ヒートシンク	大型(ケース)	滋賀	大型	製作	20250612	20250612	20250618	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18456.000	44962.000	0.000	0.000	0.000	0.000	18456.000	X	X	5003000771	2025	0001	20250804	161701	SISSYS
02.12xx指図	20250804	10133251					101	WF	ECA548800	SCRﾌｨﾝ3	HALB	P100	1210	S	ZP10	電源	10	CE0	ヒートシンク	大型(ケース)	滋賀	大型	製作	20250725	20250725	20250731	15.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	49200.000	122824.000	0.000	0.000	0.000	0.000	49200.000	X	X	5003000420	2025	0001	20250804	101946	SISSYS
02.12xx指図	20250804	10133545					101	WF	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	HALB	P100	1210	S	ZP10	電源	10	CE0	ヒートシンク	大型(ケース)	滋賀	大型	製作	20250822	20250822	20250828	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	159198.000	212079.000	0.000	0.000	0.000	0.000	159198.000	X	X	5003000419	2025	0001	20250804	101946	SISSYS
02.12xx指図	20250804	50119366					101	WF	P0A611600	WK-6116B     CO2 CONTROL	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250612	20250612	20250805	48.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	780576.000	726122.880	21662.400	0.000	0.000	0.000	2016000.000			5003000772	2025	0001	20250804	161701	SISSYS
02.12xx指図	20250804	50119428					101	WF	P0A597600	WK-5976A  CO2/MAG MOTOR	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250714	20250714	20250804	50.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	302000.000	270607.000	3349.000	0.000	0.000	0.000	600000.000			5003000537	2025	0001	20250804	114722	SISSYS
02.12xx指図	20250804	50119884					101	WF	P0A603200	WK-6032B     RELLAY_PCB	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250828	20250828	20250918	12.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	357264.000	317948.000	4637.000	0.000	0.000	0.000	685704.000	X		5003000597	2025	0001	20250804	121733	SISSYS
02.12xx指図	20250804	50119942					101	WF	P00A0715916	IK-7159CU16 CM600DU-12NFH	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250731	15.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	328695.000	244563.000	7146.000	0.000	0.000	0.000	328695.000	X		5003000839	2025	0001	20250804	171710	SISSYS
02.12xx指図	20250804	50120044					101	WF	P00A0752100	WK-7521D PILOT MAIN PCB	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250731	15.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	440910.000	435335.000	7850.000	0.000	0.000	0.000	669060.000	X		5003000794	2025	0001	20250804	164719	SISSYS
02.12xx指図	20250804	50120065					101	WF	PZZA0563007	WK-5630B S07 FILTER 200V	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250710	20250710	20250731	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14720.000	19975.000	351.000	0.000	0.000	0.000	14720.000	X	X	5003000601	2025	0001	20250804	124659	SISSYS
02.12xx指図	20250804	50120079					101	WF	P0A549300	WK-5493E     MAIN PCB C	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC5	CELCO栗東	組外	滋賀	大型	PC	20250801	20250801	20250826	42.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	525000.000	522287.220	0.000	0.000	0.000	0.000	525000.000	X		5003000378	2025	0001	20250804	094703	SISSYS
02.12xx指図	20250804	50120123					101	WF	P00A0734423	IK-7344B U23	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250724	20250724	20250820	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15438.000	20425.000	598.000	0.000	0.000	0.000	15438.000	X	X	5003000596	2025	0001	20250804	121732	SISSYS
02.12xx指図	20250804	50120169					101	WF	P00A0745800	WK-7458A     CTRL REACH	HALB	P100	1120	S	ZP11	電源（PCB）	10	PC1	PC製造	組外	滋賀	大型	PC	20250722	20250722	20250729	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14170.000	42230.000	1156.000	0.000	0.000	0.000	14170.000	X	X	5003000536	2025	0001	20250804	114721	SISSYS
03.12xxNW	20250801	40162281	G-0338847-10-01-05						E00A2923900	ﾌﾞｽﾊﾞｰ構成表	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CF0	ブスバー	組外	滋賀	大型	一品	20250724	20250724	20250923	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	42715.000	16960.000	0.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40162313	I-0331840-10-01-03						E00A6347900	ﾌﾞｽﾊﾞｰ構成表	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CF0	ブスバー	組外	滋賀	大型	一品	20250626	20250626	20250718	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	86200.000	0.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40162732	M-0337463-20-01-03						E00A6260700	ﾌﾞｽﾊﾞｰ構成表	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CF0	ブスバー	組外	滋賀	大型	一品	20250723	20250723	20250821	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	554671.000	89054.000	0.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40164754	L-0344099-10-01-01						J00A7153300	ｹｰｽ金具構成表(日進改修)	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC0	ケース	大型(ケース)	滋賀	大型	一品	20250818	20250818	20250825	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6000.000	5293.000	116.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40164883	I-0334840-10-01-04-02						J00A7160400	ｹｰｽ金具構成表(IO)	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC0	ケース	大型(ケース)	滋賀	大型	一品	20250701	20250701	20250722	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	247842.000	9027.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40164885	I-0334840-10-01-05-02						J00A7160500	ｹｰｽ金具構成表(INV)	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC0	ケース	大型(ケース)	滋賀	大型	一品	20250701	20250701	20250722	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	254823.000	9281.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40164887	I-0334840-10-01-06-01						J00A7160600	ｹｰｽ金具構成表(BATT)	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC0	ケース	大型(ケース)	滋賀	大型	一品	20250701	20250701	20250722	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	383482.000	13967.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40165374	M-0340095-10-01-02						J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC0	ケース	大型(ケース)	滋賀	大型	一品	20250708	20250708	20250715	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	53000.000	74490.000	2713.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40165375	M-0340096-10-01-01						J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC0	ケース	大型(ケース)	滋賀	大型	一品	20250710	20250710	20250724	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	53000.000	71969.000	2622.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40165376	M-0340084-10-01-01						J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC0	ケース	大型(ケース)	滋賀	大型	一品	20250708	20250708	20250715	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	59000.000	84316.000	3071.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40165548	G-0332335-10-01-11						J00A7249600	ケース構成表(青伝)	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC0	ケース	大型(ケース)	滋賀	大型	一品	20250728	20250728	20250801	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2300.000	16937.000	617.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40165552	G-0334307-10-01-11						J00A7250700	ｹｰｽ金具構成表(変更4)	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC0	ケース	大型(ケース)	滋賀	大型	一品	20250729	20250729	20250804	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2500.000	5293.000	193.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40165577	G-0327727-10-01-07						E00A6424200	引き出しブスバー	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CF0	ブスバー	組外	滋賀	大型	一品	20250801	20250801	20250908	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2580.000	2040.000	0.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40165581	I-0331840-10-01-11						E00A6424800	ﾌﾞｽﾊﾞｰ構成表(追加)	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CF0	ブスバー	組外	滋賀	大型	一品	20250801	20250801	20250808	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3060.000	0.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250801	40165596	G-0334307-10-01-14						E00A6425700	ﾌﾞｽﾊﾞｰ構成表(変更2)	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CF0	ブスバー	組外	滋賀	大型	一品	20250801	20250801	20250808	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3800.000	3060.000	0.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250804	40160454	G-0331386-10-01-02-01						J00A7158000	ACL金具構成表	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC2	ケース（トランス用）	大型(ケース)	滋賀	大型	一品	20250416	20250416	20250509	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23500.000	4606.000	0.000	0.000	0.000	0.000	0.000		X		0000	0000			
03.12xxNW	20250804	40162365	G-0327727-10-01-01						F3A255500	3ｿ440V/35V 430KVA	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CB0	大型変圧	大型(変圧)	滋賀	大型	一品	20250613	20250613	20250707	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2660000.000	4359942.000	196310.000	0.000	318615.000	0.000	0.000		X		0000	0000			
04.12xxNW分割	20250831	40161648	G-0331386-10-01-09-01						J00A6428300	支持金具(L40 P=200 ﾃﾂ 1)	HALB	P100		S	ZPS2	プロジェクト電源（活動割当）	20	CC2	ケース（トランス用）	大型(ケース)	滋賀	大型	一品	20250416	20250416	20250509	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1500.000	1535.000	0.000	0.000	0.000	0.000	0.000		X		0000	0000			
06.営業在庫消費	20250801	40160920	G-0335029-10				281	WA	A00A0117202	SHA-7	UNBW	P100	1910	H			00	C17	大型１号ライン	－	－	－	－				-1.000	-61578.000	-61578.000	0.000	0.000	0.000	0.000	-72000.000	-61578.000	-61578.000	0.000	0.000	0.000	0.000	-72000.000			4908279740	2025	0001	20250801	163420	SD1073
06.営業在庫消費	20250801	40162945	M-0340084-10				281	WA	A00A0117202	SHA-7	UNBW	P100	1910	H			00	B50	小型５号ライン	－	－	－	－				-1.000	-61578.000	-61578.000	0.000	0.000	0.000	0.000	-72000.000	-61578.000	-61578.000	0.000	0.000	0.000	0.000	-72000.000			4908279741	2025	0001	20250801	163458	SD1073
06.営業在庫消費	20250801	70041412					261	WA	A00A1669500	TE028063H  28kHz 600W	FERT	P100	1910	H			00	S10	サービス大阪	－	－	－	－				-1.000	-189093.000	-189093.000	0.000	0.000	0.000	0.000	-217000.000	-189093.000	-189093.000	0.000	0.000	0.000	0.000	-217000.000			4908278529	2025	0001	20250801	095832	SD1012
06.営業在庫消費	20250804	40164454	M-0343391-10				281	WA	A00A1274701	#HKD-15200GU (C) (N)	UNBW	P100	1910	H			00	B10	小型１号ライン	－	－	－	－				-4.000	-736920.000	-736920.000	0.000	0.000	0.000	0.000	-924000.000	-736920.000	-736920.000	0.000	0.000	0.000	0.000	-924000.000			4908280861	2025	0001	20250804	152310	SD1012
06.営業在庫消費	20250804	40165077	M-0345013-10				281	WA	A00A1354301	#HKD-81GU	UNBW	P100	1910	H			00	B10	小型１号ライン	－	－	－	－				-4.000	-306888.000	-306888.000	0.000	0.000	0.000	0.000	-376000.000	-306888.000	-306888.000	0.000	0.000	0.000	0.000	-376000.000			4908280860	2025	0001	20250804	151906	SD1012
06.営業在庫消費	20250804	70041415					261	WA	A00A1274401	#HKD-1550GU (C) (N)	FERT	P100	1910	H			00	S10	サービス大阪	－	－	－	－				-1.000	-108801.000	-108801.000	0.000	0.000	0.000	0.000	-140000.000	-108801.000	-108801.000	0.000	0.000	0.000	0.000	-140000.000			4908280580	2025	0001	20250804	133740	SD1012
07.部品売り	20250801						311	WA	33324000100	T66C-C47 1ｿｳ 2P AC220V 50*D0A*	ROH	P100	1910	S			00	900	資材部	－	－	－	－				6.000	21000.000	21000.000	0.000	0.000	0.000	0.000	41400.000	21000.000	21000.000	0.000	0.000	0.000	0.000	41400.000			4908278568	2025	0002	20250801	101147	PP1150
07.部品売り	20250801						311	WA	33324000200	UTL807A 1ｿｳ 2P AC230V 50/*D0A*	ROH	P100	1910	S			00	900	資材部	－	－	－	－				6.000	7800.000	7800.000	0.000	0.000	0.000	0.000	15600.000	7800.000	7800.000	0.000	0.000	0.000	0.000	15600.000			4908278568	2025	0004	20250801	101147	PP1150
07.部品売り	20250801						311	WA	33324000300	UTL927A 1ｿｳ 2P AC230V 50/*D0A*	ROH	P100	1910	S			00	900	資材部	－	－	－	－				12.000	17400.000	17400.000	0.000	0.000	0.000	0.000	34800.000	17400.000	17400.000	0.000	0.000	0.000	0.000	34800.000			4908278568	2025	0006	20250801	101147	PP1150
