プラント	指図タイプ	MRP管理者	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	予定数	工程実績	工数実績	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	ZP11	PC1	50120131	0930	0015747036	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A436002	IK-4360 U02 CM400DU12H 3P	4			20250818		0000000000	000000
P100	ZP11	PC1	50120131	0940	0015747037	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A436002	IK-4360 U02 CM400DU12H 3P	4			20250818		0000000000	000000
P100	ZP11	PC1	50120134	0010	0015747096	メイン部品払出	CW010	SNF	P0A435601	CK-4356 S01	1	1		20250807		0000000000	000000
P100	ZP11	PC1	50120134	0020	0015747097	部品仕分け	C0931	SNF	P0A435601	CK-4356 S01	1	1	3	20250807		0000000000	000000
P100	ZP11	PC1	50120134	0021	0015747116	生産準備（ＰＣ）	A0863	SNF	P0A435601	CK-4356 S01	1			20250807		0000000000	000000
P100	ZP11	PC1	50120134	0030	0015747098	段取り（チップ実装）	A0800	SNF	P0A435601	CK-4356 S01	1			20250807		0000000000	000000
P100	ZP11	PC1	50120134	0040	0015747099	機械時間（チップ実装）	A0801	SNF	P0A435601	CK-4356 S01	1			20250807		0000000000	000000
P100	ZP11	PC1	50120134	0050	0015747100	作業時間（チップ実装）	A0802	SNF	P0A435601	CK-4356 S01	1			20250807		0000000000	000000
P100	ZP11	PC1	50120134	0060	0015747101	段取り（自挿）	A0810	SNF	P0A435601	CK-4356 S01	1	1	12	20250807		0000000000	000000
P100	ZP11	PC1	50120134	0070	0015747102	機械時間（自挿）	A0811	SNF	P0A435601	CK-4356 S01	1	1	1	20250807		0000000000	000000
P100	ZP11	PC1	50120134	0080	0015747103	作業時間（自挿）	A0812	SNF	P0A435601	CK-4356 S01	1	1	28	20250807		0000000000	000000
P100	ZP11	PC1	50120134	0090	0015747104	段取り（手挿・修正）	A0820	SNF	P0A435601	CK-4356 S01	1	1	5	20250807		0000000000	000000
P100	ZP11	PC1	50120134	0100	0015747106	作業時間（手挿）	A0822	SNF	P0A435601	CK-4356 S01	1	1	20	20250807		0000000000	000000
P100	ZP11	PC1	50120134	0110	0015747105	機械時間（手挿）	A0821	SNF	P0A435601	CK-4356 S01	1	1		20250807		0000000000	000000
P100	ZP11	PC1	50120134	0120	0015747107	作業時間（修正）	A0830	SNF	P0A435601	CK-4356 S01	1	1	3	20250807		0000000000	000000
P100	ZP11	PC1	50120134	0130	0015747109	段取り（検査）	A0850	SNF	P0A435601	CK-4356 S01	1	1	20	20250807		0000000000	000000
P100	ZP11	PC1	50120134	0140	0015747110	機械時間（検査）	A0851	SNF	P0A435601	CK-4356 S01	1	1	1	20250807		0000000000	000000
P100	ZP11	PC1	50120134	0150	0015747108	作業時間（仕上げ）	A0840	SNF	P0A435601	CK-4356 S01	1	1	10	20250807		0000000000	000000
P100	ZP11	PC1	50120134	1000	0015747115	作業時間（検査）	A0852	MFN	P0A435601	CK-4356 S01	1	1	12	20250807		0000000000	000000
P100	ZP11	PC1	50120134	1010	0015747111	自部署手直し（ＰＣ）	A0880	SNF	P0A435601	CK-4356 S01	1			20250807		0000000000	000000
P100	ZP11	PC1	50120134	1020	0015747112	他部署手直し（ＰＣ）	A0885	SNF	P0A435601	CK-4356 S01	1			20250807		0000000000	000000
P100	ZP11	PC1	50120134	1030	0015747113	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A435601	CK-4356 S01	1			20250807		0000000000	000000
P100	ZP11	PC1	50120134	1040	0015747114	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A435601	CK-4356 S01	1			20250807		0000000000	000000
P100	ZP11	PC1	50120136	0010	0015747156	メイン部品払出	CW010	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9	9		20250818		0000000000	000000
P100	ZP11	PC1	50120136	0020	0015747157	部品仕分け	C0931	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9	9		20250818		0000000000	000000
P100	ZP11	PC1	50120136	0030	0015747158	段取り（チップ実装）	A0800	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0040	0015747159	機械時間（チップ実装）	A0801	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0050	0015747160	作業時間（チップ実装）	A0802	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0060	0015747161	段取り（自挿）	A0810	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9	9	5	20250818		0000000000	000000
P100	ZP11	PC1	50120136	0070	0015747162	機械時間（自挿）	A0811	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9	9	1	20250818		0000000000	000000
P100	ZP11	PC1	50120136	0080	0015747163	作業時間（自挿）	A0812	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9	9	34	20250818		0000000000	000000
P100	ZP11	PC1	50120136	0090	0015747164	段取り（手挿・修正）	A0820	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0100	0015747166	作業時間（手挿）	A0822	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0110	0015747165	機械時間（手挿）	A0821	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0120	0015747167	作業時間（修正）	A0830	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0130	0015747169	段取り（検査）	A0850	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0140	0015747170	機械時間（検査）	A0851	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0150	0015747168	作業時間（仕上げ）	A0840	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0160	0015747171	作業時間（検査）	A0852	MFN	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0910	0015747172	自部署手直し（ＰＣ）	A0880	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0920	0015747173	他部署手直し（ＰＣ）	A0885	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0930	0015747174	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120136	0940	0015747175	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A512202	CK-5122 S02 BUZZER DC100V	9			20250818		0000000000	000000
P100	ZP11	PC1	50120137	0010	0015747176	メイン部品払出	CW010	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0020	0015747177	部品仕分け	C0931	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0021	0015747196	生産準備（ＰＣ）	A0863	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0030	0015747178	段取り（チップ実装）	A0800	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64	64	33	20250807		0000000000	000000
P100	ZP11	PC1	50120137	0040	0015747179	機械時間（チップ実装）	A0801	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64	64	67	20250807		0000000000	000000
P100	ZP11	PC1	50120137	0050	0015747180	作業時間（チップ実装）	A0802	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64	64	51	20250807		0000000000	000000
P100	ZP11	PC1	50120137	0060	0015747181	段取り（自挿）	A0810	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0070	0015747182	機械時間（自挿）	A0811	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0080	0015747183	作業時間（自挿）	A0812	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0090	0015747184	段取り（手挿・修正）	A0820	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0100	0015747186	作業時間（手挿）	A0822	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0110	0015747185	機械時間（手挿）	A0821	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0120	0015747187	作業時間（修正）	A0830	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0130	0015747189	段取り（検査）	A0850	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0140	0015747190	機械時間（検査）	A0851	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	0150	0015747188	作業時間（仕上げ）	A0840	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	1000	0015747195	作業時間（検査）	A0852	MFN	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	1010	0015747191	自部署手直し（ＰＣ）	A0880	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	1020	0015747192	他部署手直し（ＰＣ）	A0885	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	1030	0015747193	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120137	1040	0015747194	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A607403	WK-6074A U03 SR350 DDCTRL	64			20250807		0000000000	000000
P100	ZP11	PC1	50120147	0010	0015748417	メイン部品払出	CW010	SNF	97K119310	XMK-1193 S10	1	1		20250808		0000000000	000000
P100	ZP11	PC1	50120147	0020	0015748418	部品仕分け	C0931	SNF	97K119310	XMK-1193 S10	1	1	24	20250808		0000000000	000000
P100	ZP11	PC1	50120147	0030	0015748419	段取り（チップ実装）	A0800	SNF	97K119310	XMK-1193 S10	1			20250808		0000000000	000000
P100	ZP11	PC1	50120147	0040	0015748420	機械時間（チップ実装）	A0801	SNF	97K119310	XMK-1193 S10	1			20250808		0000000000	000000
P100	ZP11	PC1	50120147	0050	0015748421	作業時間（チップ実装）	A0802	SNF	97K119310	XMK-1193 S10	1			20250808		0000000000	000000
P100	ZP11	PC1	50120147	0060	0015748422	段取り（自挿）	A0810	SNF	97K119310	XMK-1193 S10	1	1	56	20250808		0000000000	000000
P100	ZP11	PC1	50120147	0070	0015748423	機械時間（自挿）	A0811	SNF	97K119310	XMK-1193 S10	1	1	3	20250808		0000000000	000000
P100	ZP11	PC1	50120147	0080	0015748424	作業時間（自挿）	A0812	SNF	97K119310	XMK-1193 S10	1	1	106	20250808		0000000000	000000
P100	ZP11	PC1	50120147	0090	0015748425	段取り（手挿・修正）	A0820	SNF	97K119310	XMK-1193 S10	1	1	10	20250808		0000000000	000000
P100	ZP11	PC1	50120147	0100	0015748427	作業時間（手挿）	A0822	SNF	97K119310	XMK-1193 S10	1	1	75	20250808		0000000000	000000
P100	ZP11	PC1	50120147	0110	0015748426	機械時間（手挿）	A0821	SNF	97K119310	XMK-1193 S10	1	1	5	20250808		0000000000	000000
P100	ZP11	PC1	50120147	0120	0015748428	作業時間（修正）	A0830	SNF	97K119310	XMK-1193 S10	1	1	7	20250808		0000000000	000000
P100	ZP11	PC1	50120147	0130	0015748430	段取り（検査）	A0850	SNF	97K119310	XMK-1193 S10	1		5	20250808		0000000000	000000
P100	ZP11	PC1	50120147	0140	0015748431	機械時間（検査）	A0851	SNF	97K119310	XMK-1193 S10	1			20250808		0000000000	000000
P100	ZP11	PC1	50120147	0150	0015748429	作業時間（仕上げ）	A0840	SNF	97K119310	XMK-1193 S10	1			20250808		0000000000	000000
P100	ZP11	PC1	50120147	0160	0015748432	作業時間（検査）	A0852	MFN	97K119310	XMK-1193 S10	1		3	20250808		0000000000	000000
P100	ZP11	PC1	50120147	0910	0015748433	自部署手直し（ＰＣ）	A0880	SNF	97K119310	XMK-1193 S10	1			20250808		0000000000	000000
P100	ZP11	PC1	50120147	0920	0015748434	他部署手直し（ＰＣ）	A0885	SNF	97K119310	XMK-1193 S10	1			20250808		0000000000	000000
P100	ZP11	PC1	50120147	0930	0015748435	自部署手直し機械時間（ＰＣ）	A0890	SNF	97K119310	XMK-1193 S10	1			20250808		0000000000	000000
P100	ZP11	PC1	50120147	0940	0015748436	他部署手直し機械時間（ＰＣ）	A0895	SNF	97K119310	XMK-1193 S10	1			20250808		0000000000	000000
P100	ZP11	PC1	50120149	0010	0015748476	メイン部品払出	CW010	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2	2		20250818		0000000000	000000
P100	ZP11	PC1	50120149	0020	0015748477	部品仕分け	C0931	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2	2	10	20250818		0000000000	000000
P100	ZP11	PC1	50120149	0021	0015748496	生産準備（ＰＣ）	A0863	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	0030	0015748478	段取り（チップ実装）	A0800	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	0040	0015748479	機械時間（チップ実装）	A0801	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	0050	0015748480	作業時間（チップ実装）	A0802	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	0060	0015748481	段取り（自挿）	A0810	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2	2	13	20250818		0000000000	000000
P100	ZP11	PC1	50120149	0070	0015748482	機械時間（自挿）	A0811	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2	2	6	20250818		0000000000	000000
P100	ZP11	PC1	50120149	0080	0015748483	作業時間（自挿）	A0812	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2	2	72	20250818		0000000000	000000
P100	ZP11	PC1	50120149	0090	0015748484	段取り（手挿・修正）	A0820	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	0100	0015748486	作業時間（手挿）	A0822	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	0110	0015748485	機械時間（手挿）	A0821	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	0120	0015748487	作業時間（修正）	A0830	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	0130	0015748489	段取り（検査）	A0850	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	0140	0015748490	機械時間（検査）	A0851	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	0150	0015748488	作業時間（仕上げ）	A0840	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	1000	0015748495	作業時間（検査）	A0852	MFN	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	1010	0015748491	自部署手直し（ＰＣ）	A0880	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	1020	0015748492	他部署手直し（ＰＣ）	A0885	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	1030	0015748493	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120149	1040	0015748494	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A360006	IK-3600 U06 FOR IK-4360	2			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0010	0015748497	メイン部品払出	CW010	SNF	P0A367100	IK-3671 A  SENSOR PCB	1	1		20250818		0000000000	000000
P100	ZP11	PC1	50120150	0020	0015748498	部品仕分け	C0931	SNF	P0A367100	IK-3671 A  SENSOR PCB	1	1	3	20250818		0000000000	000000
P100	ZP11	PC1	50120150	0030	0015748499	段取り（チップ実装）	A0800	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0040	0015748500	機械時間（チップ実装）	A0801	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0050	0015748501	作業時間（チップ実装）	A0802	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0060	0015748502	段取り（自挿）	A0810	SNF	P0A367100	IK-3671 A  SENSOR PCB	1	1	33	20250818		0000000000	000000
P100	ZP11	PC1	50120150	0070	0015748503	機械時間（自挿）	A0811	SNF	P0A367100	IK-3671 A  SENSOR PCB	1	1	1	20250818		0000000000	000000
P100	ZP11	PC1	50120150	0080	0015748504	作業時間（自挿）	A0812	SNF	P0A367100	IK-3671 A  SENSOR PCB	1	1	31	20250818		0000000000	000000
P100	ZP11	PC1	50120150	0090	0015748505	段取り（手挿・修正）	A0820	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0100	0015748507	作業時間（手挿）	A0822	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0110	0015748506	機械時間（手挿）	A0821	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0120	0015748508	作業時間（修正）	A0830	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0130	0015748510	段取り（検査）	A0850	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0140	0015748511	機械時間（検査）	A0851	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0150	0015748509	作業時間（仕上げ）	A0840	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0160	0015748512	作業時間（検査）	A0852	MFN	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0910	0015748513	自部署手直し（ＰＣ）	A0880	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0920	0015748514	他部署手直し（ＰＣ）	A0885	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0930	0015748515	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC1	50120150	0940	0015748516	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A367100	IK-3671 A  SENSOR PCB	1			20250818		0000000000	000000
P100	ZP11	PC5	50120151	0010	0015748517	ＰＣ外注（部材調達）	A0860	SNF	P0A327903	GK-3279 U3 (HALL CT 1ｺ)	8	8		20250826		0000000000	000000
P100	ZP11	PC5	50120151	0100	0015748518	ＰＣ外注（CELCO栗東）	A0860	SG	P0A327903	GK-3279 U3 (HALL CT 1ｺ)	8	8		20250826		0000000000	000000
P100	ZP11	PC5	50120151	0200	0015748519	ＰＣ外注（部材出庫）	A0861	SN	P0A327903	GK-3279 U3 (HALL CT 1ｺ)	8	8		20250826		0000000000	000000
P100	ZP11	PC5	50120151	1000	0015748520	作業時間（外注検査、完成）	A0853	MFN	P0A327903	GK-3279 U3 (HALL CT 1ｺ)	8	8		20250826		0000000000	000000
P100	ZP11	PC5	50120151	1010	0015748521	自部署手直し（ＰＣ）	A0880	SNF	P0A327903	GK-3279 U3 (HALL CT 1ｺ)	8			20250826		0000000000	000000
P100	ZP11	PC5	50120151	1020	0015748522	他部署手直し（ＰＣ）	A0885	SNF	P0A327903	GK-3279 U3 (HALL CT 1ｺ)	8			20250826		0000000000	000000
P100	ZP11	PC5	50120151	1030	0015748523	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A327903	GK-3279 U3 (HALL CT 1ｺ)	8			20250826		0000000000	000000
P100	ZP11	PC5	50120151	1040	0015748524	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A327903	GK-3279 U3 (HALL CT 1ｺ)	8			20250826		0000000000	000000
P100	ZP11	PC1	50120154	0010	0015748615	メイン部品払出	CW010	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2		20250725		0000000000	000000
P100	ZP11	PC1	50120154	0020	0015748616	部品仕分け	C0931	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	6	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0030	0015748617	段取り（チップ実装）	A0800	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	23	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0040	0015748618	機械時間（チップ実装）	A0801	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	31	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0050	0015748619	作業時間（チップ実装）	A0802	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	28	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0060	0015748620	段取り（自挿）	A0810	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	11	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0070	0015748621	機械時間（自挿）	A0811	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	3	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0080	0015748622	作業時間（自挿）	A0812	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	81	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0090	0015748623	段取り（手挿・修正）	A0820	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	53	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0100	0015748625	作業時間（手挿）	A0822	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	75	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0110	0015748624	機械時間（手挿）	A0821	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	10	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0120	0015748626	作業時間（修正）	A0830	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	10	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0130	0015748628	段取り（検査）	A0850	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	26	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0140	0015748629	機械時間（検査）	A0851	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	2	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0150	0015748627	作業時間（仕上げ）	A0840	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	2	25	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0160	0015748630	作業時間（検査）	A0852	MFN	P0A596901	IK-5969S01    DRIVE PCB	2	2	16	20250725		0000000000	000000
P100	ZP11	PC1	50120154	0910	0015748631	自部署手直し（ＰＣ）	A0880	SNF	P0A596901	IK-5969S01    DRIVE PCB	2			20250725		0000000000	000000
P100	ZP11	PC1	50120154	0920	0015748632	他部署手直し（ＰＣ）	A0885	SNF	P0A596901	IK-5969S01    DRIVE PCB	2			20250725		0000000000	000000
P100	ZP11	PC1	50120154	0930	0015748633	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A596901	IK-5969S01    DRIVE PCB	2			20250725		0000000000	000000
P100	ZP11	PC1	50120154	0940	0015748634	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A596901	IK-5969S01    DRIVE PCB	2			20250725		0000000000	000000
P100	ZP11	PC1	50120159	0010	0015749131	メイン部品払出	CW010	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10	10		20250822		0000000000	000000
P100	ZP11	PC1	50120159	0020	0015749132	部品仕分け	C0931	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10	10		20250822		0000000000	000000
P100	ZP11	PC1	50120159	0021	0015749151	生産準備（ＰＣ）	A0863	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10			20250822		0000000000	000000
P100	ZP11	PC1	50120159	0030	0015749133	段取り（チップ実装）	A0800	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10			20250822		0000000000	000000
P100	ZP11	PC1	50120159	0040	0015749134	機械時間（チップ実装）	A0801	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10			20250822		0000000000	000000
P100	ZP11	PC1	50120159	0050	0015749135	作業時間（チップ実装）	A0802	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10			20250822		0000000000	000000
P100	ZP11	PC1	50120159	0060	0015749136	段取り（自挿）	A0810	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10	10	12	20250822		0000000000	000000
P100	ZP11	PC1	50120159	0070	0015749137	機械時間（自挿）	A0811	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10	10	7	20250822		0000000000	000000
P100	ZP11	PC1	50120159	0080	0015749138	作業時間（自挿）	A0812	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10	10	85	20250822		0000000000	000000
P100	ZP11	PC1	50120159	0090	0015749139	段取り（手挿・修正）	A0820	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10	10		20250822		0000000000	000000
P100	ZP11	PC1	50120159	0100	0015749141	作業時間（手挿）	A0822	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10	10	83	20250822		0000000000	000000
P100	ZP11	PC1	50120159	0110	0015749140	機械時間（手挿）	A0821	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10			20250822		0000000000	000000
P100	ZP11	PC1	50120159	0120	0015749142	作業時間（修正）	A0830	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10			20250822		0000000000	000000
P100	ZP11	PC1	50120159	0130	0015749144	段取り（検査）	A0850	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10			20250822		0000000000	000000
P100	ZP11	PC1	50120159	0140	0015749145	機械時間（検査）	A0851	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10			20250822		0000000000	000000
