プラント	指図タイプ	MRP管理者	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	予定数	工程実績	工数実績	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	ZPS2	CC0	40164887	1070	0015573317	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A7160600	ｹｰｽ金具構成表(BATT)	1			20250722	I-0334840-10-01-06-01	 	 
P100	ZPS2	CC0	40164887	1080	0015573318	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A7160600	ｹｰｽ金具構成表(BATT)	1			20250722	I-0334840-10-01-06-01	 	 
P100	ZPS2	CC0	40165374	0010	0015746282	ケース（板金）	A0310	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1	1	186	20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	0020	0015746283	ケース（NCT）	A0340	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1	1	5	20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	0030	0015746284	ケース（枠・組立）	A0320	MNN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1	1	245	20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	0040	0015746285	ケース（洗浄乾燥）	A0341	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1	1	25	20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	0050	0015746286	ケース（塗装）	A0330	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1	1	205	20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	1000	0015746295	ケース（焼付乾燥）	A0342	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1	1	20	20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	1010	0015746287	自部署手直し（ケース）	A0380	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1			20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	1020	0015746288	他部署手直し（ケース）	A0385	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1			20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	1030	0015746289	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1			20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	1040	0015746290	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1			20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	1050	0015746291	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1			20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	1060	0015746292	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1			20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	1070	0015746293	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1			20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165374	1080	0015746294	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A3180225	RCP-PL1-DD(ｸﾛﾑ)ｹｰｽ構成表	1			20250715	M-0340095-10-01-02	 	 
P100	ZPS2	CC0	40165375	0010	0015746296	ケース（板金）	A0310	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1	1	153	20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	0020	0015746297	ケース（NCT）	A0340	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1	1	4	20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	0030	0015746298	ケース（枠・組立）	A0320	MNN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1	1	315	20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	0040	0015746299	ケース（洗浄乾燥）	A0341	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1	1	25	20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	0050	0015746300	ケース（塗装）	A0330	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1	1	150	20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	1000	0015746309	ケース（焼付乾燥）	A0342	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1	1	20	20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	1010	0015746301	自部署手直し（ケース）	A0380	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1			20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	1020	0015746302	他部署手直し（ケース）	A0385	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1			20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	1030	0015746303	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1			20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	1040	0015746304	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1			20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	1050	0015746305	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1			20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	1060	0015746306	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1			20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	1070	0015746307	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1			20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165375	1080	0015746308	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A3180226	RCP-PL1-DD(ﾆｯｹﾙ)ｹｰｽ構成表	1			20250724	M-0340096-10-01-01	 	 
P100	ZPS2	CC0	40165376	0010	0015746310	ケース（板金）	A0310	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1	1	188	20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	0020	0015746311	ケース（NCT）	A0340	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1	1	6	20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	0030	0015746312	ケース（枠・組立）	A0320	MNN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1	1	385	20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	0040	0015746313	ケース（洗浄乾燥）	A0341	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1	1	25	20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	0050	0015746314	ケース（塗装）	A0330	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1	1	150	20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	1000	0015746323	ケース（焼付乾燥）	A0342	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1	1	20	20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	1010	0015746315	自部署手直し（ケース）	A0380	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1			20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	1020	0015746316	他部署手直し（ケース）	A0385	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1			20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	1030	0015746317	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1			20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	1040	0015746318	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1			20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	1050	0015746319	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1			20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	1060	0015746320	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1			20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	1070	0015746321	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1			20250715	M-0340084-10-01-01	 	 
P100	ZPS2	CC0	40165376	1080	0015746322	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A2215209	RCP-PL2-DD(亜鉛)ｹｰｽ構成表	1			20250715	M-0340084-10-01-01	 	 
P100	ZPS2	C51	40165389	0010	0015747419	メイン部品払出	CW010	NN	A00A2142900	ハーネス部材	1			20250807	G-0345817-10	 	 
P100	ZPS2	C51	40165389	0020	0015747420	部品仕分け	C0931	NN	A00A2142900	ハーネス部材	1			20250807	G-0345817-10	 	 
P100	ZPS2	C51	40165389	0030	0015747421	総合組立	C0911	MNN	A00A2142900	ハーネス部材	1	1	30	20250807	G-0345817-10	 	 
P100	ZPS2	C51	40165389	0040	0015747422	製品検査	C0951	NN	A00A2142900	ハーネス部材	1			20250807	G-0345817-10	 	 
P100	ZPS2	C51	40165389	0050	0015747423	製品仕上げ	C0914	NN	A00A2142900	ハーネス部材	1			20250807	G-0345817-10	 	 
P100	ZPS2	C51	40165389	1000	0015747428	出荷検査(大型)	C0962	NN	A00A2142900	ハーネス部材	1			20250807	G-0345817-10	 	 
P100	ZPS2	C51	40165389	1010	0015747424	組立大型手直(自責)	CZ010	NN	A00A2142900	ハーネス部材	1			20250807	G-0345817-10	 	 
P100	ZPS2	C51	40165389	1020	0015747425	組立大型手直(他責)	CZ020	NN	A00A2142900	ハーネス部材	1			20250807	G-0345817-10	 	 
P100	ZPS2	C51	40165389	1030	0015747426	検査大型手直し(自責)	C0971	NN	A00A2142900	ハーネス部材	1			20250807	G-0345817-10	 	 
P100	ZPS2	C51	40165389	1040	0015747427	検査大型手直し(他責)	C0981	NN	A00A2142900	ハーネス部材	1			20250807	G-0345817-10	 	 
P100	ZPS2	CC0	40165548	0010	0015796927	ケース（板金）	A0310	NN	J00A7249600	ケース(青伝)	1	1		20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	0020	0015796928	ケース（NCT）	A0340	NN	J00A7249600	ケース(青伝)	1	1		20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	0030	0015796929	ケース（枠・組立）	A0320	MNN	J00A7249600	ケース(青伝)	1	1		20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	0040	0015796930	ケース（洗浄乾燥）	A0341	NN	J00A7249600	ケース(青伝)	1	1		20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	0050	0015796931	ケース（塗装）	A0330	NN	J00A7249600	ケース(青伝)	1	1		20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	1000	0015796940	ケース（焼付乾燥）	A0342	NN	J00A7249600	ケース(青伝)	1	1		20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	1010	0015796932	自部署手直し（ケース）	A0380	NN	J00A7249600	ケース(青伝)	1			20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	1020	0015796933	他部署手直し（ケース）	A0385	NN	J00A7249600	ケース(青伝)	1		160	20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	1030	0015796934	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A7249600	ケース(青伝)	1			20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	1040	0015796935	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A7249600	ケース(青伝)	1			20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	1050	0015796936	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A7249600	ケース(青伝)	1			20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	1060	0015796937	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A7249600	ケース(青伝)	1			20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	1070	0015796938	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A7249600	ケース(青伝)	1			20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165548	1080	0015796939	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A7249600	ケース(青伝)	1			20250801	G-0332335-10-01-11	 	 
P100	ZPS2	CC0	40165552	0010	0015797362	ケース（板金）	A0310	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1	1		20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	0020	0015797363	ケース（NCT）	A0340	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1	1		20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	0030	0015797364	ケース（枠・組立）	A0320	MNN	J00A7250700	ｹｰｽ金具構成表(変更4)	1	1		20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	0040	0015797365	ケース（洗浄乾燥）	A0341	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1	1		20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	0050	0015797366	ケース（塗装）	A0330	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1	1		20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	1000	0015797375	ケース（焼付乾燥）	A0342	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1	1		20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	1010	0015797367	自部署手直し（ケース）	A0380	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1			20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	1020	0015797368	他部署手直し（ケース）	A0385	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1		50	20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	1030	0015797369	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1			20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	1040	0015797370	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1			20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	1050	0015797371	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1			20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	1060	0015797372	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1			20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	1070	0015797373	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1			20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CC0	40165552	1080	0015797374	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A7250700	ｹｰｽ金具構成表(変更4)	1			20250804	G-0334307-10-01-11	 	 
P100	ZPS2	CF0	40165577	0010	0015797935	入庫	A0410	NN	E00A6424200	ブスバー(青伝)	4	4		20250908	G-0327727-10-01-07	 	 
P100	ZPS2	CF0	40165577	1000	0015797934	ブスバー（加工）	A0410	MNN	E00A6424200	ブスバー(青伝)	4	4		20250908	G-0327727-10-01-07	 	 
P100	ZPS2	CF0	40165577	1010	0015797932	自部署手直し（ブスバー）	A0480	NN	E00A6424200	ブスバー(青伝)	4			20250908	G-0327727-10-01-07	 	 
P100	ZPS2	CF0	40165577	1020	0015797933	他部署手直し（ブスバー）	A0485	NN	E00A6424200	ブスバー(青伝)	4		20	20250908	G-0327727-10-01-07	 	 
P100	ZPS2	CF0	40165581	0010	0015799458	入庫	A0410	NN	E00A6424800	ブスバー	2	2		20250808	I-0331840-10-01-11	 	 
P100	ZPS2	CF0	40165581	1000	0015799457	ブスバー（加工）	A0410	MNN	E00A6424800	ブスバー	2	2		20250808	I-0331840-10-01-11	 	 
P100	ZPS2	CF0	40165581	1010	0015799455	自部署手直し（ブスバー）	A0480	NN	E00A6424800	ブスバー	2			20250808	I-0331840-10-01-11	 	 
P100	ZPS2	CF0	40165581	1020	0015799456	他部署手直し（ブスバー）	A0485	NN	E00A6424800	ブスバー	2		30	20250808	I-0331840-10-01-11	 	 
P100	ZPS2	CF0	40165596	0010	0015799701	入庫	A0410	NN	E00A6425700	ﾌﾞｽﾊﾞｰ構成表(変更2)	1	1		20250808	G-0334307-10-01-14	 	 
P100	ZPS2	CF0	40165596	1000	0015799700	ブスバー（加工）	A0410	MNN	E00A6425700	ﾌﾞｽﾊﾞｰ構成表(変更2)	1	1		20250808	G-0334307-10-01-14	 	 
P100	ZPS2	CF0	40165596	1010	0015799698	自部署手直し（ブスバー）	A0480	NN	E00A6425700	ﾌﾞｽﾊﾞｰ構成表(変更2)	1			20250808	G-0334307-10-01-14	 	 
P100	ZPS2	CF0	40165596	1020	0015799699	他部署手直し（ブスバー）	A0485	NN	E00A6425700	ﾌﾞｽﾊﾞｰ構成表(変更2)	1		30	20250808	G-0334307-10-01-14	 	 
P100	ZP11	PC1	50113745	0010	0013959273	メイン部品払出	CW010	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6	6		20250806		0000000000	000000
P100	ZP11	PC1	50113745	0020	0013959274	部品仕分け	C0931	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6	6		20250806		0000000000	000000
P100	ZP11	PC1	50113745	0030	0013959275	段取り（チップ実装）	A0800	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6	6	13	20250806		0000000000	000000
P100	ZP11	PC1	50113745	0040	0013959276	機械時間（チップ実装）	A0801	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6	6	73	20250806		0000000000	000000
P100	ZP11	PC1	50113745	0050	0013959277	作業時間（チップ実装）	A0802	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6	6	75	20250806		0000000000	000000
P100	ZP11	PC1	50113745	0060	0013959278	段取り（自挿）	A0810	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6			20250806		0000000000	000000
P100	ZP11	PC1	50113745	0070	0013959279	機械時間（自挿）	A0811	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6			20250806		0000000000	000000
P100	ZP11	PC1	50113745	0080	0013959280	作業時間（自挿）	A0812	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6			20250806		0000000000	000000
P100	ZP11	PC1	50113745	0090	0013959281	段取り（手挿・修正）	A0820	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6			20250806		0000000000	000000
P100	ZP11	PC1	50113745	0100	0013959282	作業時間（手挿）	A0822	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6	6	10	20250806		0000000000	000000
P100	ZP11	PC1	50113745	0110	0013959283	機械時間（手挿）	A0821	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6	6	10	20250806		0000000000	000000
P100	ZP11	PC1	50113745	0120	0013959284	作業時間（修正）	A0830	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6	6	47	20250806		0000000000	000000
P100	ZP11	PC1	50113745	0130	0013959285	段取り（検査）	A0850	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6		5	20250806		0000000000	000000
P100	ZP11	PC1	50113745	0140	0013959286	機械時間（検査）	A0851	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6			20250806		0000000000	000000
P100	ZP11	PC1	50113745	0150	0013959287	作業時間（仕上げ）	A0840	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6			20250806		0000000000	000000
P100	ZP11	PC1	50113745	0160	0013959288	作業時間（検査）	A0852	MFN	PZZA0554929	WK-5549D S29 200A AC CTRL	6		7	20250806		0000000000	000000
P100	ZP11	PC1	50113745	0910	0013959289	自部署手直し（ＰＣ）	A0880	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6			20250806		0000000000	000000
P100	ZP11	PC1	50113745	0920	0013959290	他部署手直し（ＰＣ）	A0885	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6			20250806		0000000000	000000
P100	ZP11	PC1	50113745	0930	0013959291	自部署手直し機械時間（ＰＣ）	A0890	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6			20250806		0000000000	000000
P100	ZP11	PC1	50113745	0940	0013959292	他部署手直し機械時間（ＰＣ）	A0895	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	6			20250806		0000000000	000000
P100	ZP11	PC1	50115007	0010	0014169858	メイン部品払出	CW010	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107	107		20250731		0000000000	000000
P100	ZP11	PC1	50115007	0020	0014169859	部品仕分け	C0931	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107	107	17	20250731		0000000000	000000
P100	ZP11	PC1	50115007	0030	0014169860	段取り（チップ実装）	A0800	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107	107	82	20250731		0000000000	000000
P100	ZP11	PC1	50115007	0040	0014169861	機械時間（チップ実装）	A0801	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107	107	764	20250731		0000000000	000000
P100	ZP11	PC1	50115007	0050	0014169862	作業時間（チップ実装）	A0802	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107	107	539	20250731		0000000000	000000
P100	ZP11	PC1	50115007	0060	0014169863	段取り（自挿）	A0810	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0070	0014169864	機械時間（自挿）	A0811	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0080	0014169865	作業時間（自挿）	A0812	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0090	0014169866	段取り（手挿・修正）	A0820	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107	107	110	20250731		0000000000	000000
P100	ZP11	PC1	50115007	0100	0014169867	作業時間（手挿）	A0822	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107	107	190	20250731		0000000000	000000
P100	ZP11	PC1	50115007	0110	0014169868	機械時間（手挿）	A0821	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0120	0014169869	作業時間（修正）	A0830	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0130	0014169870	段取り（検査）	A0850	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0140	0014169871	機械時間（検査）	A0851	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0150	0014169872	作業時間（仕上げ）	A0840	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0160	0014169873	作業時間（検査）	A0852	MFN	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0910	0014169874	自部署手直し（ＰＣ）	A0880	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0920	0014169875	他部署手直し（ＰＣ）	A0885	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0930	0014169876	自部署手直し機械時間（ＰＣ）	A0890	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50115007	0940	0014169877	他部署手直し機械時間（ＰＣ）	A0895	SNF	PZZA0554928	WK-5549D U28 DC CTRL_J	107			20250731		0000000000	000000
P100	ZP11	PC1	50116304	0010	0014487013	ＰＣ部品払出	CW010	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	32		20250220		0000000000	000000
P100	ZP11	PC1	50116304	0020	0014487014	部品仕分け	C0931	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	32		20250220		0000000000	000000
P100	ZP11	PC1	50116304	0030	0014487015	段取り（チップ実装）	A0800	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	32	43	20250220		0000000000	000000
P100	ZP11	PC1	50116304	0040	0014487016	機械時間（チップ実装）	A0801	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	32	133	20250220		0000000000	000000
P100	ZP11	PC1	50116304	0050	0014487017	作業時間（チップ実装）	A0802	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	32	106	20250220		0000000000	000000
P100	ZP11	PC1	50116304	0060	0014487018	段取り（自挿）	A0810	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	32	32	20250220		0000000000	000000
P100	ZP11	PC1	50116304	0070	0014487019	機械時間（自挿）	A0811	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	32	3	20250220		0000000000	000000
P100	ZP11	PC1	50116304	0080	0014487020	作業時間（自挿）	A0812	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	32	28	20250220		0000000000	000000
P100	ZP11	PC1	50116304	0090	0014487021	段取り（手挿・修正）	A0820	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32		15	20250220		0000000000	000000
P100	ZP11	PC1	50116304	0100	0014487022	作業時間（手挿）	A0822	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32			20250220		0000000000	000000
P100	ZP11	PC1	50116304	0110	0014487023	機械時間（手挿）	A0821	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32			20250220		0000000000	000000
P100	ZP11	PC1	50116304	0120	0014487024	作業時間（修正）	A0830	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	32	136	20250220		0000000000	000000
P100	ZP11	PC1	50116304	0130	0014487025	段取り（検査）	A0850	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32		14	20250220		0000000000	000000
P100	ZP11	PC1	50116304	0140	0014487026	機械時間（検査）	A0851	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	32	54	20250220		0000000000	000000
