連番1	連番2	連番3	所要区分	親指図番号	割当(WBS)	受注伝票	入出庫番号	入庫保管場所	親品目コード	親品目テキスト	原価センタテキスト	出荷伝票	出庫数量	親MRP管理者	親指図計画開始日	親指図計画終了日	BOM明細番号	子指図番号	子品目コード	子品目テキスト	所要日	所要残数	在庫数	在庫引当	所要引当残数	子MRP管理者	購買発注番号	子指図計画開始日	子指図計画終了日	計画数量	計画引当	計画引当残数	作業区４	作業区５	払出完了	進捗	工程(子)	C	A	C,A以外	作業0020時間(分)	作業0030時間(分)	作業0040時間(分)	作業0050時間(分)	作業0060時間(分)	検査	標準原価	指図テキスト
0000000421	0000000015		製造指図出庫	40163708	I-0341568-10-01-04		8102198-0095		A00A2103601	AU50N-A7-11-11(本体)			1.000	C28	2026/01/23	2026/03/23	0950		P00A0734301	IK-7343 U01 ACV検出PCB	2026/01/23	3.000	26.000	0.000	3.000																						4,090.000000	
0000000422	0000000001		製造指図出庫	40164427	I-0341955-10-01-05		8125675-0040		A00A2120502	SFST100TGB インバータ盤			1.000	C28	2026/01/23	2026/03/02	0400		P00A0734408	IK-7344B U08	2026/01/23	1.000	0.000	0.000	1.000																						17,506.000000	
0000000423	0000000001		製造指図出庫	40163134	I-0338094-10-01-05		8090445-0044		A00A2100902	SFST50SGB-100MSP INV盤			1.000	C28	2025/12/03	2026/02/02	0440		P00A0734411	IK-7344B U11	2025/12/03	1.000	0.000	0.000	1.000																						15,687.000000	
0000000424	0000000001		製造指図出庫	40151683	I-0316835-10-01-01		7767379-0048		A00A1954802	SFST30SGB1-150MSP(INV)			1.000	C28	2025/10/06	2026/01/09	0480		P00A0734416	IK-7344B U16	2025/10/06	1.000	4.000	1.000	0.000																						15,512.000000	
0000000425	0000000001		製造指図出庫	40164385	I-0341871-10-01-02		8124378-0046		A00A2115502	SFST15SGB1-24FPX INV盤			1.000	C28	2025/12/09	2026/01/27	0460		P00A0734417	IK-7344B U17	2025/12/09	1.000	1.000	1.000	0.000																						10,838.000000	
0000000426	0000000002		製造指図出庫	40162535	I-0330825-10-01-05		8064469-0043		A00A2017802	SFST15SGB1 インバータ盤			1.000	C28	2025/12/11	2026/01/28	0430		P00A0734417	IK-7344B U17	2025/12/11	1.000	1.000	0.000	1.000																						10,838.000000	
0000000427	0000000001		製造指図出庫	40163150	I-0339151-10-01-02		8090467-0042		A00A2106502	SFST30SGBS INV盤			1.000	C28	2025/12/19	2026/02/05	0420		P00A0734421	IK-7344B U21	2025/12/19	1.000	0.000	0.000	1.000																						15,303.000000	
0000000428	0000000001		製造指図出庫	40162442	I-0335841-10-01-05		8063468-0053		A00A2083202	SFST40TGB INV盤 電気			1.000	C28	2025/08/20	2025/10/15	0530		P00A0734423	IK-7344B U23	2025/08/20	1.000	1.000	1.000	0.000																						15,438.000000	
0000000429	0000000002	0000000001	製造指図出庫	40162462	I-0335841-30-01-05		8063489-0053		A00A2085602	SFST40TGB INV盤 計装			1.000	C28	2025/08/26	2025/10/15	0530	50120189	P00A0734423	IK-7344B U23	2025/08/26	1.000	1.000	0.000	1.000	PC1		2025/07/25	2025/08/21	1.000	1.000	0.000	A0801	A0802	＊	＊＊＊＊＊＊＊○		132	30	5	0.000	22.000	15.000	1.000	22.000		15,438.000000	
0000000430	0000000001		製造指図出庫	40151683	I-0316835-10-01-01		7767379-0049		A00A1954802	SFST30SGB1-150MSP(INV)			1.000	C28	2025/10/06	2026/01/09	0490		P00A0734700	IK-7347 A DCV,DCI検出PCB	2025/10/06	1.000	9.000	1.000	0.000																						13,509.000000	
0000000431	0000000002		製造指図出庫	40163150	I-0339151-10-01-02		8090467-0043		A00A2106502	SFST30SGBS INV盤			1.000	C28	2025/12/19	2026/02/05	0430		P00A0734700	IK-7347 A DCV,DCI検出PCB	2025/12/19	1.000	9.000	1.000	0.000																						13,509.000000	
0000000432	0000000001		製造指図出庫	40162442	I-0335841-10-01-05		8063468-0041		A00A2083202	SFST40TGB INV盤 電気			1.000	C28	2025/08/20	2025/10/15	0410		P00A0734701	IK-7347 A S01 DCV,DCI検出	2025/08/20	1.000	2.000	1.000	0.000																						11,941.000000	
0000000433	0000000002		製造指図出庫	40162462	I-0335841-30-01-05		8063489-0045		A00A2085602	SFST40TGB INV盤 計装			1.000	C28	2025/08/26	2025/10/15	0450		P00A0734701	IK-7347 A S01 DCV,DCI検出	2025/08/26	1.000	2.000	1.000	0.000																						11,941.000000	
0000000434	0000000003		製造指図出庫	40163134	I-0338094-10-01-05		8090445-0045		A00A2100902	SFST50SGB-100MSP INV盤			1.000	C28	2025/12/03	2026/02/02	0450		P00A0734701	IK-7347 A S01 DCV,DCI検出	2025/12/03	1.000	2.000	0.000	1.000																						11,941.000000	
0000000435	0000000004		製造指図出庫	40164385	I-0341871-10-01-02		8124378-0047		A00A2115502	SFST15SGB1-24FPX INV盤			1.000	C28	2025/12/09	2026/01/27	0470		P00A0734701	IK-7347 A S01 DCV,DCI検出	2025/12/09	1.000	2.000	0.000	1.000																						11,941.000000	
0000000436	0000000005		製造指図出庫	40162535	I-0330825-10-01-05		8064469-0044		A00A2017802	SFST15SGB1 インバータ盤			1.000	C28	2025/12/11	2026/01/28	0440		P00A0734701	IK-7347 A S01 DCV,DCI検出	2025/12/11	1.000	2.000	0.000	1.000																						11,941.000000	
0000000437	0000000001		製造指図出庫	40164427	I-0341955-10-01-05		8125675-0041		A00A2120502	SFST100TGB インバータ盤			1.000	C28	2026/01/23	2026/03/02	0410		P00A0734702	IK-7347 A S02 DCV,DCI検出	2026/01/23	1.000	0.000	0.000	1.000																						20,198.000000	
0000000438	0000000001		製造指図出庫	40162440	I-0335841-10-01-04		8063466-0024		A00A2083201	SFST40TGB 入出力盤 電気			1.000	C28	2025/08/20	2025/10/15	0240		P00A0735001	IK-7350 A U01 外送I/O_PCB	2025/08/20	1.000	3.000	1.000	0.000																						9,420.000000	
0000000439	0000000002		製造指図出庫	40162460	I-0335841-30-01-04		8063487-0024		A00A2085601	SFST40TGB 入出力盤 計装			1.000	C28	2025/08/26	2025/10/15	0240		P00A0735001	IK-7350 A U01 外送I/O_PCB	2025/08/26	1.000	3.000	1.000	0.000																						9,420.000000	
0000000440	0000000003		製造指図出庫	40151686	I-0316835-10-01-02		7767382-0043		A00A1954801	SFST30SGB1-150MSP(I/O)			1.000	C28	2025/10/06	2026/01/09	0430		P00A0735001	IK-7350 A U01 外送I/O_PCB	2025/10/06	1.000	3.000	1.000	0.000																						9,420.000000	
0000000441	0000000004		製造指図出庫	40163132	I-0338094-10-01-04		8090443-0006		A00A2100901	SFST50SGB-100MSP I/O盤			1.000	C28	2025/12/03	2026/02/02	0060		P00A0735001	IK-7350 A U01 外送I/O_PCB	2025/12/03	1.000	3.000	0.000	1.000																						9,420.000000	
0000000442	0000000005		製造指図出庫	40162533	I-0330825-10-01-04		8064467-0035		A00A2017801	SFST15SGB1 入出力盤			1.000	C28	2025/12/11	2026/01/28	0350		P00A0735001	IK-7350 A U01 外送I/O_PCB	2025/12/11	1.000	3.000	0.000	1.000																						9,420.000000	
0000000443	0000000006		製造指図出庫	40163147	I-0339151-10-01-01		8090464-0007		A00A2106501	SFST30SGBS 入出力盤			1.000	C28	2025/12/19	2026/02/05	0070		P00A0735001	IK-7350 A U01 外送I/O_PCB	2025/12/19	1.000	3.000	0.000	1.000																						9,420.000000	
0000000444	0000000007		製造指図出庫	40164425	I-0341955-10-01-04		8125673-0023		A00A2120501	SFST100TGB 入出力盤			1.000	C28	2026/01/23	2026/03/02	0230		P00A0735001	IK-7350 A U01 外送I/O_PCB	2026/01/23	1.000	3.000	0.000	1.000																						9,420.000000	
0000000445	0000000001		製造指図出庫	40162442	I-0335841-10-01-05		8063468-0042		A00A2083202	SFST40TGB INV盤 電気			1.000	C28	2025/08/20	2025/10/15	0420		P00A0735100	IK-7351 MC駆動,MCBｱﾝｻPCB	2025/08/20	2.000	7.000	2.000	0.000																						3,792.000000	
0000000446	0000000002		製造指図出庫	40162462	I-0335841-30-01-05		8063489-0046		A00A2085602	SFST40TGB INV盤 計装			1.000	C28	2025/08/26	2025/10/15	0460		P00A0735100	IK-7351 MC駆動,MCBｱﾝｻPCB	2025/08/26	2.000	7.000	2.000	0.000																						3,792.000000	
0000000447	0000000003		製造指図出庫	40151683	I-0316835-10-01-01		7767379-0050		A00A1954802	SFST30SGB1-150MSP(INV)			1.000	C28	2025/10/06	2026/01/09	0500		P00A0735100	IK-7351 MC駆動,MCBｱﾝｻPCB	2025/10/06	2.000	7.000	2.000	0.000																						3,792.000000	
0000000448	0000000004		製造指図出庫	40163134	I-0338094-10-01-05		8090445-0046		A00A2100902	SFST50SGB-100MSP INV盤			1.000	C28	2025/12/03	2026/02/02	0460		P00A0735100	IK-7351 MC駆動,MCBｱﾝｻPCB	2025/12/03	2.000	7.000	1.000	1.000																						3,792.000000	
0000000449	0000000005		製造指図出庫	40164385	I-0341871-10-01-02		8124378-0048		A00A2115502	SFST15SGB1-24FPX INV盤			1.000	C28	2025/12/09	2026/01/27	0480		P00A0735100	IK-7351 MC駆動,MCBｱﾝｻPCB	2025/12/09	2.000	7.000	0.000	2.000																						3,792.000000	
0000000450	0000000006		製造指図出庫	40162535	I-0330825-10-01-05		8064469-0045		A00A2017802	SFST15SGB1 インバータ盤			1.000	C28	2025/12/11	2026/01/28	0450		P00A0735100	IK-7351 MC駆動,MCBｱﾝｻPCB	2025/12/11	2.000	7.000	0.000	2.000																						3,792.000000	
0000000451	0000000007		製造指図出庫	40163150	I-0339151-10-01-02		8090467-0044		A00A2106502	SFST30SGBS INV盤			1.000	C28	2025/12/19	2026/02/05	0440		P00A0735100	IK-7351 MC駆動,MCBｱﾝｻPCB	2025/12/19	2.000	7.000	0.000	2.000																						3,792.000000	
0000000452	0000000008		製造指図出庫	40164427	I-0341955-10-01-05		8125675-0042		A00A2120502	SFST100TGB インバータ盤			1.000	C28	2026/01/23	2026/03/02	0420		P00A0735100	IK-7351 MC駆動,MCBｱﾝｻPCB	2026/01/23	2.000	7.000	0.000	2.000																						3,792.000000	
0000000453	0000000001		製造指図出庫	40162943	G-0340082-20	340082-0020	8085665-0158		A00A2077300	柱上形SVG本体(7G)			1.000	CJ0	2025/09/19	2025/11/20	1570		P00A0736300	GK-7363 PCB	2025/09/19	1.000	7.000	1.000	0.000																						39,130.000000	
0000000454	0000000002		製造指図出庫	40162944	G-0340082-30	340082-0030	8085666-0158		A00A2077300	柱上形SVG本体(7G)			1.000	CJ0	2025/10/22	2026/01/23	1570		P00A0736300	GK-7363 PCB	2025/10/22	1.000	7.000	1.000	0.000																						39,130.000000	
0000000455	0000000003		製造指図出庫	40163861	G-0342003-10	342003-0010	8103791-0158		A00A2117400	柱上形SVG本体(7G)前田電機			1.000	CJ0	2025/11/20	2026/02/20	1570		P00A0736300	GK-7363 PCB	2025/11/20	1.000	7.000	1.000	0.000																						39,130.000000	
0000000456	0000000001		製造指図出庫	RWF89581H			7926636-0004						1.000	C40	2024/09/03	2025/08/27	X004		P00A0736705	IK-7367 U05	2024/09/03	1.000	1.000	1.000	0.000																						70,601.000000	
0000000457	0000000001	0000000001	製造指図出庫	40163909	I-0326877-10-01-08		8105212-0020		U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ			1.000	C29	2025/07/11	2025/10/10	0200	50120235	P00A0736905	IK-7369 U05 GATE PCB	2025/07/11	1.000	0.000	0.000	1.000	PC1		2025/08/25	2025/09/01	3.000	1.000	2.000	A0801	A0802	○	＊＊○○○○○○		369	358	189	0.000	27.000	15.000	1.000	31.000		28,384.000000	TQM250704767「日本ガイシ　石川工場」向け「SRG-200TG-NAS」に使用したため緊
0000000458	0000000002	0000000001	製造指図出庫	40163937	I-0326879-10-01-08		8105243-0020		U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ			1.000	C29	2025/07/11	2025/11/17	0200	50120235	P00A0736905	IK-7369 U05 GATE PCB	2025/07/11	1.000	0.000	0.000	1.000	PC1		2025/08/25	2025/09/01	3.000	1.000	1.000	A0801	A0802	○	＊＊○○○○○○		369	358	189	0.000	27.000	15.000	1.000	31.000		28,384.000000	TQM250704767「日本ガイシ　石川工場」向け「SRG-200TG-NAS」に使用したため緊
0000000459	0000000003	0000000001	製造指図出庫	40163951	I-0326880-10-01-08		8105279-0020		U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ			1.000	C29	2025/07/11	2025/12/02	0200	50120235	P00A0736905	IK-7369 U05 GATE PCB	2025/07/11	1.000	0.000	0.000	1.000	PC1		2025/08/25	2025/09/01	3.000	1.000	0.000	A0801	A0802	○	＊＊○○○○○○		369	358	189	0.000	27.000	15.000	1.000	31.000		28,384.000000	TQM250704767「日本ガイシ　石川工場」向け「SRG-200TG-NAS」に使用したため緊
0000000460	0000000001		製造指図出庫	40163956	I-0326880-10-01-09		8105285-0026		U00A0323702	＆SRG-10TG INV/CHOP-V1			1.000	C29	2025/07/11	2025/12/02	0260		P00A0736906	IK-7369 U06 GATE PCB	2025/07/11	1.000	3.000	1.000	0.000																						28,041.000000	
0000000461	0000000001		製造指図出庫	40163942	I-0326879-10-01-09		8105248-0027		U00A0288002	＆SRG-20TG INV/CHOP-V1			1.000	C29	2025/07/11	2025/11/17	0270		P00A0736907	IK-7369 U07 GATE PCB	2025/07/11	1.000	3.000	1.000	0.000																						28,185.000000	
0000000462	0000000001		製造指図出庫	40163914	I-0326877-10-01-09		8105217-0031		U00A0287802	＆SRG-50TG INV/CHOP-V1			1.000	C29	2025/07/11	2025/10/10	0310		P00A0736909	IK-7369 U09 GATE PCB	2025/07/11	1.000	3.000	1.000	0.000																						28,190.000000	
0000000463	0000000001		製造指図出庫	40153280	I-0320172-10-01-05		7815056-0084		A00A1975502	SIT7.5SGD(INV)			1.000	C28	2024/08/08	2026/03/13	0840		P00A0737201	IK-7372 S01	2024/08/08	1.000	29.000	1.000	0.000																						1,585.000000	
0000000464	0000000002		製造指図出庫	40156562	I-0326875-10-01-05		7870465-0079		A00A2019702	SRM75TGD/SYS30(ｲﾝﾊﾞｰﾀ盤)			1.000	C28	2025/03/04	2025/11/14	0790		P00A0737201	IK-7372 S01	2025/03/04	1.000	29.000	1.000	0.000																						1,585.000000	
0000000465	0000000003		製造指図出庫	40154947	I-0316842-10-01-05		7847275-0082		A00A1954502	Ｎｏ．１ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/10/08	0820		P00A0737201	IK-7372 S01	2025/06/09	2.000	29.000	2.000	0.000																						1,585.000000	
0000000466	0000000004		製造指図出庫	40154949	I-0316842-10-01-06		7847277-0082		A00A1954503	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/10/08	0820		P00A0737201	IK-7372 S01	2025/06/09	2.000	29.000	2.000	0.000																						1,585.000000	
0000000467	0000000005		製造指図出庫	40154930	I-0316840-10-01-05		7847125-0084		A00A1954402	Ｎｏ．１ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0840		P00A0737201	IK-7372 S01	2025/06/09	2.000	29.000	2.000	0.000																						1,585.000000	
0000000468	0000000006		製造指図出庫	40154932	I-0316840-10-01-06		7847127-0084		A00A1954403	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0840		P00A0737201	IK-7372 S01	2025/06/09	2.000	29.000	2.000	0.000																						1,585.000000	
0000000469	0000000007		製造指図出庫	40162318	I-0331840-10-01-06		8062734-0036		A00A1994803	SST100TGD-V2(インバータ)			2.000	C28	2025/07/22	2025/09/26	0360		P00A0737201	IK-7372 S01	2025/07/22	2.000	29.000	2.000	0.000																						1,585.000000	
0000000470	0000000008		製造指図出庫	40163744	I-0341561-10-01-04		8102234-0094		A00A2102801	AU30N-A7-11-21(本体)			1.000	C28	2025/09/03	2025/10/10	0940		P00A0737201	IK-7372 S01	2025/09/03	2.000	29.000	2.000	0.000																						1,585.000000	
0000000471	0000000009		製造指図出庫	40163753	I-0341565-10-01-04		8102244-0093		A00A2103001	AU40N-A7-11-11(本体)			1.000	C28	2025/09/03	2026/01/28	0930		P00A0737201	IK-7372 S01	2025/09/03	2.000	29.000	2.000	0.000																						1,585.000000	
0000000472	0000000010		製造指図出庫	40163681	I-0341567-10-01-04		8102171-0096		A00A2103401	AU50N-A7-11-11(本体)			1.000	C28	2025/09/12	2025/10/23	0960		P00A0737201	IK-7372 S01	2025/09/12	2.000	29.000	2.000	0.000																						1,585.000000	
0000000473	0000000011		製造指図出庫	40163735	I-0341548-10-01-04		8102225-0095		A00A2102601	AU30N-A7-12-11(本体)			1.000	C28	2025/09/25	2025/11/05	0950		P00A0737201	IK-7372 S01	2025/09/25	2.000	29.000	2.000	0.000																						1,585.000000	
0000000474	0000000012		製造指図出庫	40165394	I-0345250-10-01-01		8170319-0031		U1A068003	＆I2000B-3-75KVA(IK-7159)			1.000	C51	2025/10/01	2025/10/14	0310		P00A0737201	IK-7372 S01	2025/10/01	2.000	29.000	2.000	0.000																						1,585.000000	
0000000475	0000000013		製造指図出庫	40154554	I-0317660-10-01-04		7839186-0083		A00A1957501	ＣＶＣＦ盤			1.000	C28	2025/10/03	2026/01/06	0830		P00A0737201	IK-7372 S01	2025/10/03	1.000	29.000	1.000	0.000																						1,585.000000	
0000000476	0000000014		製造指図出庫	40163726	I-0341530-10-01-04		8102216-0090		A00A2102001	AU15N-A7-11-11(本体)			1.000	C28	2025/10/09	2025/11/17	0900		P00A0737201	IK-7372 S01	2025/10/09	2.000	29.000	2.000	0.000																						1,585.000000	
0000000477	0000000015		製造指図出庫	40162654	I-0338670-10-01-05		8065646-0080		A00A2081702	SIT15SGD/SKS200(INV)			1.000	C28	2025/10/20	2025/12/02	0800		P00A0737201	IK-7372 S01	2025/10/20	1.000	29.000	1.000	0.000																						1,585.000000	
0000000478	0000000016		製造指図出庫	40162590	I-0337012-10-01-04		8065409-0080		A00A2088601	AUD30N-A5-1-11 No.1ｲﾝﾊﾞｰﾀ			1.000	C28	2025/10/22	2025/12/16	0800		P00A0737201	IK-7372 S01	2025/10/22	2.000	29.000	2.000	0.000																						1,585.000000	
0000000479	0000000017		製造指図出庫	40162592	I-0337012-10-01-05		8065411-0080		A00A2088602	AUD30N-A5-1-11 No.2ｲﾝﾊﾞｰﾀ			1.000	C28	2025/10/22	2025/12/16	0800		P00A0737201	IK-7372 S01	2025/10/22	2.000	29.000	1.000	1.000																						1,585.000000	
0000000480	0000000018		製造指図出庫	40162643	I-0316556-10-01-05		8065635-0076		A00A1953602	SIT10SGD/SKTKS30X5(INV盤)			1.000	C28	2025/10/28	2025/12/05	0760		P00A0737201	IK-7372 S01	2025/10/28	1.000	29.000	0.000	1.000																						1,585.000000	
0000000481	0000000019		製造指図出庫	40163101	I-0338328-10-01-05		8089550-0066		A00A2070302	SIT2SGD/SKS40-50MSP(INV)			1.000	C28	2025/11/06	2025/12/25	0660		P00A0737201	IK-7372 S01	2025/11/06	1.000	29.000	0.000	1.000																						1,585.000000	
0000000482	0000000020		製造指図出庫	40164645	I-0343557-10-01-04		8136272-0093		A00A2128001	AU40N-A7-11-11(本体)			1.000	C28	2025/11/06	2025/12/25	0930		P00A0737201	IK-7372 S01	2025/11/06	2.000	29.000	0.000	2.000																						1,585.000000	
0000000483	0000000021		製造指図出庫	40163009	I-0339865-10-01-04		8087003-0093		A00A2101801	AU40N-A7-11-21(本体)			1.000	C28	2025/11/17	2026/01/16	0930		P00A0737201	IK-7372 S01	2025/11/17	2.000	29.000	0.000	2.000																						1,585.000000	
0000000484	0000000022		製造指図出庫	40165271	I-0345346-10-01-04		8164443-0074		A00A2143101	SFT10SGD-100MSPV1(CVCF)			1.000	C28	2025/12/04	2026/01/15	0740		P00A0737201	IK-7372 S01	2025/12/04	1.000	29.000	0.000	1.000																						1,585.000000	
0000000485	0000000023		製造指図出庫	40163717	I-0341538-10-01-04		8102207-0090		A00A2102201	AU15N-A7-11-11(本体)			1.000	C28	2025/12/08	2026/02/09	0900		P00A0737201	IK-7372 S01	2025/12/08	2.000	29.000	0.000	2.000																						1,585.000000	
0000000486	0000000024		製造指図出庫	40163762	I-0341546-10-01-04		8102254-0090		A00A2102401	AU20N-A7-11-11(本体)			1.000	C28	2025/12/17	2026/02/20	0900		P00A0737201	IK-7372 S01	2025/12/17	2.000	29.000	0.000	2.000																						1,585.000000	
0000000487	0000000025		製造指図出庫	40163690	I-0341566-10-01-04		8102180-0097		A00A2103201	AU50N-A7-12-11(本体)			1.000	C28	2025/12/22	2026/03/05	0970		P00A0737201	IK-7372 S01	2025/12/22	2.000	29.000	0.000	2.000																						1,585.000000	
0000000488	0000000026		製造指図出庫	40163699	I-0341574-10-01-04		8102189-0096		A00A2103801	AU50N-A7-11-11(本体)			1.000	C28	2026/01/14	2026/03/16	0960		P00A0737201	IK-7372 S01	2026/01/14	2.000	29.000	0.000	2.000																						1,585.000000	
0000000489	0000000027		製造指図出庫	40163708	I-0341568-10-01-04		8102198-0096		A00A2103601	AU50N-A7-11-11(本体)			1.000	C28	2026/01/23	2026/03/23	0960		P00A0737201	IK-7372 S01	2026/01/23	2.000	29.000	0.000	2.000																						1,585.000000	
0000000490	0000000001	0000000001	製造指図出庫	40164689	G-0343769-30	343769-0030	8137123-0003		A00A2128400	SIN49.5SXT(9V5.5KA 15-45)			1.000	C17	2025/09/05	2025/11/13	0020	50120195	P00A0738503	IK-7385A S03 PCB	2025/09/05	1.000	0.000	0.000	1.000	PC1		2025/07/29	2025/08/25	32.000	1.000	31.000	A0801	A0802	○	○○○○○○○○		11,586	225	1,664	0.000	45.000	19.000	1.000	13.000		19,601.000000	
0000000491	0000000002	0000000001	製造指図出庫	40164690	G-0343769-40	343769-0040	8137124-0003		A00A2128500	SIN72SXT(9V8KA 15-45HZ)			1.000	C17	2025/09/05	2025/11/18	0020	50120195	P00A0738503	IK-7385A S03 PCB	2025/09/05	1.000	0.000	0.000	1.000	PC1		2025/07/29	2025/08/25	32.000	1.000	30.000	A0801	A0802	○	○○○○○○○○		11,586	225	1,664	0.000	45.000	19.000	1.000	13.000		19,601.000000	
0000000492	0000000003	0000000001	製造指図出庫	40164691	G-0343769-50	343769-0050	8137125-0003		A00A2128600	SIN68SXT(8V8.5KA 10-35Hz)			5.000	C17	2025/09/05	2025/11/28	0020	50120195	P00A0738503	IK-7385A S03 PCB	2025/09/05	5.000	0.000	0.000	5.000	PC1		2025/07/29	2025/08/25	32.000	5.000	25.000	A0801	A0802	○	○○○○○○○○		11,586	225	1,664	0.000	45.000	19.000	1.000	13.000		19,601.000000	
0000000493	0000000004	0000000001	在庫転送				8108145-0100	1142					30.000					50120195	P00A0738503	IK-7385A S03 PCB	2025/09/09	30.000	0.000	0.000	30.000	PC1		2025/07/29	2025/08/25	32.000	25.000	0.000	A0801	A0802	○	○○○○○○○○		11,586	225	1,664	0.000	45.000	19.000	1.000	13.000		19,601.000000	
0000000494	0000000004	0000000002	在庫転送				8108145-0100	1142					30.000					50120304	P00A0738503	IK-7385A S03 PCB	2025/09/09	30.000	0.000	0.000	30.000	PC1		2025/08/08	2025/09/04	8.000	5.000	3.000	A0801	A0802	○	○○○○○○○○		2,898	57	416	0.000	45.000	19.000	1.000	13.000		19,601.000000	
0000000495	0000000005	0000000002	製造指図出庫	40164692	G-0343769-60	343769-0060	8137126-0003		A00A2128700	SIN64SXT(8V8KA 10-35Hz)			4.000	C17	2025/10/03	2025/12/04	0020	50120304	P00A0738503	IK-7385A S03 PCB	2025/10/03	4.000	0.000	0.000	4.000	PC1		2025/08/08	2025/09/04	8.000	3.000	0.000	A0801	A0802	○	○○○○○○○○		2,898	57	416	0.000	45.000	19.000	1.000	13.000		19,601.000000	
0000000496	0000000005		製造指図出庫	40164692	G-0343769-60	343769-0060	8137126-0003		A00A2128700	SIN64SXT(8V8KA 10-35Hz)			4.000	C17	2025/10/03	2025/12/04	0020		P00A0738503	IK-7385A S03 PCB	2025/10/03	4.000	0.000	0.000	4.000																						19,601.000000	
0000000497	0000000006		製造指図出庫	40161441	G-0336672-10	336672-0010	8041350-0080		A00A2082100	KTA4F6-1000-1000SCVPR400K			1.000	C17	2025/10/16	2026/03/27	0720		P00A0738503	IK-7385A S03 PCB	2025/10/16	1.000	0.000	0.000	1.000																						19,601.000000	
0000000498	0000000007		製造指図出庫	40164693	G-0343769-70	343769-0070	8137128-0003		A00A2128800	SIN52.5SXT(7V7.5KA 8-35)			4.000	C17	2025/10/24	2025/12/09	0020		P00A0738503	IK-7385A S03 PCB	2025/10/24	4.000	0.000	0.000	4.000																						19,601.000000	
0000000499	0000000008		製造指図出庫	40164371	G-0340097-10-01-10		8116804-0002		U00A0392800	IK-4409C CC CNT UNIT			2.000	C19	2025/11/07	2026/02/16	0020		P00A0738503	IK-7385A S03 PCB	2025/11/07	2.000	0.000	0.000	2.000																						19,601.000000	
0000000500	0000000001		製造指図出庫	40162037	I-0338415-10	338415-0010	8057988-0059		A00A2104100	FC-20K-20T-03 Ver3.2			1.000	C25	2025/10/21	2025/11/21	0580		P00A0739116	IK-7391B U16	2025/10/21	1.000	0.000	0.000	1.000																						75,978.000000	
0000000501	0000000001	0000000001	製造指図出庫	40162290	I-0338924-10	338924-0010	8062398-0059		A00A2104200	BPV-500K-42T-13 NAS			1.000	C26	2025/09/03	2025/11/14	0580	50120268	P00A0739120	IK-7391B U20	2025/09/03	1.000	0.000	0.000	1.000	PC1		2025/08/06	2025/09/02	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		1,164	10	16	0.000	62.000	89.000	17.000	6.000		69,158.000000	
0000000502	0000000001	0000000001	製造指図出庫	40164398	M-0343044-10	343044-0010	8124983-0147		A00A2076700	MRT-800015HPR2 CL			2.000	B50	2025/09/01	2025/09/16	1470	50119190	P00A0740804	MK-7408B U04 HPR CC-LINK	2025/09/01	2.000	0.000	0.000	2.000	PC1		2025/07/29	2025/08/25	18.000	2.000	16.000	A0801	A0802	＊	＊＊＊＊＊＊○○		2,538	54	378	0.000	36.000	21.000	4.000	9.000		15,990.000000	MRT HPR先行手配分
0000000503	0000000002	0000000001	製造指図出庫	60016624	K-0000322-01-08		8153948-0149		A00A2076700	MRT-800015HPR2 CL			1.000	B50	2025/09/01	2025/09/16	X149	50119190	P00A0740804	MK-7408B U04 HPR CC-LINK	2025/09/01	1.000	0.000	0.000	1.000	PC1		2025/07/29	2025/08/25	18.000	1.000	15.000	A0801	A0802	＊	＊＊＊＊＊＊○○		2,538	54	378	0.000	36.000	21.000	4.000	9.000		15,990.000000	MRT HPR先行手配分
0000000504	0000000003	0000000001	製造指図出庫	40165311	M-0345640-10	345640-0010	8164778-0148		A00A2076700	MRT-800015HPR2 CL			2.000	B50	2025/10/02	2025/10/29	1470	50119190	P00A0740804	MK-7408B U04 HPR CC-LINK	2025/10/02	2.000	0.000	0.000	2.000	PC1		2025/07/29	2025/08/25	18.000	2.000	13.000	A0801	A0802	＊	＊＊＊＊＊＊○○		2,538	54	378	0.000	36.000	21.000	4.000	9.000		15,990.000000	MRT HPR先行手配分
0000000505	0000000004	0000000001	製造指図出庫	40165443	M-0346001-10	346001-0010	8171022-0148		A00A2076700	MRT-800015HPR2 CL			2.000	B50	2025/10/02	2025/10/29	1470	50119190	P00A0740804	MK-7408B U04 HPR CC-LINK	2025/10/02	2.000	0.000	0.000	2.000	PC1		2025/07/29	2025/08/25	18.000	2.000	11.000	A0801	A0802	＊	＊＊＊＊＊＊○○		2,538	54	378	0.000	36.000	21.000	4.000	9.000		15,990.000000	MRT HPR先行手配分
