連番1	連番2	連番3	所要区分	親指図番号	割当(WBS)	受注伝票	入出庫番号	入庫保管場所	親品目コード	親品目テキスト	原価センタテキスト	出荷伝票	出庫数量	親MRP管理者	親指図計画開始日	親指図計画終了日	BOM明細番号	子指図番号	子品目コード	子品目テキスト	所要日	所要残数	在庫数	在庫引当	所要引当残数	子MRP管理者	購買発注番号	子指図計画開始日	子指図計画終了日	計画数量	計画引当	計画引当残数	作業区４	作業区５	払出完了	進捗	工程(子)	C	A	C,A以外	作業0020時間(分)	作業0030時間(分)	作業0040時間(分)	作業0050時間(分)	作業0060時間(分)	検査	標準原価	指図テキスト
0000002374	0000000004	0000000001	製造指図出庫	40154932	I-0316840-10-01-06		7847127-0094		A00A1954403	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0940	50119930	PZZA05320G6	IK-5320A UG6 SENSOR.PCB	2025/06/09	1.000	2.000	0.000	1.000	PC1		2025/07/09	2025/07/30	8.000	1.000	6.000	A0801	A0802	＊	＊＊○＊○○○○		0	1,440	352	0.000	0.000	0.000	0.000	34.000		23,963.000000	
0000002375	0000000005	0000000001	製造指図出庫	40162171	I-0316838-10-01-05		8059833-0092		A00A1954202	Ｎｏ．１ＣＶＣＦ盤			1.000	C28	2025/07/25	2025/09/16	0920	50119930	PZZA05320G6	IK-5320A UG6 SENSOR.PCB	2025/07/25	1.000	2.000	0.000	1.000	PC1		2025/07/09	2025/07/30	8.000	1.000	5.000	A0801	A0802	＊	＊＊○＊○○○○		0	1,440	352	0.000	0.000	0.000	0.000	34.000		23,963.000000	
0000002376	0000000006	0000000001	製造指図出庫	40162173	I-0316838-10-01-06		8059835-0092		A00A1954203	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/07/25	2025/09/16	0920	50119930	PZZA05320G6	IK-5320A UG6 SENSOR.PCB	2025/07/25	1.000	2.000	0.000	1.000	PC1		2025/07/09	2025/07/30	8.000	1.000	4.000	A0801	A0802	＊	＊＊○＊○○○○		0	1,440	352	0.000	0.000	0.000	0.000	34.000		23,963.000000	
0000002377	0000000001		製造指図出庫	40164040	G-0341798-10-01-06		8106355-0008		U00A0392700	IK-8002 CNT UNIT			1.000	C51	2025/11/18	2026/03/02	0080		PZZA05320G8	IK-5320A UG8	2025/11/18	1.000	0.000	0.000	1.000																						29,223.000000	
0000002378	0000000001		製造指図出庫	40153280	I-0320172-10-01-05		7815056-0096		A00A1975502	SIT7.5SGD(INV)			1.000	C28	2024/08/08	2026/03/13	0960		PZZA0533904	IK-5339A S04 UPS SOURCE	2024/08/08	1.000	10.000	1.000	0.000																						15,396.000000	
0000002379	0000000002		製造指図出庫	40156562	I-0326875-10-01-05		7870465-0090		A00A2019702	SRM75TGD/SYS30(ｲﾝﾊﾞｰﾀ盤)			1.000	C28	2025/03/04	2025/11/14	0900		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/03/04	1.000	10.000	1.000	0.000																						15,396.000000	
0000002380	0000000003		製造指図出庫	40154947	I-0316842-10-01-05		7847275-0093		A00A1954502	Ｎｏ．１ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/10/08	0930		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/06/09	2.000	10.000	2.000	0.000																						15,396.000000	
0000002381	0000000004		製造指図出庫	40154949	I-0316842-10-01-06		7847277-0093		A00A1954503	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/10/08	0930		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/06/09	2.000	10.000	2.000	0.000																						15,396.000000	
0000002382	0000000005		製造指図出庫	40154930	I-0316840-10-01-05		7847125-0095		A00A1954402	Ｎｏ．１ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0950		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/06/09	2.000	10.000	2.000	0.000																						15,396.000000	
0000002383	0000000006		製造指図出庫	40154932	I-0316840-10-01-06		7847127-0095		A00A1954403	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/06/09	2025/11/06	0950		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/06/09	2.000	10.000	2.000	0.000																						15,396.000000	
0000002384	0000000007	0000000001	製造指図出庫	40162318	I-0331840-10-01-06		8062734-0045		A00A1994803	SST100TGD-V2(インバータ)			2.000	C28	2025/07/22	2025/09/26	0450	50119963	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/07/22	2.000	10.000	0.000	2.000	PC1		2025/07/11	2025/08/01	10.000	2.000	8.000	A0801	A0802	＊	＊＊○＊○○○○		0	660	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002385	0000000008	0000000001	製造指図出庫	40162173	I-0316838-10-01-06		8059835-0093		A00A1954203	Ｎｏ．２ＣＶＣＦ盤			1.000	C28	2025/07/25	2025/09/16	0930	50119963	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/07/25	2.000	10.000	0.000	2.000	PC1		2025/07/11	2025/08/01	10.000	2.000	6.000	A0801	A0802	＊	＊＊○＊○○○○		0	660	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002386	0000000009	0000000001	製造指図出庫	40163744	I-0341561-10-01-04		8102234-0101		A00A2102801	AU30N-A7-11-21(本体)			1.000	C28	2025/09/03	2025/10/10	1010	50119963	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/09/03	2.000	10.000	0.000	2.000	PC1		2025/07/11	2025/08/01	10.000	2.000	4.000	A0801	A0802	＊	＊＊○＊○○○○		0	660	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002387	0000000010	0000000001	製造指図出庫	40163753	I-0341565-10-01-04		8102244-0100		A00A2103001	AU40N-A7-11-11(本体)			1.000	C28	2025/09/03	2026/01/28	1000	50119963	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/09/03	2.000	10.000	0.000	2.000	PC1		2025/07/11	2025/08/01	10.000	2.000	2.000	A0801	A0802	＊	＊＊○＊○○○○		0	660	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002388	0000000011	0000000001	出荷			6364281-0010						80917297-0010	1.000					50119963	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/09/05	1.000	10.000	0.000	1.000	PC1		2025/07/11	2025/08/01	10.000	1.000	1.000	A0801	A0802	＊	＊＊○＊○○○○		0	660	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002389	0000000012	0000000001	製造指図出庫	40163681	I-0341567-10-01-04		8102171-0103		A00A2103401	AU50N-A7-11-11(本体)			1.000	C28	2025/09/12	2025/10/23	1030	50119963	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/09/12	2.000	10.000	0.000	2.000	PC1		2025/07/11	2025/08/01	10.000	1.000	0.000	A0801	A0802	＊	＊＊○＊○○○○		0	660	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002390	0000000012	0000000002	製造指図出庫	40163681	I-0341567-10-01-04		8102171-0103		A00A2103401	AU50N-A7-11-11(本体)			1.000	C28	2025/09/12	2025/10/23	1030	50120306	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/09/12	2.000	10.000	0.000	2.000	PC1		2025/08/08	2025/09/04	10.000	1.000	9.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002391	0000000013	0000000002	製造指図出庫	40163735	I-0341548-10-01-04		8102225-0102		A00A2102601	AU30N-A7-12-11(本体)			1.000	C28	2025/09/25	2025/11/05	1020	50120306	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/09/25	2.000	10.000	0.000	2.000	PC1		2025/08/08	2025/09/04	10.000	2.000	7.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002392	0000000014	0000000002	製造指図出庫	40154554	I-0317660-10-01-04		7839186-0096		A00A1957501	ＣＶＣＦ盤			1.000	C28	2025/10/03	2026/01/06	0960	50120306	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/03	1.000	10.000	0.000	1.000	PC1		2025/08/08	2025/09/04	10.000	1.000	6.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002393	0000000015	0000000002	製造指図出庫	40163726	I-0341530-10-01-04		8102216-0097		A00A2102001	AU15N-A7-11-11(本体)			1.000	C28	2025/10/09	2025/11/17	0970	50120306	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/09	2.000	10.000	0.000	2.000	PC1		2025/08/08	2025/09/04	10.000	2.000	4.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002394	0000000016	0000000002	製造指図出庫	40162654	I-0338670-10-01-05		8065646-0091		A00A2081702	SIT15SGD/SKS200(INV)			1.000	C28	2025/10/20	2025/12/02	0910	50120306	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/20	1.000	10.000	0.000	1.000	PC1		2025/08/08	2025/09/04	10.000	1.000	3.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002395	0000000017	0000000002	製造指図出庫	40162590	I-0337012-10-01-04		8065409-0090		A00A2088601	AUD30N-A5-1-11 No.1ｲﾝﾊﾞｰﾀ			1.000	C28	2025/10/22	2025/12/16	0900	50120306	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/22	2.000	10.000	0.000	2.000	PC1		2025/08/08	2025/09/04	10.000	2.000	1.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002396	0000000018	0000000002	製造指図出庫	40162592	I-0337012-10-01-05		8065411-0090		A00A2088602	AUD30N-A5-1-11 No.2ｲﾝﾊﾞｰﾀ			1.000	C28	2025/10/22	2025/12/16	0900	50120306	PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/22	2.000	10.000	0.000	2.000	PC1		2025/08/08	2025/09/04	10.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	661	730	0.000	0.000	0.000	0.000	44.000	E	15,396.000000	
0000002397	0000000018		製造指図出庫	40162592	I-0337012-10-01-05		8065411-0090		A00A2088602	AUD30N-A5-1-11 No.2ｲﾝﾊﾞｰﾀ			1.000	C28	2025/10/22	2025/12/16	0900		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/22	2.000	10.000	0.000	2.000																						15,396.000000	
0000002398	0000000019		製造指図出庫	40162594	I-0337012-10-01-06		8065413-0085		A00A2088603	AUD30N-A5-1-11 切換盤			1.000	C28	2025/10/22	2025/12/16	0850		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/22	2.000	10.000	0.000	2.000																						15,396.000000	
0000002399	0000000020		製造指図出庫	40162643	I-0316556-10-01-05		8065635-0087		A00A1953602	SIT10SGD/SKTKS30X5(INV盤)			1.000	C28	2025/10/28	2025/12/05	0870		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/10/28	1.000	10.000	0.000	1.000																						15,396.000000	
0000002400	0000000021		製造指図出庫	40163101	I-0338328-10-01-05		8089550-0078		A00A2070302	SIT2SGD/SKS40-50MSP(INV)			1.000	C28	2025/11/06	2025/12/25	0780		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/11/06	1.000	10.000	0.000	1.000																						15,396.000000	
0000002401	0000000022		製造指図出庫	40164645	I-0343557-10-01-04		8136272-0100		A00A2128001	AU40N-A7-11-11(本体)			1.000	C28	2025/11/06	2025/12/25	1000		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/11/06	2.000	10.000	0.000	2.000																						15,396.000000	
0000002402	0000000023		製造指図出庫	40163009	I-0339865-10-01-04		8087003-0100		A00A2101801	AU40N-A7-11-21(本体)			1.000	C28	2025/11/17	2026/01/16	1000		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/11/17	2.000	10.000	0.000	2.000																						15,396.000000	
0000002403	0000000024		製造指図出庫	40165271	I-0345346-10-01-04		8164443-0086		A00A2143101	SFT10SGD-100MSPV1(CVCF)			1.000	C28	2025/12/04	2026/01/15	0860		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/04	1.000	10.000	0.000	1.000																						15,396.000000	
0000002404	0000000025		製造指図出庫	40163717	I-0341538-10-01-04		8102207-0097		A00A2102201	AU15N-A7-11-11(本体)			1.000	C28	2025/12/08	2026/02/09	0970		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/08	2.000	10.000	0.000	2.000																						15,396.000000	
0000002405	0000000026		製造指図出庫	40163762	I-0341546-10-01-04		8102254-0097		A00A2102401	AU20N-A7-11-11(本体)			1.000	C28	2025/12/17	2026/02/20	0970		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/17	2.000	10.000	0.000	2.000																						15,396.000000	
0000002406	0000000027		製造指図出庫	40163690	I-0341566-10-01-04		8102180-0104		A00A2103201	AU50N-A7-12-11(本体)			1.000	C28	2025/12/22	2026/03/05	1040		PZZA0533904	IK-5339A S04 UPS SOURCE	2025/12/22	2.000	10.000	0.000	2.000																						15,396.000000	
0000002407	0000000028		製造指図出庫	40163699	I-0341574-10-01-04		8102189-0103		A00A2103801	AU50N-A7-11-11(本体)			1.000	C28	2026/01/14	2026/03/16	1030		PZZA0533904	IK-5339A S04 UPS SOURCE	2026/01/14	2.000	10.000	0.000	2.000																						15,396.000000	
0000002408	0000000029		製造指図出庫	40163708	I-0341568-10-01-04		8102198-0103		A00A2103601	AU50N-A7-11-11(本体)			1.000	C28	2026/01/23	2026/03/23	1030		PZZA0533904	IK-5339A S04 UPS SOURCE	2026/01/23	2.000	10.000	0.000	2.000																						15,396.000000	
0000002409	0000000001		製造指図出庫	40153280	I-0320172-10-01-05		7815056-0097		A00A1975502	SIT7.5SGD(INV)			1.000	C28	2024/08/08	2026/03/13	0970		PZZA0534101	IK-5341 S01	2024/08/08	1.000	1.000	1.000	0.000																						12,631.000000	
0000002410	0000000002	0000000001	製造指図出庫	40163744	I-0341561-10-01-04		8102234-0102		A00A2102801	AU30N-A7-11-21(本体)			1.000	C28	2025/09/03	2025/10/10	1020	50119964	PZZA0534101	IK-5341 S01	2025/09/03	2.000	1.000	0.000	2.000	PC1		2025/07/25	2025/08/21	14.000	2.000	12.000	A0801	A0802	○	○○○＊○○○○		0	1,190	798	0.000	0.000	0.000	0.000	40.000	E	12,631.000000	
0000002411	0000000003	0000000001	製造指図出庫	40163753	I-0341565-10-01-04		8102244-0101		A00A2103001	AU40N-A7-11-11(本体)			1.000	C28	2025/09/03	2026/01/28	1010	50119964	PZZA0534101	IK-5341 S01	2025/09/03	2.000	1.000	0.000	2.000	PC1		2025/07/25	2025/08/21	14.000	2.000	10.000	A0801	A0802	○	○○○＊○○○○		0	1,190	798	0.000	0.000	0.000	0.000	40.000	E	12,631.000000	
0000002412	0000000004	0000000001	製造指図出庫	40163681	I-0341567-10-01-04		8102171-0104		A00A2103401	AU50N-A7-11-11(本体)			1.000	C28	2025/09/12	2025/10/23	1040	50119964	PZZA0534101	IK-5341 S01	2025/09/12	2.000	1.000	0.000	2.000	PC1		2025/07/25	2025/08/21	14.000	2.000	8.000	A0801	A0802	○	○○○＊○○○○		0	1,190	798	0.000	0.000	0.000	0.000	40.000	E	12,631.000000	
0000002413	0000000005	0000000001	製造指図出庫	40163735	I-0341548-10-01-04		8102225-0103		A00A2102601	AU30N-A7-12-11(本体)			1.000	C28	2025/09/25	2025/11/05	1030	50119964	PZZA0534101	IK-5341 S01	2025/09/25	2.000	1.000	0.000	2.000	PC1		2025/07/25	2025/08/21	14.000	2.000	6.000	A0801	A0802	○	○○○＊○○○○		0	1,190	798	0.000	0.000	0.000	0.000	40.000	E	12,631.000000	
0000002414	0000000006	0000000001	製造指図出庫	40154554	I-0317660-10-01-04		7839186-0097		A00A1957501	ＣＶＣＦ盤			1.000	C28	2025/10/03	2026/01/06	0970	50119964	PZZA0534101	IK-5341 S01	2025/10/03	1.000	1.000	0.000	1.000	PC1		2025/07/25	2025/08/21	14.000	1.000	5.000	A0801	A0802	○	○○○＊○○○○		0	1,190	798	0.000	0.000	0.000	0.000	40.000	E	12,631.000000	
0000002415	0000000007	0000000001	製造指図出庫	40163726	I-0341530-10-01-04		8102216-0098		A00A2102001	AU15N-A7-11-11(本体)			1.000	C28	2025/10/09	2025/11/17	0980	50119964	PZZA0534101	IK-5341 S01	2025/10/09	2.000	1.000	0.000	2.000	PC1		2025/07/25	2025/08/21	14.000	2.000	3.000	A0801	A0802	○	○○○＊○○○○		0	1,190	798	0.000	0.000	0.000	0.000	40.000	E	12,631.000000	
0000002416	0000000008	0000000001	製造指図出庫	40162654	I-0338670-10-01-05		8065646-0092		A00A2081702	SIT15SGD/SKS200(INV)			1.000	C28	2025/10/20	2025/12/02	0920	50119964	PZZA0534101	IK-5341 S01	2025/10/20	1.000	1.000	0.000	1.000	PC1		2025/07/25	2025/08/21	14.000	1.000	2.000	A0801	A0802	○	○○○＊○○○○		0	1,190	798	0.000	0.000	0.000	0.000	40.000	E	12,631.000000	
0000002417	0000000009	0000000001	製造指図出庫	40162594	I-0337012-10-01-06		8065413-0086		A00A2088603	AUD30N-A5-1-11 切換盤			1.000	C28	2025/10/22	2025/12/16	0860	50119964	PZZA0534101	IK-5341 S01	2025/10/22	2.000	1.000	0.000	2.000	PC1		2025/07/25	2025/08/21	14.000	2.000	0.000	A0801	A0802	○	○○○＊○○○○		0	1,190	798	0.000	0.000	0.000	0.000	40.000	E	12,631.000000	
0000002418	0000000010		製造指図出庫	40162643	I-0316556-10-01-05		8065635-0088		A00A1953602	SIT10SGD/SKTKS30X5(INV盤)			1.000	C28	2025/10/28	2025/12/05	0880		PZZA0534101	IK-5341 S01	2025/10/28	1.000	1.000	0.000	1.000																						12,631.000000	
0000002419	0000000011		製造指図出庫	40163101	I-0338328-10-01-05		8089550-0079		A00A2070302	SIT2SGD/SKS40-50MSP(INV)			1.000	C28	2025/11/06	2025/12/25	0790		PZZA0534101	IK-5341 S01	2025/11/06	1.000	1.000	0.000	1.000																						12,631.000000	
0000002420	0000000012		製造指図出庫	40164645	I-0343557-10-01-04		8136272-0101		A00A2128001	AU40N-A7-11-11(本体)			1.000	C28	2025/11/06	2025/12/25	1010		PZZA0534101	IK-5341 S01	2025/11/06	2.000	1.000	0.000	2.000																						12,631.000000	
0000002421	0000000013		製造指図出庫	40163009	I-0339865-10-01-04		8087003-0101		A00A2101801	AU40N-A7-11-21(本体)			1.000	C28	2025/11/17	2026/01/16	1010		PZZA0534101	IK-5341 S01	2025/11/17	2.000	1.000	0.000	2.000																						12,631.000000	
0000002422	0000000014		製造指図出庫	40165271	I-0345346-10-01-04		8164443-0087		A00A2143101	SFT10SGD-100MSPV1(CVCF)			1.000	C28	2025/12/04	2026/01/15	0870		PZZA0534101	IK-5341 S01	2025/12/04	1.000	1.000	0.000	1.000																						12,631.000000	
0000002423	0000000015		出荷			6363868-0010						80915921-0010	2.000						PZZA0534101	IK-5341 S01	2025/12/05	2.000	1.000	0.000	2.000																						12,631.000000	
0000002424	0000000016		出荷			6364282-0010						80917298-0010	1.000						PZZA0534101	IK-5341 S01	2025/12/05	1.000	1.000	0.000	1.000																						12,631.000000	
0000002425	0000000017		製造指図出庫	40163717	I-0341538-10-01-04		8102207-0098		A00A2102201	AU15N-A7-11-11(本体)			1.000	C28	2025/12/08	2026/02/09	0980		PZZA0534101	IK-5341 S01	2025/12/08	2.000	1.000	0.000	2.000																						12,631.000000	
0000002426	0000000018		製造指図出庫	40163762	I-0341546-10-01-04		8102254-0098		A00A2102401	AU20N-A7-11-11(本体)			1.000	C28	2025/12/17	2026/02/20	0980		PZZA0534101	IK-5341 S01	2025/12/17	2.000	1.000	0.000	2.000																						12,631.000000	
0000002427	0000000019		製造指図出庫	40163690	I-0341566-10-01-04		8102180-0105		A00A2103201	AU50N-A7-12-11(本体)			1.000	C28	2025/12/22	2026/03/05	1050		PZZA0534101	IK-5341 S01	2025/12/22	2.000	1.000	0.000	2.000																						12,631.000000	
0000002428	0000000020		製造指図出庫	40163699	I-0341574-10-01-04		8102189-0104		A00A2103801	AU50N-A7-11-11(本体)			1.000	C28	2026/01/14	2026/03/16	1040		PZZA0534101	IK-5341 S01	2026/01/14	2.000	1.000	0.000	2.000																						12,631.000000	
0000002429	0000000021		製造指図出庫	40163708	I-0341568-10-01-04		8102198-0104		A00A2103601	AU50N-A7-11-11(本体)			1.000	C28	2026/01/23	2026/03/23	1040		PZZA0534101	IK-5341 S01	2026/01/23	2.000	1.000	0.000	2.000																						12,631.000000	
0000002430	0000000001		製造指図出庫	40161143	G-0335907-10	335907-0010	8031901-0061		A00A2086900	KTA4F6-1000-1000SCVPR 600			1.000	C17	2025/08/01	2025/11/17	0600		PZZA0537302	IK-5373A S02	2025/08/01	2.000	2.000	2.000	0.000																						26,814.000000	
0000002431	0000000001		製造指図出庫	40163822	G-0341893-10	341893-0010	8103493-0116		A00A1977100	OZ-INV(FW) 230kW			1.000	C17	2025/11/05	2026/01/14	1150		PZZA0537411	IK-5374 U11	2025/11/05	1.000	0.000	0.000	1.000																						13,097.000000	
0000002432	0000000001		製造指図出庫	40163822	G-0341893-10	341893-0010	8103493-0117		A00A1977100	OZ-INV(FW) 230kW			1.000	C17	2025/11/05	2026/01/14	1160		PZZA0537611	GK-5376 U11 CPU.PCB	2025/11/05	1.000	0.000	0.000	1.000																						87,857.000000	
0000002433	0000000001		製造指図出庫	40161143	G-0335907-10	335907-0010	8031901-0062		A00A2086900	KTA4F6-1000-1000SCVPR 600			1.000	C17	2025/08/01	2025/11/17	0610		PZZA0537622	GK-5376B U22	2025/08/01	1.000	1.000	1.000	0.000																						85,889.000000	
0000002434	0000000001		製造指図出庫	RWF89581K			7926639-0004						1.000	C40	2024/09/03	2025/08/27	X004		PZZA0537625	GK-5376B U25 CPU.PCB	2024/09/03	1.000	1.000	1.000	0.000																						85,497.000000	
0000002435	0000000001		製造指図出庫	40163822	G-0341893-10	341893-0010	8103493-0118		A00A1977100	OZ-INV(FW) 230kW			1.000	C17	2025/11/05	2026/01/14	1170		PZZA0537710	GK-5377 S10 SENS.PCB	2025/11/05	1.000	0.000	0.000	1.000																						21,141.000000	
0000002436	0000000001		製造指図出庫	10133014			8109456-0159	1910	A00A1475201	WS-302			3.000	B50	2025/08/07	2025/09/02	X001		PZZA0547911	WK-5479D U11 GATE PCB	2025/08/07	12.000	14.000	12.000	0.000																						1,766.000000	
0000002437	0000000002		製造指図出庫	10132031			8047986-0152	1910	A00A1457700	ID-3000PW-U1E			10.000	B10	2025/09/04	2025/09/19	X001		PZZA0547911	WK-5479D U11 GATE PCB	2025/09/04	40.000	14.000	2.000	38.000																						1,766.000000	
0000002438	0000000002	0000000001	製造指図出庫	10132031			8047986-0152	1910	A00A1457700	ID-3000PW-U1E			10.000	B10	2025/09/04	2025/09/19	X001	50120115	PZZA0547911	WK-5479D U11 GATE PCB	2025/09/04	40.000	14.000	2.000	38.000	PC1		2025/07/31	2025/08/27	60.000	38.000	22.000	A0801	A0802	○	○○○○○○○○		2,940	0	0	0.000	21.000	17.000	4.000	0.000		1,766.000000	
0000002439	0000000003	0000000001	在庫転送				8155472-0100	1142					120.000					50120115	PZZA0547911	WK-5479D U11 GATE PCB	2025/10/21	120.000	14.000	0.000	120.000	PC1		2025/07/31	2025/08/27	60.000	22.000	0.000	A0801	A0802	○	○○○○○○○○		2,940	0	0	0.000	21.000	17.000	4.000	0.000		1,766.000000	
0000002440	0000000003		在庫転送				8155472-0100	1142					120.000						PZZA0547911	WK-5479D U11 GATE PCB	2025/10/21	120.000	14.000	0.000	120.000																						1,766.000000	
0000002441	0000000001		製造指図出庫	10130796			7985337-0102	1911	A00A1201200	SW-V02 (REACH)			15.000	B10	2025/09/16	2025/10/02	0530		PZZA0550202	WK-5502A U02 REACH	2025/09/16	15.000	9.000	9.000	6.000																						1,390.000000	
0000002442	0000000002		製造指図出庫	10130797			7985338-0102	1911	A00A1201200	SW-V02 (REACH)			15.000	B10	2025/11/14	2025/12/02	0530		PZZA0550202	WK-5502A U02 REACH	2025/11/14	15.000	9.000	0.000	15.000																						1,390.000000	
0000002443	0000000001		製造指図出庫	40161062	W-0335644-10	335644-0010	8025738-0112		A00A0553103	TSIB-100K			2.000	B50	2025/09/12	2025/09/29	1110		PZZA0552741	WK-5527 U41 TSI PANEL	2025/09/12	2.000	6.000	2.000	0.000																						5,998.000000	
0000002444	0000000002		製造指図出庫	40161063	W-0335648-10	335648-0010	8025739-0112		A00A0553103	TSIB-100K			2.000	B50	2025/12/04	2025/12/24	1110		PZZA0552741	WK-5527 U41 TSI PANEL	2025/12/04	2.000	6.000	2.000	0.000																						5,998.000000	
0000002445	0000000003		製造指図出庫	40161064	W-0335649-10	335649-0010	8025741-0112		A00A0553103	TSIB-100K			2.000	B50	2026/04/06	2026/04/24	1110		PZZA0552741	WK-5527 U41 TSI PANEL	2026/04/06	2.000	6.000	2.000	0.000																						5,998.000000	
0000002446	0000000004		製造指図出庫	40161065	W-0335650-10	335650-0010	8025744-0112		A00A0553103	TSIB-100K			2.000	B50	2026/05/08	2026/05/27	1110		PZZA0552741	WK-5527 U41 TSI PANEL	2026/05/08	2.000	6.000	0.000	2.000																						5,998.000000	
0000002447	0000000005		製造指図出庫	40161066	W-0335651-10	335651-0010	8025745-0112		A00A0553103	TSIB-100K			2.000	B50	2026/07/21	2026/08/24	1110		PZZA0552741	WK-5527 U41 TSI PANEL	2026/07/21	2.000	6.000	0.000	2.000																						5,998.000000	
0000002448	0000000006		製造指図出庫	40161067	W-0335652-10	335652-0010	8025747-0112		A00A0553103	TSIB-100K			2.000	B50	2026/09/04	2026/09/25	1110		PZZA0552741	WK-5527 U41 TSI PANEL	2026/09/04	2.000	6.000	0.000	2.000																						5,998.000000	
0000002449	0000000001		製造指図出庫	RWF89581E			7926631-0010						1.000	C40	2024/10/02	2025/08/27	X010		PZZA0554502	IK-5545 S02 SENS PCB	2024/10/02	1.000	1.000	1.000	0.000																						11,068.000000	
0000002450	0000000002		製造指図出庫	40161445	G-0336674-10	336674-0010	8041356-0105		A00A2082500	KTA4F6-1000-1000SCVPR200K			1.000	C17	2025/10/15	2026/01/27	1040		PZZA0554502	IK-5545 S02 SENS PCB	2025/10/15	1.000	1.000	0.000	1.000																						11,068.000000	
0000002451	0000000003		製造指図出庫	40161446	G-0336674-20	336674-0020	8041357-0070		A00A2082600	KTA4F6-1000-200SCVPR_80K			1.000	C17	2025/10/15	2026/01/27	0690		PZZA0554502	IK-5545 S02 SENS PCB	2025/10/15	1.000	1.000	0.000	1.000																						11,068.000000	
0000002452	0000000004		製造指図出庫	40161441	G-0336672-10	336672-0010	8041350-0060		A00A2082100	KTA4F6-1000-1000SCVPR400K			1.000	C17	2025/10/16	2026/03/27	0530		PZZA0554502	IK-5545 S02 SENS PCB	2025/10/16	1.000	1.000	0.000	1.000																						11,068.000000	
0000002453	0000000005		製造指図出庫	40161442	G-0336672-20	336672-0020	8041351-0070		A00A2082200	KTA4F6-1000-400SCVPR_120K			1.000	C17	2025/10/16	2026/03/27	0690		PZZA0554502	IK-5545 S02 SENS PCB	2025/10/16	1.000	1.000	0.000	1.000																						11,068.000000	
0000002454	0000000006		製造指図出庫	40161443	G-0336673-10	336673-0010	8041353-0108		A00A2082300	KTA4F6-1000-1000SCVPR200K			1.000	C17	2025/11/07	2026/02/26	1070		PZZA0554502	IK-5545 S02 SENS PCB	2025/11/07	1.000	1.000	0.000	1.000																						11,068.000000	
